,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,2020-09-15,Tue,EFL Cup,Second round,Away,W 3–1,Aston Villa,Burton Albion,Y,CM,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/84027e41/Burton-Albion-Aston-Villa-September-15-2020-EFL-Cup,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,2020-09-24,Thu,EFL Cup,Third round,Away,W 3–0,Aston Villa,Bristol City,Y,CM,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/c92b74a3/Bristol-City-Aston-Villa-September-24-2020-EFL-Cup,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2020-09-28,Mon,Premier League,Matchweek 3,Away,W 3–0,Aston Villa,Fulham,N,CM,4,0,0,0,0,0.0,0.0,0,0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,/en/matches/6b258be0/Fulham-Aston-Villa-September-28-2020-Premier-League,1.0,0.5,0.4880952380952381
3,3,3,3,3,3,3,3,3,2020-10-01,Thu,EFL Cup,Fourth round,Home,L 0–1,Aston Villa,Stoke City,Y,CM,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/8f27b32d/Aston-Villa-Stoke-City-October-1-2020-EFL-Cup,0.0,1.0,0.5
4,4,4,4,4,4,4,4,4,2020-10-04,Sun,Premier League,Matchweek 4,Home,W 7–2,Aston Villa,Liverpool,N,DM,11,0,0,0,0,1.0,1.0,1,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,83.3,1.0,4.0,0.0,0.0,0.0,/en/matches/14a7771b/Aston-Villa-Liverpool-October-4-2020-Premier-League,1.0,0.6666666666666666,0.8690476190476192
5,5,5,5,5,5,5,5,5,2020-10-11,Sun,Friendlies (M),Friendlies (M),Away,D 0–0,zw Zimbabwe,mw Malawi,Y,,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/6fcfe2cb/Malawi-Zimbabwe-October-11-2020-Friendlies-M,0.5,0.6666666666666666,0.5
6,6,6,6,6,6,6,6,6,2020-11-12,Thu,Africa Cup of Nations qualification,Group stage,Away,L 1–3,zw Zimbabwe,dz Algeria,Y,,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/365abe8a/Algeria-Zimbabwe-November-12-2020-Africa-Cup-of-Nations-qualification,0.0,0.5,0.5
7,7,7,7,7,7,7,7,7,2020-11-16,Mon,Africa Cup of Nations qualification,Group stage,Home,D 2–2,zw Zimbabwe,dz Algeria,Y,DM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/75ebe72c/Zimbabwe-Algeria-November-16-2020-Africa-Cup-of-Nations-qualification,0.5,0.5,0.5
8,8,8,8,8,8,8,8,8,2020-12-12,Sat,Premier League,Matchweek 12,Away,W 1–0,Aston Villa,Wolves,N,LM,1,0,0,0,0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,/en/matches/f809a014/Wolverhampton-Wanderers-Aston-Villa-December-12-2020-Premier-League,1.0,0.3333333333333333,0.4861111111111111
9,9,9,9,9,9,9,9,9,2020-12-17,Thu,Premier League,Matchweek 13,Home,D 0–0,Aston Villa,Burnley,Y,DM,90,0,0,0,0,0.0,0.0,0,0,33.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,22.0,26.0,84.6,1.0,16.0,0.0,0.0,0.0,/en/matches/5d89f60c/Aston-Villa-Burnley-December-17-2020-Premier-League,0.5,0.5,0.5833333333333333
10,10,10,10,10,10,10,10,10,2021-01-23,Sat,Premier League,Matchweek 11,Home,W 2–0,Aston Villa,Newcastle Utd,Y,DM,90,0,0,0,0,1.0,0.0,0,0,76.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,66.0,67.0,98.5,1.0,51.0,0.0,0.0,0.0,/en/matches/b2143993/Aston-Villa-Newcastle-United-January-23-2021-Premier-League,1.0,0.6666666666666666,0.5
11,11,11,11,11,11,11,11,11,2021-01-30,Sat,Premier League,Matchweek 21,Away,W 1–0,Aston Villa,Southampton,N,AM,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,/en/matches/10d13e5b/Southampton-Aston-Villa-January-30-2021-Premier-League,1.0,0.8333333333333334,0.5
12,12,12,12,12,12,12,12,12,2021-02-06,Sat,Premier League,Matchweek 23,Home,W 1–0,Aston Villa,Arsenal,Y,DM,90,0,0,0,0,0.0,0.0,1,0,34.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,22.0,68.2,0.0,15.0,0.0,0.0,0.0,/en/matches/224bcfc4/Aston-Villa-Arsenal-February-6-2021-Premier-League,1.0,0.8333333333333334,0.5
13,13,13,13,13,13,13,13,13,2021-02-27,Sat,Premier League,Matchweek 26,Away,W 1–0,Aston Villa,Leeds United,Y,CM,90,0,0,0,0,0.0,0.0,0,0,30.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,17.0,52.9,1.0,14.0,0.0,0.0,0.0,/en/matches/70056c3b/Leeds-United-Aston-Villa-February-27-2021-Premier-League,1.0,1.0,0.5
14,14,14,14,14,14,14,14,14,2021-03-03,Wed,Premier League,Matchweek 29,Away,L 0–1,Aston Villa,Sheffield Utd,Y,CM,67,0,0,0,0,0.0,0.0,0,0,45.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,41.0,85.4,1.0,28.0,1.0,1.0,1.0,/en/matches/3a9c1c4d/Sheffield-United-Aston-Villa-March-3-2021-Premier-League,0.0,1.0,0.5
15,15,15,15,15,15,15,15,15,2021-04-10,Sat,Premier League,Matchweek 31,Away,L 1–2,Aston Villa,Liverpool,Y,CM,65,0,0,0,0,0.0,0.0,0,0,32.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,20.0,70.0,0.0,18.0,0.0,0.0,0.0,/en/matches/20bdebdc/Liverpool-Aston-Villa-April-10-2021-Premier-League,0.0,0.6666666666666666,0.5
16,16,16,16,16,16,16,16,16,2021-04-21,Wed,Premier League,Matchweek 32,Home,L 1–2,Aston Villa,Manchester City,Y,"DM,CM",62,0,0,0,0,0.0,0.0,0,0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,18.0,94.4,0.0,12.0,0.0,0.0,0.0,/en/matches/ac46a079/Aston-Villa-Manchester-City-April-21-2021-Premier-League,0.0,0.3333333333333333,0.5
17,17,17,17,17,17,17,17,17,2021-05-19,Wed,Premier League,Matchweek 37,Away,W 2–1,Aston Villa,Tottenham,Y,DM,88,0,0,0,0,0.0,0.0,0,0,52.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0,44.0,84.1,4.0,26.0,0.0,2.0,2.0,/en/matches/d4273555/Tottenham-Hotspur-Aston-Villa-May-19-2021-Premier-League,1.0,0.0,0.5
18,18,18,18,18,18,18,18,18,2021-05-23,Sun,Premier League,Matchweek 38,Home,W 2–1,Aston Villa,Chelsea,Y,DM,90,0,0,0,0,0.0,0.0,1,0,34.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,16.0,20.0,80.0,0.0,9.0,0.0,1.0,1.0,/en/matches/0143966a/Aston-Villa-Chelsea-May-23-2021-Premier-League,1.0,0.3333333333333333,0.5
