,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,2019-11-03,Sun,Premier League,Matchweek 11,Away,D 1–1,Tottenham,Everton,N,LW,1,0,0,0,0,0,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,/en/matches/efe9c8f4/Everton-Tottenham-Hotspur-November-3-2019-Premier-League,0.5,0.5,0.5952380952380952
1,1,1,1,1,1,1,1,1,2019-11-06,Wed,Champions Lg,Group stage,Away,W 4–0,eng Tottenham,rs Red Star,N,LW,16,0,1,0,0,0,0,0,0,13.0,0.0,0,1.0,0.0,0.0,0.1,2.0,1.0,11.0,11.0,100.0,2.0,12.0,1.0,0.0,0.0,/en/matches/fb273c61/Red-Star-Belgrade-Tottenham-Hotspur-November-6-2019-Champions-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2019-12-07,Sat,Premier League,Matchweek 16,Home,W 5–0,Tottenham,Burnley,N,"LW,LM",16,0,0,0,0,0,0,0,0,6.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,100.0,0.0,5.0,0.0,0.0,0.0,/en/matches/56da163b/Tottenham-Hotspur-Burnley-December-7-2019-Premier-League,1.0,0.5,0.2307692307692307
3,3,3,3,3,3,3,3,3,2019-12-11,Wed,Champions Lg,Group stage,Away,L 1–3,eng Tottenham,de Bayern Munich,Y,LW,90,1,0,0,0,2,2,0,0,26.0,1.0,0,0.0,0.3,0.3,0.1,2.0,0.0,12.0,17.0,70.6,1.0,17.0,2.0,4.0,1.0,/en/matches/44702c8f/Bayern-Munich-Tottenham-Hotspur-December-11-2019-Champions-League,0.0,0.8333333333333334,0.5
4,4,4,4,4,4,4,4,4,2019-12-26,Thu,Premier League,Matchweek 19,Home,W 2–1,Tottenham,Brighton,Y,WB,55,0,0,0,0,0,0,0,0,20.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,20.0,70.0,0.0,14.0,0.0,0.0,0.0,/en/matches/eebe09b9/Tottenham-Hotspur-Brighton-and-Hove-Albion-December-26-2019-Premier-League,1.0,0.6666666666666666,0.4047619047619047
5,5,5,5,5,5,5,5,5,2019-12-28,Sat,Premier League,Matchweek 20,Away,D 2–2,Tottenham,Norwich City,Y,"LB,LW",90,0,0,0,0,1,0,0,0,70.0,2.0,0,0.0,0.1,0.1,0.1,2.0,0.0,44.0,58.0,75.9,5.0,48.0,4.0,0.0,0.0,/en/matches/a6e8ab71/Norwich-City-Tottenham-Hotspur-December-28-2019-Premier-League,0.5,0.6666666666666666,0.1785714285714284
6,6,6,6,6,6,6,6,6,2020-01-01,Wed,Premier League,Matchweek 21,Away,L 0–1,Tottenham,Southampton,Y,LB,90,0,0,0,0,0,0,0,0,72.0,3.0,1,0.0,0.0,0.0,0.0,2.0,0.0,42.0,60.0,70.0,6.0,42.0,7.0,3.0,2.0,/en/matches/ce2fad1e/Southampton-Tottenham-Hotspur-January-1-2020-Premier-League,0.0,0.5,0.5
7,7,7,7,7,7,7,7,7,2020-01-05,Sun,FA Cup,Third round,Away,D 1–1,Tottenham,Middlesbrough,Y,LM,55,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/4ba982c5/Middlesbrough-Tottenham-Hotspur-January-5-2020-FA-Cup,0.5,0.5,0.5
8,8,8,8,8,8,8,8,8,2020-01-14,Tue,FA Cup,Third round,Home,W 2–1,Tottenham,Middlesbrough,Y,LB,90,0,0,0,0,2,1,0,0,,,1,,,,,,,,,,,,,,,/en/matches/71cc4d4a/Tottenham-Hotspur-Middlesbrough-January-14-2020-FA-Cup,1.0,0.3333333333333333,0.5
9,9,9,9,9,9,9,9,9,2020-01-22,Wed,Premier League,Matchweek 24,Home,W 2–1,Tottenham,Norwich City,Y,LB,90,0,0,0,0,0,0,0,0,64.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,40.0,53.0,75.5,6.0,42.0,2.0,3.0,2.0,/en/matches/b36a7b4d/Tottenham-Hotspur-Norwich-City-January-22-2020-Premier-League,1.0,0.5,0.5
10,10,10,10,10,10,10,10,10,2020-02-05,Wed,FA Cup,Fourth round,Home,W 3–2,Tottenham,Southampton,Y,LM,89,0,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/eb64465e/Tottenham-Hotspur-Southampton-February-5-2020-FA-Cup,1.0,0.8333333333333334,0.5
11,11,11,11,11,11,11,11,11,2020-03-10,Tue,Champions Lg,Round of 16,Away,L 0–3,eng Tottenham,de RB Leipzig,Y,WB,90,0,0,0,0,1,0,1,0,63.0,0.0,3,2.0,0.0,0.0,0.0,1.0,0.0,31.0,48.0,64.6,4.0,32.0,0.0,2.0,0.0,/en/matches/cff3e534/RB-Leipzig-Tottenham-Hotspur-March-10-2020-Champions-League,0.0,1.0,0.5
