,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,2022-08-15,Mon,Serie A,Matchweek 1,Home,W 3–0,Juventus,Sassuolo,Y,CM,90,0,0,0,0,0.0,0.0,0,0,26.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,14.0,16.0,87.5,1.0,12.0,0.0,0.0,0.0,/en/matches/59f4c84f/Juventus-Sassuolo-August-15-2022-Serie-A,1.0,0.5,0.5
1,1,1,2022-08-27,Sat,Serie A,Matchweek 3,Home,D 1–1,Juventus,Roma,N,"DM,CM",33,0,0,0,0,0.0,0.0,0,0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,22.0,81.8,2.0,15.0,2.0,0.0,0.0,/en/matches/23a2abe6/Juventus-Roma-August-27-2022-Serie-A,0.5,0.5,0.5
2,2,2,2022-09-24,Sat,UEFA Nations League,League A,Away,W 2–1,ch Switzerland,es Spain,N,,23,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/b0b7d557/Spain-Switzerland-September-24-2022-UEFA-Nations-League,1.0,0.5,0.5
3,3,3,2022-09-27,Tue,UEFA Nations League,League A,Home,W 2–1,ch Switzerland,cz Czech Republic,N,,12,0,0,0,0,1.0,0.0,1,0,,,0.0,,,,,,,,,,,,,,,/en/matches/5b5be7fd/Switzerland-Czech-Republic-September-27-2022-UEFA-Nations-League,1.0,0.8333333333333334,0.5
4,4,4,2022-11-02,Wed,Champions Lg,Group stage,Home,W 2–1,eng Chelsea,hr Dinamo Zagreb,Y,LM,70,1,0,0,0,1.0,1.0,0,0,46.0,0.0,2.0,0.0,0.1,0.1,0.1,2.0,0.0,39.0,40.0,97.5,3.0,36.0,3.0,1.0,0.0,/en/matches/eb2990f8/Chelsea-Dinamo-Zagreb-November-2-2022-Champions-League,1.0,0.8333333333333334,0.5
5,5,5,2022-11-09,Wed,EFL Cup,Third round,Away,L 0–2,Chelsea,Manchester City,Y,CM,67,0,0,0,0,0.0,0.0,0,0,,,4.0,,,,,,,,,,,,,,,/en/matches/828fe798/Manchester-City-Chelsea-November-9-2022-EFL-Cup,0.0,1.0,0.5
6,6,6,2022-11-17,Thu,Friendlies (M),Friendlies (M),Neutral,L 0–2,ch Switzerland,gh Ghana,Y,AM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/122522a1/Ghana-Switzerland-November-17-2022-Friendlies-M,0.0,0.6666666666666666,0.5
7,7,7,2022-12-02,Fri,World Cup,Group stage,Neutral,W 3–2,ch Switzerland,rs Serbia,N,DM,22,0,0,0,0,0.0,0.0,0,0,16.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,8.0,87.5,1.0,7.0,0.0,1.0,0.0,/en/matches/cef4945f/Serbia-Switzerland-December-2-2022-FIFA-World-Cup,1.0,0.3333333333333333,0.5
8,8,8,2022-12-06,Tue,World Cup,Round of 16,Neutral,L 1–6,ch Switzerland,pt Portugal,N,CM,37,0,0,0,0,1.0,0.0,0,0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,85.7,0.0,15.0,0.0,1.0,0.0,/en/matches/799eb586/Portugal-Switzerland-December-6-2022-FIFA-World-Cup,0.0,0.3333333333333333,0.5
9,9,9,2022-12-27,Tue,Premier League,Matchweek 17,Home,W 2–0,Chelsea,Bournemouth,Y,RM,81,0,0,0,0,2.0,0.0,0,0,42.0,2.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,29.0,33.0,87.9,1.0,17.0,2.0,1.0,0.0,/en/matches/d55b9033/Chelsea-Bournemouth-December-27-2022-Premier-League,1.0,0.3333333333333333,0.4166666666666666
10,10,10,2023-01-01,Sun,Premier League,Matchweek 18,Away,D 1–1,Chelsea,Nott'ham Forest,Y,RM,60,0,0,0,0,0.0,0.0,0,0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,28.0,89.3,2.0,24.0,1.0,1.0,1.0,/en/matches/c31cf944/Nottingham-Forest-Chelsea-January-1-2023-Premier-League,0.5,0.6666666666666666,0.5
11,11,11,2023-01-05,Thu,Premier League,Matchweek 19,Home,L 0–1,Chelsea,Manchester City,Y,DM,90,0,0,0,0,0.0,0.0,0,0,59.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,50.0,54.0,92.6,1.0,49.0,2.0,3.0,3.0,/en/matches/eacda90c/Chelsea-Manchester-City-January-5-2023-Premier-League,0.0,0.5,0.5
12,12,12,2023-01-08,Sun,FA Cup,Third round proper,Away,L 0–4,Chelsea,Manchester City,N,,45,0,0,0,0,1.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/b7265ef7/Manchester-City-Chelsea-January-8-2023-FA-Cup,0.0,0.5,0.5
13,13,13,2023-01-12,Thu,Premier League,Matchweek 7,Away,L 1–2,Chelsea,Fulham,Y,CM,55,0,0,0,0,0.0,0.0,0,0,30.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,23.0,87.0,0.0,13.0,1.0,1.0,0.0,/en/matches/2902a42d/Fulham-Chelsea-January-12-2023-Premier-League,0.0,0.1666666666666666,0.5
14,14,14,2023-02-26,Sun,Premier League,Matchweek 25,Away,L 0–2,Chelsea,Tottenham,N,DM,29,0,0,0,0,0.0,0.0,0,0,26.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,19.0,22.0,86.4,1.0,23.0,3.0,1.0,1.0,/en/matches/8eff71b5/Tottenham-Hotspur-Chelsea-February-26-2023-Premier-League,0.0,0.0,0.5
15,15,15,2023-03-04,Sat,Premier League,Matchweek 26,Home,W 1–0,Chelsea,Leeds United,N,CM,23,0,0,0,0,0.0,0.0,0,0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,85.7,1.0,6.0,0.0,1.0,0.0,/en/matches/59f9a78f/Chelsea-Leeds-United-March-4-2023-Premier-League,1.0,0.0,0.5
16,16,16,2023-03-07,Tue,Champions Lg,Round of 16,Home,W 2–0,eng Chelsea,de Dortmund,N,CM,4,0,0,0,0,0.0,0.0,0,0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,0.0,3.0,1.0,0.0,0.0,/en/matches/5f7f5b34/Chelsea-Dortmund-March-7-2023-Champions-League,1.0,0.3333333333333333,0.5
17,17,17,2023-03-25,Sat,Euro Qualifying,Group stage,Away,W 5–0,ch Switzerland,by Belarus,Y,DM,90,0,0,0,0,1.0,0.0,0,0,,,3.0,,,,,,,,,,,,,,,/en/matches/4c992559/Belarus-Switzerland-March-25-2023-Euro-Qualifying,1.0,0.6666666666666666,0.5
18,18,18,2023-03-28,Tue,Euro Qualifying,Group stage,Home,W 3–0,ch Switzerland,il Israel,Y,DM,73,0,1,0,0,0.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/d1f1665d/Switzerland-Israel-March-28-2023-Euro-Qualifying,1.0,1.0,0.5
19,19,19,2023-04-15,Sat,Premier League,Matchweek 31,Home,L 1–2,Chelsea,Brighton,Y,DM,73,0,0,0,0,0.0,0.0,0,0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,75.0,0.0,8.0,0.0,0.0,0.0,/en/matches/18e7d354/Chelsea-Brighton-and-Hove-Albion-April-15-2023-Premier-League,0.0,1.0,0.5
20,20,20,2023-06-16,Fri,Euro Qualifying,Group stage,Away,W 2–1,ch Switzerland,ad Andorra,Y,CM,73,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/4f23cd35/Andorra-Switzerland-June-16-2023-Euro-Qualifying,1.0,0.6666666666666666,0.5
21,21,21,2023-06-19,Mon,Euro Qualifying,Group stage,Home,D 2–2,ch Switzerland,ro Romania,Y,CM,74,0,0,0,0,3.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/709c33c3/Switzerland-Romania-June-19-2023-Euro-Qualifying,0.5,0.6666666666666666,0.5
