,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-12,Sat,Premier League,Matchweek 1,Away,D 1–1,West Ham,Bournemouth,Y,RB,90,0,0,0,0,0,0,0,0,64.0,2.0,3,1.0,0.0,0.0,0.1,2.0,0.0,35.0,52.0,67.3,3.0,20.0,1.0,1.0,0.0,/en/matches/d6bbf293/Bournemouth-West-Ham-United-August-12-2023-Premier-League,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2023-08-20,Sun,Premier League,Matchweek 2,Home,W 3–1,West Ham,Chelsea,Y,RB,90,0,0,0,0,0,0,0,0,36.0,1.0,1,2.0,0.0,0.0,0.0,1.0,0.0,14.0,24.0,58.3,1.0,13.0,1.0,0.0,0.0,/en/matches/44b9a07c/West-Ham-United-Chelsea-August-20-2023-Premier-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2023-08-26,Sat,Premier League,Matchweek 3,Away,W 3–1,West Ham,Brighton,Y,RB,90,0,0,0,0,0,0,0,0,30.0,2.0,0,1.0,0.0,0.0,0.0,1.0,0.0,12.0,18.0,66.7,3.0,7.0,0.0,0.0,0.0,/en/matches/ba68d60c/Brighton-and-Hove-Albion-West-Ham-United-August-26-2023-Premier-League,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2023-09-01,Fri,Premier League,Matchweek 4,Away,W 2–1,West Ham,Luton Town,Y,RB,90,0,0,0,0,0,0,0,0,89.0,5.0,1,1.0,0.0,0.0,0.0,1.0,0.0,55.0,76.0,72.4,4.0,39.0,3.0,0.0,0.0,/en/matches/e929e225/Luton-Town-West-Ham-United-September-1-2023-Premier-League,1.0,0.8333333333333334,0.3958333333333333
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2023-09-07,Thu,Euro Qualifying,Group stage,Home,D 1–1,cz Czech Republic,al Albania,Y,RM,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/248ee808/Czech-Republic-Albania-September-7-2023-Euro-Qualifying,0.5,1.0,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2023-09-16,Sat,Premier League,Matchweek 5,Home,L 1–3,West Ham,Manchester City,Y,RB,86,0,1,0,0,0,0,0,0,41.0,4.0,2,2.0,0.0,0.0,0.5,1.0,1.0,22.0,31.0,71.0,1.0,21.0,4.0,0.0,0.0,/en/matches/64c0a6e2/West-Ham-United-Manchester-City-September-16-2023-Premier-League,0.0,0.8333333333333334,0.84375
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2023-09-24,Sun,Premier League,Matchweek 6,Away,L 1–3,West Ham,Liverpool,Y,RB,90,0,1,0,0,0,0,0,0,52.0,2.0,1,1.0,0.0,0.0,0.1,4.0,1.0,28.0,44.0,63.6,3.0,16.0,2.0,2.0,0.0,/en/matches/90adf8b3/Liverpool-West-Ham-United-September-24-2023-Premier-League,0.0,0.5,0.9
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2023-09-30,Sat,Premier League,Matchweek 7,Home,W 2–0,West Ham,Sheffield Utd,Y,RB,90,0,1,0,0,0,0,0,0,72.0,4.0,1,2.0,0.0,0.0,0.3,7.0,1.0,49.0,63.0,77.8,6.0,49.0,7.0,2.0,1.0,/en/matches/b82be6d7/West-Ham-United-Sheffield-United-September-30-2023-Premier-League,1.0,0.1666666666666666,0.2604166666666666
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2023-10-05,Thu,Europa Lg,Group stage,Away,W 2–1,eng West Ham,de Freiburg,Y,RB,90,0,0,0,0,0,0,0,0,49.0,1.0,0,0.0,0.0,0.0,0.0,2.0,1.0,32.0,42.0,76.2,1.0,24.0,3.0,1.0,1.0,/en/matches/734e1b51/Freiburg-West-Ham-United-October-5-2023-Europa-League,1.0,0.3333333333333333,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2023-10-08,Sun,Premier League,Matchweek 8,Home,D 2–2,West Ham,Newcastle Utd,Y,RB,90,0,1,0,0,0,0,0,0,48.0,2.0,0,0.0,0.0,0.0,0.0,2.0,1.0,32.0,45.0,71.1,6.0,25.0,4.0,0.0,0.0,/en/matches/017c9ca5/West-Ham-United-Newcastle-United-October-8-2023-Premier-League,0.5,0.6666666666666666,0.9642857142857144
