,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,2020-09-16,Wed,EFL Cup,Second round,Home,W 3–0,West Brom,Harrogate,Y,CM,90,0,0,0,0,0.0,0.0,1,0,,,2.0,,,,,,,,,,,,,,,/en/matches/037017fd/West-Bromwich-Albion-Harrogate-September-16-2020-EFL-Cup,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,2020-09-19,Sat,Premier League,Matchweek 2,Away,L 2–5,West Brom,Everton,N,CM,16,0,0,0,0,0.0,0.0,0,0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,1.0,1.0,0.0,0.0,0.0,/en/matches/45bd1880/Everton-West-Bromwich-Albion-September-19-2020-Premier-League,0.0,0.5,0.5952380952380951
2,2,2,2,2,2,2,2,2,2020-09-22,Tue,EFL Cup,Third round,Home,D 2 (4)–2 (5),West Brom,Brentford,Y,DM,90,0,0,0,0,0.0,0.0,0,0,,,8.0,,,,,,,,,,,,,,,/en/matches/c3e41820/West-Bromwich-Albion-Brentford-September-22-2020-EFL-Cup,0.5,0.5,0.5
3,3,3,3,3,3,3,3,3,2020-09-26,Sat,Premier League,Matchweek 3,Home,D 3–3,West Brom,Chelsea,N,LM,1,0,0,0,0,0.0,0.0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,/en/matches/d725a16c/West-Bromwich-Albion-Chelsea-September-26-2020-Premier-League,0.5,0.5,0.5595238095238095
4,4,4,4,4,4,4,4,4,2020-10-04,Sun,Premier League,Matchweek 4,Away,L 0–2,West Brom,Southampton,N,DM,45,0,0,0,0,0.0,0.0,0,0,34.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,22.0,59.1,1.0,8.0,0.0,1.0,1.0,/en/matches/39864083/Southampton-West-Bromwich-Albion-October-4-2020-Premier-League,0.0,0.3333333333333333,0.358974358974359
5,5,5,5,5,5,5,5,5,2020-12-21,Mon,PL2 — Div. 2,Matchweek 12,Away,L 3–4,West Brom,Stoke City,Y,DM,55,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/e8b94aad/Stoke-City-U23-West-Bromwich-Albion-U23-December-21-2020-Premier-League-2----Division-2,0.0,0.3333333333333333,0.5
6,6,6,6,6,6,6,6,6,2021-02-17,Wed,Championship,Matchweek 30,Home,W 2–1,QPR,Brentford,N,CM,35,1,0,0,0,1.0,1.0,0,0,18.0,1.0,2.0,0.0,0.1,0.1,0.0,0.0,0.0,6.0,11.0,54.5,0.0,4.0,1.0,0.0,0.0,/en/matches/469bf7ab/Queens-Park-Rangers-Brentford-February-17-2021-Championship,1.0,0.1666666666666666,0.5
7,7,7,7,7,7,7,7,7,2021-02-20,Sat,Championship,Matchweek 31,Home,W 2–1,QPR,Bournemouth,N,FW,32,0,0,0,0,0.0,0.0,0,0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,72.7,0.0,8.0,0.0,1.0,1.0,/en/matches/1a9bfab6/Queens-Park-Rangers-Bournemouth-February-20-2021-Championship,1.0,0.3333333333333333,0.5
8,8,8,8,8,8,8,8,8,2021-02-24,Wed,Championship,Matchweek 32,Away,D 0–0,QPR,Preston,N,CM,13,0,0,0,0,0.0,0.0,0,0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,66.7,0.0,8.0,0.0,0.0,0.0,/en/matches/33500ef7/Preston-North-End-Queens-Park-Rangers-February-24-2021-Championship,0.5,0.6666666666666666,0.5
9,9,9,9,9,9,9,9,9,2021-02-27,Sat,Championship,Matchweek 33,Away,L 1–2,QPR,Birmingham City,N,AM,35,0,0,0,0,1.0,0.0,0,0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,62.5,2.0,10.0,0.0,0.0,0.0,/en/matches/68f11b54/Birmingham-City-Queens-Park-Rangers-February-27-2021-Championship,0.0,0.8333333333333334,0.5
10,10,10,10,10,10,10,10,10,2021-03-03,Wed,Championship,Matchweek 34,Home,L 1–3,QPR,Barnsley,N,CM,24,0,0,0,0,2.0,1.0,0,0,23.0,1.0,1.0,0.0,0.1,0.1,0.0,0.0,0.0,13.0,17.0,76.5,3.0,4.0,0.0,0.0,0.0,/en/matches/4cf46fe9/Queens-Park-Rangers-Barnsley-March-3-2021-Championship,0.0,0.5,0.5
11,11,11,11,11,11,11,11,11,2021-03-06,Sat,Championship,Matchweek 35,Away,W 2–0,QPR,Bristol City,Y,CM,74,0,0,0,0,0.0,0.0,0,0,53.0,2.0,3.0,1.0,0.0,0.0,0.1,3.0,0.0,38.0,43.0,88.4,3.0,24.0,0.0,0.0,0.0,/en/matches/7cca22d4/Bristol-City-Queens-Park-Rangers-March-6-2021-Championship,1.0,0.1666666666666666,0.5
12,12,12,12,12,12,12,12,12,2021-03-09,Tue,Championship,Matchweek 24,Home,W 1–0,QPR,Wycombe,Y,CM,90,0,0,0,0,0.0,0.0,0,0,45.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,18.0,29.0,62.1,4.0,12.0,0.0,0.0,0.0,/en/matches/7af0acc5/Queens-Park-Rangers-Wycombe-Wanderers-March-9-2021-Championship,1.0,0.3333333333333333,0.5
13,13,13,13,13,13,13,13,13,2021-03-13,Sat,Championship,Matchweek 36,Home,L 0–1,QPR,Huddersfield,Y,CM,87,0,0,0,0,0.0,0.0,0,0,72.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,43.0,59.0,72.9,5.0,40.0,1.0,1.0,1.0,/en/matches/2e19a87f/Queens-Park-Rangers-Huddersfield-Town-March-13-2021-Championship,0.0,0.6666666666666666,0.5
14,14,14,14,14,14,14,14,14,2021-03-17,Wed,Championship,Matchweek 37,Home,W 3–2,QPR,Millwall,N,CM,21,0,0,0,0,0.0,0.0,0,0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,17.0,82.4,1.0,12.0,0.0,0.0,0.0,/en/matches/ebc4acc0/Queens-Park-Rangers-Millwall-March-17-2021-Championship,1.0,0.6666666666666666,0.5
15,15,15,15,15,15,15,15,15,2021-03-20,Sat,Championship,Matchweek 38,Away,D 1–1,QPR,Reading,Y,CM,90,0,0,0,0,0.0,0.0,0,0,62.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,42.0,51.0,82.4,6.0,27.0,0.0,1.0,1.0,/en/matches/164b5ed2/Reading-Queens-Park-Rangers-March-20-2021-Championship,0.5,0.6666666666666666,0.5
16,16,16,16,16,16,16,16,16,2021-04-02,Fri,Championship,Matchweek 39,Home,W 3–0,QPR,Coventry City,Y,CM,90,0,0,0,0,1.0,0.0,0,0,63.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,54.0,92.6,7.0,31.0,1.0,0.0,0.0,/en/matches/47bcf35d/Queens-Park-Rangers-Coventry-City-April-2-2021-Championship,1.0,0.5,0.5
