,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
0,2021-08-28,Sat,Matchweek 5,Away,W 2–0,Brentford,Wolves,N,"On matchday squad, but did not play",/en/matches/fd1d60f4/Wolverhampton-Wanderers-Brentford-September-18-2021-Premier-League,,,,,,,,,,,,,,,
1,2021-08-28,,,,,,,,,,,,,,,,,,,,,,,,
2,2021-08-28,Sat,Matchweek 8,Home,L 0–1,Brentford,Chelsea,N,"On matchday squad, but did not play",/en/matches/866cfb1f/Brentford-Chelsea-October-16-2021-Premier-League,,,,,,,,,,,,,,,
3,2021-08-28,,,,,,,,,,,,,,,,,,,,,,,,
4,2021-08-28,Sat,Matchweek 11,Home,L 1–2,Brentford,Norwich City,N,"On matchday squad, but did not play",/en/matches/0f029791/Brentford-Norwich-City-November-6-2021-Premier-League,,,,,,,,,,,,,,,
5,2021-08-28,Sat,Matchweek 12,Away,D 3–3,Brentford,Newcastle Utd,N,"On matchday squad, but did not play",/en/matches/adbf56bc/Newcastle-United-Brentford-November-20-2021-Premier-League,,,,,,,,,,,,,,,
6,2021-08-28,Sun,Matchweek 13,Home,W 1–0,Brentford,Everton,N,"On matchday squad, but did not play",/en/matches/286c4c1c/Brentford-Everton-November-28-2021-Premier-League,,,,,,,,,,,,,,,
7,2021-08-28,,,,,,,,,,,,,,,,,,,,,,,,
8,2021-08-28,Sun,Matchweek 15,Away,D 2–2,Brentford,Leeds United,N,"On matchday squad, but did not play",/en/matches/175160b7/Leeds-United-Brentford-December-5-2021-Premier-League,,,,,,,,,,,,,,,
9,2021-08-28,Fri,Matchweek 16,Home,W 2–1,Brentford,Watford,N,"On matchday squad, but did not play",/en/matches/49a36a4e/Brentford-Watford-December-10-2021-Premier-League,,,,,,,,,,,,,,,
10,2021-08-28,Sun,Matchweek 19,Away,L 0–2,Brentford,Brighton,Y,WB,65,1,0,1,0,0,0,0,0,0,0,0,0,0,0,/en/matches/1f64133b/Brighton-and-Hove-Albion-Brentford-December-26-2021-Premier-League
11,2021-08-28,Wed,Matchweek 20,Home,L 0–1,Brentford,Manchester City,Y,WB,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/1a0df937/Brentford-Manchester-City-December-29-2021-Premier-League
12,2021-08-28,Sun,Matchweek 21,Home,W 2–1,Brentford,Aston Villa,N,"On matchday squad, but did not play",/en/matches/dfaa1817/Brentford-Aston-Villa-January-2-2022-Premier-League,,,,,,,,,,,,,,,
13,2021-08-28,Tue,Matchweek 18,Away,L 1–4,Brentford,Southampton,N,"On matchday squad, but did not play",/en/matches/0859817d/Southampton-Brentford-January-11-2022-Premier-League,,,,,,,,,,,,,,,
