,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-10-04,Sun,Premier League,Matchweek 4,Away,L 0–2,West Brom,Southampton,N,"AM,DM",27,0,0,0,0,0,0,0,0,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,100.0,2.0,6.0,0.0,0.0,0.0,/en/matches/39864083/Southampton-West-Bromwich-Albion-October-4-2020-Premier-League,0.0,0.5,0.358974358974359
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-10-19,Mon,Premier League,Matchweek 5,Home,D 0–0,West Brom,Burnley,Y,CM,78,0,0,0,0,1,0,0,0,66.0,2.0,0,0.0,0.0,0.0,0.0,2.0,0.0,55.0,63.0,87.3,6.0,36.0,0.0,0.0,0.0,/en/matches/13f3ae88/West-Bromwich-Albion-Burnley-October-19-2020-Premier-League,0.5,0.5,0.2051282051282051
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-10-26,Mon,Premier League,Matchweek 6,Away,D 1–1,West Brom,Brighton,Y,"CM,DM",90,0,0,0,0,2,2,0,0,75.0,3.0,2,0.0,0.1,0.1,0.0,2.0,0.0,58.0,68.0,85.3,8.0,26.0,2.0,0.0,0.0,/en/matches/26452511/Brighton-and-Hove-Albion-West-Bromwich-Albion-October-26-2020-Premier-League,0.5,0.5,0.2976190476190475
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-11-02,Mon,Premier League,Matchweek 7,Away,L 0–2,West Brom,Fulham,Y,DM,69,0,0,0,0,1,0,0,0,57.0,4.0,0,0.0,0.0,0.0,0.0,2.0,0.0,36.0,44.0,81.8,5.0,38.0,4.0,1.0,1.0,/en/matches/f2b91282/Fulham-West-Bromwich-Albion-November-2-2020-Premier-League,0.0,0.3333333333333333,0.2261904761904761
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-11-08,Sun,Premier League,Matchweek 8,Home,L 0–1,West Brom,Tottenham,Y,CM,90,0,0,0,0,1,0,0,0,74.0,3.0,2,0.0,0.0,0.0,0.1,7.0,0.0,44.0,65.0,67.7,7.0,21.0,1.0,2.0,2.0,/en/matches/90c0e34c/West-Bromwich-Albion-Tottenham-Hotspur-November-8-2020-Premier-League,0.0,0.3333333333333333,0.7857142857142857
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-11-21,Sat,Premier League,Matchweek 9,Away,L 0–1,West Brom,Manchester Utd,N,CM,12,0,0,0,0,0,0,0,0,12.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,83.3,3.0,6.0,1.0,0.0,0.0,/en/matches/50004f43/Manchester-United-West-Bromwich-Albion-November-21-2020-Premier-League,0.0,0.1666666666666666,0.6309523809523808
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-11-28,Sat,Premier League,Matchweek 10,Home,W 1–0,West Brom,Sheffield Utd,N,DM,16,0,0,0,0,0,0,0,0,13.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,11.0,90.9,2.0,6.0,1.0,0.0,0.0,/en/matches/bd68404c/West-Bromwich-Albion-Sheffield-United-November-28-2020-Premier-League,1.0,0.0,0.0952380952380952
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-12-06,Sun,Premier League,Matchweek 11,Home,L 1–5,West Brom,Crystal Palace,N,DM,45,0,0,0,0,2,0,0,0,43.0,0.0,0,1.0,0.1,0.1,0.0,0.0,0.0,31.0,37.0,83.8,3.0,25.0,1.0,1.0,1.0,/en/matches/ac9d70e3/West-Bromwich-Albion-Crystal-Palace-December-6-2020-Premier-League,0.0,0.3333333333333333,0.3333333333333333
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2020-12-12,Sat,Premier League,Matchweek 12,Away,L 1–2,West Brom,Newcastle Utd,Y,"CM,AM",90,0,0,0,0,1,0,0,0,66.0,1.0,0,1.0,0.0,0.0,0.0,5.0,0.0,50.0,59.0,84.7,5.0,44.0,5.0,5.0,4.0,/en/matches/4a2a6f14/Newcastle-United-West-Bromwich-Albion-December-12-2020-Premier-League,0.0,0.3333333333333333,0.4880952380952381
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2020-12-15,Tue,Premier League,Matchweek 13,Away,D 1–1,West Brom,Manchester City,N,"RM,CM",11,0,0,0,0,0,0,0,0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,/en/matches/40b42ca1/Manchester-City-West-Bromwich-Albion-December-15-2020-Premier-League,0.5,0.3333333333333333,0.7948717948717948
