,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-15,Sun,Ligue 1,Matchweek 2,Away,L 0–3,Lyon,Angers,Y,LB,63,0,0,0,0,0.0,0.0,2,1,44.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,33.0,40.0,82.5,0.0,28.0,4.0,1.0,1.0,/en/matches/90346ee2/Angers-Lyon-August-15-2021-Ligue-1,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-09-06,Mon,WCQ,Second round,Home,W 2–1,ci Côte d'Ivoire,cm Cameroon,Y,LM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/97e0084e/Cote-dIvoire-Cameroon-September-6-2021-WCQ----CAF-M,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-09-18,Sat,Premier League,Matchweek 5,Home,L 0–1,Burnley,Arsenal,N,RM,34,0,0,0,0,1.0,1.0,0,0,26.0,1.0,1.0,0.0,0.2,0.2,0.0,2.0,0.0,15.0,20.0,75.0,3.0,11.0,1.0,0.0,0.0,/en/matches/a427debc/Burnley-Arsenal-September-18-2021-Premier-League,0.0,0.5,0.6666666666666667
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-09-21,Tue,EFL Cup,Third round,Home,W 4–1,Burnley,Rochdale,Y,LM,90,0,1,0,0,5.0,3.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/05af5985/Burnley-Rochdale-September-21-2021-EFL-Cup,1.0,0.3333333333333333,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-09-25,Sat,Premier League,Matchweek 6,Away,D 2–2,Burnley,Leicester City,Y,LM,44,1,0,0,0,2.0,1.0,1,0,20.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,8.0,12.0,66.7,1.0,12.0,0.0,2.0,1.0,/en/matches/2d61f328/Leicester-City-Burnley-September-25-2021-Premier-League,0.5,0.6666666666666666,0.3214285714285713
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-10-16,Sat,Premier League,Matchweek 8,Away,L 0–2,Burnley,Manchester City,Y,"LW,FW",55,0,0,0,0,2.0,1.0,0,0,16.0,0.0,0.0,1.0,0.3,0.3,0.0,1.0,0.0,7.0,10.0,70.0,0.0,8.0,1.0,2.0,1.0,/en/matches/55778d0d/Manchester-City-Burnley-October-16-2021-Premier-League,0.0,0.5,0.5714285714285715
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-10-23,Sat,Premier League,Matchweek 9,Away,D 2–2,Burnley,Southampton,Y,"LM,FW",77,2,0,0,0,2.0,2.0,0,0,25.0,0.0,0.0,0.0,0.3,0.3,0.1,2.0,0.0,9.0,15.0,60.0,1.0,16.0,0.0,2.0,1.0,/en/matches/d5164fbe/Southampton-Burnley-October-23-2021-Premier-League,0.5,0.5,0.4880952380952381
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2021-10-27,Wed,EFL Cup,Fourth round,Home,L 0–1,Burnley,Tottenham,N,,16,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/fb218c5e/Burnley-Tottenham-Hotspur-October-27-2021-EFL-Cup,0.0,0.3333333333333333,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-10-30,Sat,Premier League,Matchweek 10,Home,W 3–1,Burnley,Brentford,Y,FW,67,1,0,0,0,1.0,1.0,0,0,23.0,0.0,1.0,1.0,0.2,0.2,0.2,3.0,1.0,11.0,14.0,78.6,1.0,13.0,0.0,2.0,1.0,/en/matches/c8915e9e/Burnley-Brentford-October-30-2021-Premier-League,1.0,0.1666666666666666,0.4404761904761903
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-11-06,Sat,Premier League,Matchweek 11,Away,D 1–1,Burnley,Chelsea,Y,"FW,LM",87,0,0,0,0,1.0,1.0,1,0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,14.0,71.4,2.0,11.0,0.0,1.0,1.0,/en/matches/316c0296/Chelsea-Burnley-November-6-2021-Premier-League,0.5,0.5,0.9166666666666669
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2021-11-13,Sat,WCQ,Second round,Home,W 3–0,ci Côte d'Ivoire,mz Mozambique,Y,FW,69,1,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/c06077ae/Cote-dIvoire-Mozambique-November-13-2021-WCQ----CAF-M,1.0,0.5,0.5
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2021-11-16,Tue,WCQ,Second round,Away,L 0–1,ci Côte d'Ivoire,cm Cameroon,Y,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/8dae68fb/Cameroon-Cote-dIvoire-November-16-2021-WCQ----CAF-M,0.0,0.8333333333333334,0.5
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2021-11-20,Sat,Premier League,Matchweek 12,Home,D 3–3,Burnley,Crystal Palace,Y,FW,83,1,0,0,0,1.0,1.0,0,0,22.0,0.0,1.0,1.0,0.1,0.1,0.0,1.0,0.0,8.0,16.0,50.0,1.0,11.0,0.0,1.0,1.0,/en/matches/e7ab34c4/Burnley-Crystal-Palace-November-20-2021-Premier-League,0.5,0.5,0.8333333333333334
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2021-12-01,Wed,Premier League,Matchweek 14,Away,D 0–0,Burnley,Wolves,Y,"FW,LM",84,0,0,0,0,0.0,0.0,0,0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,24.0,62.5,1.0,16.0,3.0,2.0,1.0,/en/matches/a3fc2ddc/Wolverhampton-Wanderers-Burnley-December-1-2021-Premier-League,0.5,0.5,0.6111111111111112
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2021-12-04,Sat,Premier League,Matchweek 15,Away,L 0–1,Burnley,Newcastle Utd,Y,FW,31,0,0,0,0,3.0,1.0,0,0,9.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,1.0,5.0,20.0,0.0,5.0,1.0,0.0,0.0,/en/matches/11ed382d/Newcastle-United-Burnley-December-4-2021-Premier-League,0.0,0.3333333333333333,0.3717948717948717
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2022-01-02,Sun,Premier League,Matchweek 21,Away,L 1–3,Burnley,Leeds United,N,"FW,LM",45,1,0,0,0,4.0,1.0,0,0,18.0,2.0,0.0,0.0,0.3,0.3,0.0,1.0,1.0,4.0,7.0,57.1,0.0,9.0,1.0,1.0,1.0,/en/matches/cff8022b/Leeds-United-Burnley-January-2-2022-Premier-League,0.0,0.3333333333333333,0.5
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2022-01-12,Wed,Africa Cup of Nations,Group stage,Neutral,W 1–0,ci Côte d'Ivoire,gq Equ. Guinea,Y,FW,70,0,0,0,0,2.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/719b9e7d/Equatorial-Guinea-Cote-dIvoire-January-12-2022-Africa-Cup-of-Nations,1.0,0.1666666666666666,0.5
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2022-01-26,Wed,Africa Cup of Nations,Round of 16,Neutral,D 0 (4)–0 (5),ci Côte d'Ivoire,eg Egypt,N,,16,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/ddd18729/Cote-dIvoire-Egypt-January-26-2022-Africa-Cup-of-Nations,0.5,0.3333333333333333,0.5
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2022-02-05,Sat,Premier League,Matchweek 17,Home,D 0–0,Burnley,Watford,Y,"FW,LM",90,0,0,0,0,4.0,2.0,0,0,32.0,0.0,0.0,0.0,0.2,0.2,0.0,2.0,0.0,9.0,20.0,45.0,0.0,13.0,1.0,2.0,0.0,/en/matches/5c31d723/Burnley-Watford-February-5-2022-Premier-League,0.5,0.5,0.5
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2022-02-08,Tue,Premier League,Matchweek 24,Home,D 1–1,Burnley,Manchester Utd,Y,LM,68,0,0,0,0,0.0,0.0,0,0,38.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,21.0,28.0,75.0,2.0,21.0,0.0,1.0,0.0,/en/matches/cb262ab8/Burnley-Manchester-United-February-8-2022-Premier-League,0.5,0.6666666666666666,0.5
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2022-02-13,Sun,Premier League,Matchweek 25,Home,L 0–1,Burnley,Liverpool,Y,"LM,FW",90,0,0,0,0,1.0,1.0,0,0,29.0,2.0,2.0,1.0,0.1,0.1,0.1,1.0,0.0,10.0,21.0,47.6,0.0,12.0,4.0,2.0,2.0,/en/matches/ee0b72dd/Burnley-Liverpool-February-13-2022-Premier-League,0.0,0.5,0.5
