,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
13,13,13,13,13,13,13,13,13,13,13,13,13,2021-12-11,Sat,Premier League,Matchweek 16,Home,W 1–0,Manchester City,Wolves,Y,LB,90,0,0,0,0,1.0,0.0,0,0,118.0,0.0,3.0,1.0,0.0,0.0,0.2,5.0,0.0,101.0,110.0,91.8,11.0,63.0,3.0,1.0,0.0,/en/matches/d46b4a18/Manchester-City-Wolverhampton-Wanderers-December-11-2021-Premier-League,1.0,0.6666666666666666,0.369047619047619
14,14,14,14,14,14,14,14,14,14,14,14,14,2021-12-14,Tue,Premier League,Matchweek 17,Home,W 7–0,Manchester City,Leeds United,Y,LB,90,0,0,0,0,0.0,0.0,0,0,64.0,4.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,38.0,47.0,80.9,3.0,32.0,3.0,3.0,2.0,/en/matches/5730a84c/Manchester-City-Leeds-United-December-14-2021-Premier-League,1.0,0.6666666666666666,0.3928571428571428
15,15,15,15,15,15,15,15,15,15,15,15,15,2021-12-19,Sun,Premier League,Matchweek 18,Away,W 4–0,Manchester City,Newcastle Utd,Y,LB,90,0,1,0,0,1.0,0.0,0,0,93.0,3.0,3.0,0.0,0.0,0.0,0.1,4.0,2.0,73.0,83.0,88.0,5.0,50.0,0.0,1.0,0.0,/en/matches/4d9bcee9/Newcastle-United-Manchester-City-December-19-2021-Premier-League,1.0,0.6666666666666666,0.3452380952380953
16,16,16,16,16,16,16,16,16,16,16,16,16,2021-12-26,Sun,Premier League,Matchweek 19,Home,W 6–3,Manchester City,Leicester City,Y,LB,90,0,0,0,0,0.0,0.0,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,93.0,99.0,93.9,9.0,77.0,3.0,0.0,0.0,/en/matches/49e84e17/Manchester-City-Leicester-City-December-26-2021-Premier-League,1.0,1.0,0.4999999999999999
17,17,17,17,17,17,17,17,17,17,17,17,17,2022-02-05,Sat,FA Cup,Fourth round proper,Home,W 4–1,Manchester City,Fulham,N,,24,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/733c2086/Manchester-City-Fulham-February-5-2022-FA-Cup,1.0,1.0,0.5
18,18,18,18,18,18,18,18,18,18,18,18,18,2022-02-12,Sat,Premier League,Matchweek 25,Away,W 4–0,Manchester City,Norwich City,Y,LB,90,0,0,0,0,0.0,0.0,0,0,115.0,0.0,1.0,1.0,0.0,0.0,0.4,4.0,0.0,95.0,112.0,84.8,14.0,71.0,3.0,0.0,0.0,/en/matches/522300d0/Norwich-City-Manchester-City-February-12-2022-Premier-League,1.0,1.0,0.5
19,19,19,19,19,19,19,19,19,19,19,19,19,2022-02-15,Tue,Champions Lg,Round of 16,Away,W 5–0,eng Manchester City,pt Sporting CP,N,LB,30,0,0,0,0,1.0,0.0,0,0,33.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,29.0,86.2,5.0,18.0,1.0,0.0,0.0,/en/matches/e6066ef0/Sporting-CP-Manchester-City-February-15-2022-Champions-League,1.0,1.0,0.5
20,20,20,20,20,20,20,20,20,20,20,20,20,2022-03-01,Tue,FA Cup,Fifth round proper,Away,W 2–0,Manchester City,P'borough Utd,Y*,LB,90,0,0,0,0,3.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/5c019981/Peterborough-United-Manchester-City-March-1-2022-FA-Cup,1.0,1.0,0.5
21,21,21,21,21,21,21,21,21,21,21,21,21,2022-03-09,Wed,Champions Lg,Round of 16,Home,D 0–0,eng Manchester City,pt Sporting CP,Y,LB,90,0,0,0,0,2.0,0.0,0,0,90.0,3.0,1.0,0.0,0.1,0.1,0.0,1.0,0.0,76.0,84.0,90.5,8.0,67.0,7.0,1.0,1.0,/en/matches/8fbeb943/Manchester-City-Sporting-CP-March-9-2022-Champions-League,0.5,1.0,0.5
22,22,22,22,22,22,22,22,22,22,22,22,22,2022-03-20,Sun,FA Cup,Quarter-finals,Away,W 4–1,Manchester City,Southampton,N,,9,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/776bdea8/Southampton-Manchester-City-March-20-2022-FA-Cup,1.0,0.8333333333333334,0.5
23,23,23,23,23,23,23,23,23,23,23,23,23,2022-04-16,Sat,FA Cup,Semi-finals,Home,L 2–3,Manchester City,Liverpool,Y,LB,90,0,0,0,0,0.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/7424dd28/Manchester-City-Liverpool-April-16-2022-FA-Cup,0.0,0.8333333333333334,0.5
24,24,24,24,24,24,24,24,24,24,24,24,24,2022-04-20,Wed,Premier League,Matchweek 30,Home,W 3–0,Manchester City,Brighton,N,LB,14,0,0,0,0,0.0,0.0,0,0,13.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,8.0,75.0,1.0,7.0,0.0,0.0,0.0,/en/matches/34fd93f9/Manchester-City-Brighton-and-Hove-Albion-April-20-2022-Premier-League,1.0,0.5,0.5
25,25,25,25,25,25,25,25,25,25,25,25,25,2022-04-23,Sat,Premier League,Matchweek 34,Home,W 5–1,Manchester City,Watford,Y,LB,90,0,1,0,0,0.0,0.0,0,0,86.0,3.0,0.0,2.0,0.0,0.0,0.8,2.0,1.0,67.0,78.0,85.9,5.0,53.0,1.0,1.0,1.0,/en/matches/af522ca3/Manchester-City-Watford-April-23-2022-Premier-League,1.0,0.6666666666666666,0.5
26,26,26,26,26,26,26,26,26,26,26,26,26,2022-04-26,Tue,Champions Lg,Semi-finals,Home,W 4–3,eng Manchester City,es Real Madrid,Y,LB,90,0,1,0,0,1.0,0.0,0,0,106.0,2.0,3.0,0.0,0.0,0.0,0.3,1.0,0.0,78.0,97.0,80.4,12.0,59.0,5.0,0.0,0.0,/en/matches/e0c1ddb1/Manchester-City-Real-Madrid-April-26-2022-Champions-League,1.0,0.6666666666666666,0.5
27,27,27,27,27,27,27,27,27,27,27,27,27,2022-04-30,Sat,Premier League,Matchweek 35,Away,W 4–0,Manchester City,Leeds United,N,LB,31,0,0,0,0,1.0,0.0,0,0,41.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,29.0,34.0,85.3,5.0,18.0,1.0,1.0,0.0,/en/matches/5ce80a04/Leeds-United-Manchester-City-April-30-2022-Premier-League,1.0,1.0,0.5
28,28,28,28,28,28,28,28,28,28,28,28,28,2022-05-04,Wed,Champions Lg,Semi-finals,Away,L 1–3,eng Manchester City,es Real Madrid,N,LB,48,0,0,0,0,0.0,0.0,1,0,56.0,5.0,2.0,0.0,0.0,0.0,0.1,2.0,0.0,37.0,49.0,75.5,6.0,23.0,1.0,1.0,1.0,/en/matches/f422aeec/Real-Madrid-Manchester-City-May-4-2022-Champions-League,0.0,1.0,0.5
29,29,29,29,29,29,29,29,29,29,29,29,29,2022-05-08,Sun,Premier League,Matchweek 36,Home,W 5–0,Manchester City,Newcastle Utd,Y,LB,90,0,1,0,0,2.0,1.0,0,0,98.0,1.0,0.0,0.0,0.1,0.1,0.6,2.0,1.0,81.0,90.0,90.0,13.0,52.0,2.0,1.0,0.0,/en/matches/d1bcaf2b/Manchester-City-Newcastle-United-May-8-2022-Premier-League,1.0,0.6666666666666666,0.5
30,30,30,30,30,30,30,30,30,30,30,30,30,2022-05-11,Wed,Premier League,Matchweek 33,Away,W 5–1,Manchester City,Wolves,Y,LB,90,0,0,0,0,0.0,0.0,0,0,113.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,93.0,104.0,89.4,11.0,70.0,3.0,0.0,0.0,/en/matches/a93c0c92/Wolverhampton-Wanderers-Manchester-City-May-11-2022-Premier-League,1.0,0.6666666666666666,0.5
31,31,31,31,31,31,31,31,31,31,31,31,31,2022-05-15,Sun,Premier League,Matchweek 37,Away,D 2–2,Manchester City,West Ham,Y,LB,90,0,0,0,0,4.0,2.0,0,0,117.0,0.0,2.0,1.0,0.2,0.2,0.3,6.0,1.0,96.0,107.0,89.7,17.0,78.0,4.0,0.0,0.0,/en/matches/f94c5f85/West-Ham-United-Manchester-City-May-15-2022-Premier-League,0.5,0.6666666666666666,0.5
32,32,32,32,32,32,32,32,32,32,32,32,32,2022-05-22,Sun,Premier League,Matchweek 38,Home,W 3–2,Manchester City,Aston Villa,N,LB,45,0,1,0,0,0.0,0.0,0,0,53.0,0.0,0.0,0.0,0.0,0.0,0.2,5.0,2.0,47.0,53.0,88.7,6.0,40.0,3.0,3.0,3.0,/en/matches/7b4b63d0/Manchester-City-Aston-Villa-May-22-2022-Premier-League,1.0,0.8333333333333334,0.5
33,33,33,33,33,33,33,33,33,33,33,33,33,2022-06-01,Wed,WCQ,Semi-finals,Away,W 3–1,ua Ukraine,sct Scotland,Y,AM,90,0,1,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/d5058a1e/Scotland-Ukraine-June-1-2022-WCQ----UEFA-M,1.0,0.8333333333333334,0.5
34,34,34,34,34,34,34,34,34,34,34,34,34,2022-06-05,Sun,WCQ,Finals,Away,L 0–1,ua Ukraine,wls Wales,Y,AM,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/bf22f694/Wales-Ukraine-June-5-2022-WCQ----UEFA-M,0.0,0.8333333333333334,0.5
35,35,35,35,35,35,35,35,35,35,35,35,35,2022-06-11,Sat,UEFA Nations League,League B,Home,W 3–0,ua Ukraine,am Armenia,Y,LB,76,0,0,0,0,0.0,0.0,1,0,,,0.0,,,,,,,,,,,,,,,/en/matches/badf9738/Ukraine-Armenia-June-11-2022-UEFA-Nations-League,1.0,0.6666666666666666,0.5
36,36,36,36,36,36,36,36,36,36,36,36,36,2022-06-14,Tue,UEFA Nations League,League B,Home,D 1–1,ua Ukraine,ie Rep. of Ireland,Y,CM,90,0,0,0,0,1.0,0.0,1,0,,,0.0,,,,,,,,,,,,,,,/en/matches/586b9efa/Ukraine-Republic-of-Ireland-June-14-2022-UEFA-Nations-League,0.5,0.6666666666666666,0.5
