,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-23,Tue,EFL Cup,Second round,Away,L 0–2,Fulham,Crawley Town,Y,CB,90,0,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,,,/en/matches/356c3c63/Crawley-Town-Fulham-August-23-2022-EFL-Cup,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2022-08-27,Sat,Premier League,Matchweek 4,Away,L 1–2,Fulham,Arsenal,N,CB,12,0,0,0,0,0,0,0,0,5.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,1.0,0.0,0.0,0.0,/en/matches/8b69fd2d/Arsenal-Fulham-August-27-2022-Premier-League,0.0,0.5,0.9285714285714286
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2022-09-16,Fri,Premier League,Matchweek 8,Away,W 3–2,Fulham,Nott'ham Forest,Y,CB,90,0,0,0,0,0,0,1,0,112.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,107.0,87.9,4.0,92.0,0.0,1.0,1.0,/en/matches/d0d07e66/Nottingham-Forest-Fulham-September-16-2022-Premier-League,1.0,0.5,0.1562499999999999
3,3,3,3,3,3,3,3,3,3,3,3,3,3,2022-10-01,Sat,Premier League,Matchweek 9,Home,L 1–4,Fulham,Newcastle Utd,N,CB,46,0,0,0,0,0,0,0,0,29.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,23.0,27.0,85.2,2.0,17.0,1.0,0.0,0.0,/en/matches/dcde1172/Fulham-Newcastle-United-October-1-2022-Premier-League,0.0,0.3333333333333333,0.4999999999999999
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2022-10-15,Sat,Premier League,Matchweek 11,Home,D 2–2,Fulham,Bournemouth,Y,CB,90,1,0,0,0,1,1,0,0,107.0,1.0,0,0.0,0.2,0.2,0.0,1.0,0.0,96.0,102.0,94.1,13.0,86.0,0.0,1.0,1.0,/en/matches/ab7f61dd/Fulham-Bournemouth-October-15-2022-Premier-League,0.5,0.3333333333333333,0.6888888888888889
5,5,5,5,5,5,5,5,5,5,5,5,5,5,2022-10-20,Thu,Premier League,Matchweek 12,Home,W 3–0,Fulham,Aston Villa,Y,CB,90,0,0,0,0,0,0,0,0,55.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,52.0,86.5,2.0,39.0,0.0,0.0,0.0,/en/matches/e6102606/Fulham-Aston-Villa-October-20-2022-Premier-League,1.0,0.5,0.3555555555555555
6,6,6,6,6,6,6,6,6,6,6,6,6,6,2022-10-29,Sat,Premier League,Matchweek 14,Home,D 0–0,Fulham,Everton,Y,CB,90,0,0,0,0,0,0,0,0,65.0,2.0,1,1.0,0.0,0.0,0.0,1.0,0.0,53.0,58.0,91.4,3.0,37.0,1.0,0.0,0.0,/en/matches/9c4402e1/Fulham-Everton-October-29-2022-Premier-League,0.5,0.5,0.3666666666666666
7,7,7,7,7,7,7,7,7,7,7,7,7,7,2022-11-05,Sat,Premier League,Matchweek 15,Away,L 1–2,Fulham,Manchester City,Y,CB,90,0,0,0,0,1,0,0,0,49.0,3.0,0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,38.0,78.9,2.0,25.0,0.0,0.0,0.0,/en/matches/6ef27b3c/Manchester-City-Fulham-November-5-2022-Premier-League,0.0,0.6666666666666666,0.761904761904762
8,8,8,8,8,8,8,8,8,8,8,8,8,8,2022-11-13,Sun,Premier League,Matchweek 16,Home,L 1–2,Fulham,Manchester Utd,Y,CB,90,0,0,0,0,0,0,0,0,62.0,2.0,1,1.0,0.0,0.0,0.0,2.0,0.0,49.0,56.0,87.5,2.0,40.0,2.0,0.0,0.0,/en/matches/af75b6b0/Fulham-Manchester-United-November-13-2022-Premier-League,0.0,0.5,0.7179487179487178
9,9,9,9,9,9,9,9,9,9,9,9,9,9,2022-12-26,Mon,Premier League,Matchweek 17,Away,W 3–0,Fulham,Crystal Palace,Y,CB,90,0,0,0,0,1,1,0,0,83.0,2.0,5,0.0,0.0,0.0,0.0,0.0,0.0,61.0,74.0,82.4,8.0,48.0,1.0,0.0,0.0,/en/matches/bbb301a6/Crystal-Palace-Fulham-December-26-2022-Premier-League,1.0,0.1666666666666666,0.5416666666666666
