,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
0,2021-08-14,Sat,Matchweek 4,Away,L 0–3,Aston Villa,Chelsea,N,"FW,CM",35,14,0,1,2,11,1,14,4,3,75.0,1,25.0,9,54,20,1,0,1,3,0,10,2,/en/matches/67bbc3a5/Chelsea-Aston-Villa-September-11-2021-Premier-League
1,2021-08-14,Sat,Matchweek 5,Home,W 3–0,Aston Villa,Everton,N,LB,21,10,0,0,4,6,1,10,0,0,,0,,7,71,44,2,0,1,0,0,7,2,/en/matches/57323feb/Aston-Villa-Everton-September-18-2021-Premier-League
2,2021-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2021-08-14,Fri,Matchweek 9,Away,L 1–3,Aston Villa,Arsenal,N,RW,45,22,0,1,7,14,1,22,2,0,0.0,2,100.0,15,145,86,4,1,1,2,1,14,5,/en/matches/ac95a75a/Arsenal-Aston-Villa-October-22-2021-Premier-League
4,2021-08-14,Sun,Matchweek 10,Home,L 1–4,Aston Villa,West Ham,Y,"LW,LM",71,45,2,5,14,27,2,45,2,0,0.0,2,100.0,24,158,52,3,1,0,3,2,27,4,/en/matches/a62478a2/Aston-Villa-West-Ham-United-October-31-2021-Premier-League
5,2021-08-14,Fri,Matchweek 11,Away,L 0–1,Aston Villa,Southampton,Y,"RW,RM",90,42,0,3,12,28,0,42,5,2,40.0,3,60.0,25,200,60,2,1,0,4,1,26,6,/en/matches/868bd31f/Southampton-Aston-Villa-November-5-2021-Premier-League
6,2021-08-14,Sat,Matchweek 12,Home,W 2–0,Aston Villa,Brighton,N,RW,25,14,0,0,7,7,2,14,1,1,100.0,0,0.0,11,45,14,1,0,0,0,1,11,1,/en/matches/88f081ac/Aston-Villa-Brighton-and-Hove-Albion-November-20-2021-Premier-League
7,2021-08-14,Sat,Matchweek 13,Away,W 2–1,Aston Villa,Crystal Palace,Y,RW,76,36,1,8,11,17,5,36,1,0,0.0,1,100.0,25,187,64,3,0,1,5,4,25,6,/en/matches/4a7a9e3b/Crystal-Palace-Aston-Villa-November-27-2021-Premier-League
8,2021-08-14,Wed,Matchweek 14,Home,L 1–2,Aston Villa,Manchester City,Y,RW,30,9,0,3,5,2,1,9,1,1,100.0,0,0.0,7,76,4,0,1,0,1,1,8,0,/en/matches/1993b7ec/Aston-Villa-Manchester-City-December-1-2021-Premier-League
9,2021-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2021-08-14,Sun,Matchweek 25,Away,L 0–1,Aston Villa,Newcastle Utd,N,RW,19,6,0,0,1,5,0,6,1,0,0.0,1,100.0,5,48,22,1,0,0,0,0,6,2,/en/matches/59b88877/Newcastle-United-Aston-Villa-February-13-2022-Premier-League
11,2021-08-14,Sat,Matchweek 26,Home,L 0–1,Aston Villa,Watford,N,RW,20,22,0,1,9,12,4,22,1,0,0.0,1,100.0,15,81,30,1,1,0,3,2,17,5,/en/matches/28c4ee0a/Aston-Villa-Watford-February-19-2022-Premier-League
12,2021-08-14,Sat,Matchweek 27,Away,W 2–0,Aston Villa,Brighton,N,"On matchday squad, but did not play",/en/matches/8cabd787/Brighton-and-Hove-Albion-Aston-Villa-February-26-2022-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
13,2021-08-14,Sat,Matchweek 28,Home,W 4–0,Aston Villa,Southampton,N,RW,14,6,0,2,0,4,2,6,0,0,,0,,4,54,4,0,1,0,4,0,4,2,/en/matches/1aa40463/Aston-Villa-Southampton-March-5-2022-Premier-League
14,2021-08-14,Thu,Matchweek 20,Away,W 3–0,Aston Villa,Leeds United,N,"On matchday squad, but did not play",/en/matches/79b8fb6e/Leeds-United-Aston-Villa-March-10-2022-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
15,2021-08-14,Sun,Matchweek 29,Away,L 1–2,Aston Villa,West Ham,N,RW,22,17,0,1,6,10,0,17,1,1,100.0,0,0.0,12,68,38,1,2,0,2,1,15,4,/en/matches/81f2f022/West-Ham-United-Aston-Villa-March-13-2022-Premier-League
16,2021-08-14,Sat,Matchweek 30,Home,L 0–1,Aston Villa,Arsenal,N,LW,22,9,0,0,2,7,1,9,2,0,0.0,2,100.0,7,61,16,2,0,0,1,2,7,1,/en/matches/0cb74761/Aston-Villa-Arsenal-March-19-2022-Premier-League
17,2021-08-14,Sat,Matchweek 31,Away,L 1–2,Aston Villa,Wolves,Y,FW,90,30,0,1,11,18,3,30,2,2,100.0,0,0.0,18,125,53,3,3,1,1,4,18,5,/en/matches/320d3dfe/Wolverhampton-Wanderers-Aston-Villa-April-2-2022-Premier-League
18,2021-08-14,Sat,Matchweek 32,Home,L 0–4,Aston Villa,Tottenham,N,FW,21,9,0,0,3,7,2,9,1,1,100.0,0,0.0,6,39,11,0,0,0,1,1,6,0,/en/matches/811d471f/Aston-Villa-Tottenham-Hotspur-April-9-2022-Premier-League
19,2021-08-14,Sat,Matchweek 34,Away,D 0–0,Aston Villa,Leicester City,Y,AM,90,27,0,1,13,14,6,27,2,1,50.0,1,50.0,19,133,94,5,2,3,2,1,18,7,/en/matches/17e5cacf/Leicester-City-Aston-Villa-April-23-2022-Premier-League
20,2021-08-14,Sat,Matchweek 35,Home,W 2–0,Aston Villa,Norwich City,Y,RM,39,17,0,1,7,9,2,17,2,0,0.0,2,100.0,12,55,32,1,0,1,0,1,15,3,/en/matches/bf7873f2/Aston-Villa-Norwich-City-April-30-2022-Premier-League
