,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-25,Wed,EFL Cup,Second round,Away,W 6–0,Arsenal,West Brom,N,,30,0,1,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/3d303a43/West-Bromwich-Albion-Arsenal-August-25-2021-EFL-Cup,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,2021-08-28,Sat,Premier League,Matchweek 3,Away,L 0–5,Arsenal,Manchester City,N,CM,20,0,0,0,0,0,0,0,0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,1.0,0.0,0.0,0.0,/en/matches/d4650aa2/Manchester-City-Arsenal-August-28-2021-Premier-League,0.0,0.5,0.4642857142857142
2,2,2,2,2,2,2,2,2,2,2,2,2,2021-09-11,Sat,Premier League,Matchweek 4,Home,W 1–0,Arsenal,Norwich City,Y,"DM,RB",81,0,0,0,0,1,0,0,0,67.0,0.0,1,2.0,0.1,0.1,0.1,4.0,0.0,42.0,53.0,79.2,7.0,41.0,1.0,5.0,2.0,/en/matches/4ac58f71/Arsenal-Norwich-City-September-11-2021-Premier-League,1.0,0.5,0.3095238095238095
3,3,3,3,3,3,3,3,3,3,3,3,3,2021-09-18,Sat,Premier League,Matchweek 5,Away,W 1–0,Arsenal,Burnley,N,DM,16,0,0,0,0,0,0,0,0,20.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,73.3,0.0,8.0,0.0,1.0,0.0,/en/matches/a427debc/Burnley-Arsenal-September-18-2021-Premier-League,1.0,0.6666666666666666,0.2499999999999999
4,4,4,4,4,4,4,4,4,4,4,4,4,2021-09-22,Wed,EFL Cup,Third round,Home,W 3–0,Arsenal,AFC Wimbledon,Y,DM,90,0,0,0,0,0,0,0,0,,,2,,,,,,,,,,,,,,,/en/matches/ea446884/Arsenal-AFC-Wimbledon-September-22-2021-EFL-Cup,1.0,0.6666666666666666,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,2021-09-26,Sun,Premier League,Matchweek 6,Home,W 3–1,Arsenal,Tottenham,N,RW,4,0,0,0,0,0,0,0,0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,0.0,1.0,0.0,0.0,0.0,/en/matches/a2c07e97/North-London-Derby-Arsenal-Tottenham-Hotspur-September-26-2021-Premier-League,1.0,1.0,0.3214285714285714
6,6,6,6,6,6,6,6,6,6,6,6,6,2021-10-02,Sat,Premier League,Matchweek 7,Away,D 0–0,Arsenal,Brighton,N,RW,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,/en/matches/cdaded7b/Brighton-and-Hove-Albion-Arsenal-October-2-2021-Premier-League,0.5,1.0,0.8076923076923077
7,7,7,7,7,7,7,7,7,7,7,7,7,2021-10-22,Fri,Premier League,Matchweek 9,Home,W 3–1,Arsenal,Aston Villa,N,DM,18,0,0,0,0,0,0,0,0,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,57.1,0.0,2.0,0.0,0.0,0.0,/en/matches/ac95a75a/Arsenal-Aston-Villa-October-22-2021-Premier-League,1.0,0.8333333333333334,0.4166666666666666
8,8,8,8,8,8,8,8,8,8,8,8,8,2021-10-26,Tue,EFL Cup,Fourth round,Home,W 2–0,Arsenal,Leeds United,Y,DM,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/2dc8556d/Arsenal-Leeds-United-October-26-2021-EFL-Cup,1.0,0.8333333333333334,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,2021-11-07,Sun,Premier League,Matchweek 11,Home,W 1–0,Arsenal,Watford,Y,"CM,DM,LW",90,0,0,0,0,1,0,0,0,46.0,5.0,2,0.0,0.0,0.0,0.2,3.0,0.0,29.0,35.0,82.9,8.0,22.0,1.0,2.0,2.0,/en/matches/e0208fcf/Arsenal-Watford-November-7-2021-Premier-League,1.0,0.8333333333333334,0.3333333333333333
10,10,10,10,10,10,10,10,10,10,10,10,10,2021-11-20,Sat,Premier League,Matchweek 12,Away,L 0–4,Arsenal,Liverpool,N,CM,38,0,0,0,0,0,0,0,0,21.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,21.0,76.2,0.0,12.0,0.0,0.0,0.0,/en/matches/e9ea66e1/Liverpool-Arsenal-November-20-2021-Premier-League,0.0,1.0,0.5595238095238095
11,11,11,11,11,11,11,11,11,11,11,11,11,2022-01-09,Sun,Serie A,Matchweek 21,Home,L 3–4,Roma,Juventus,Y,RB,90,0,0,0,0,0,0,0,0,66.0,3.0,1,0.0,0.0,0.0,0.1,1.0,0.0,46.0,60.0,76.7,4.0,34.0,1.0,0.0,0.0,/en/matches/ed084613/Roma-Juventus-January-9-2022-Serie-A,0.0,0.6666666666666666,0.5
12,12,12,12,12,12,12,12,12,12,12,12,12,2022-01-16,Sun,Serie A,Matchweek 22,Home,W 1–0,Roma,Cagliari,Y,"RB,RM",89,0,0,0,0,0,0,0,0,83.0,0.0,1,1.0,0.0,0.0,0.3,1.0,0.0,58.0,74.0,78.4,4.0,30.0,2.0,0.0,0.0,/en/matches/8feacd2a/Roma-Cagliari-January-16-2022-Serie-A,1.0,0.3333333333333333,0.5
13,13,13,13,13,13,13,13,13,13,13,13,13,2022-01-20,Thu,Coppa Italia,Round of 16,Home,W 3–1,Roma,Lecce,Y,LB,45,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/704087ce/Roma-Lecce-January-20-2022-Coppa-Italia,1.0,0.3333333333333333,0.5
14,14,14,14,14,14,14,14,14,14,14,14,14,2022-01-23,Sun,Serie A,Matchweek 23,Away,W 4–2,Roma,Empoli,Y,WB,58,0,0,0,0,1,1,0,0,42.0,1.0,1,4.0,0.2,0.2,0.1,3.0,0.0,26.0,34.0,76.5,1.0,20.0,0.0,2.0,1.0,/en/matches/917843fa/Empoli-Roma-January-23-2022-Serie-A,1.0,0.6666666666666666,0.5
15,15,15,15,15,15,15,15,15,15,15,15,15,2022-02-05,Sat,Serie A,Matchweek 24,Home,D 0–0,Roma,Genoa,Y,WB,56,0,0,0,0,1,0,0,0,44.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,21.0,35.0,60.0,1.0,25.0,2.0,2.0,2.0,/en/matches/d864a7c7/Roma-Genoa-February-5-2022-Serie-A,0.5,1.0,0.5
16,16,16,16,16,16,16,16,16,16,16,16,16,2022-02-13,Sun,Serie A,Matchweek 25,Away,D 2–2,Roma,Sassuolo,N,LB,15,0,0,0,0,0,0,0,0,22.0,0.0,0,0.0,0.0,0.0,0.0,2.0,1.0,18.0,22.0,81.8,5.0,14.0,0.0,0.0,0.0,/en/matches/8add55f1/Sassuolo-Roma-February-13-2022-Serie-A,0.5,0.8333333333333334,0.5
17,17,17,17,17,17,17,17,17,17,17,17,17,2022-02-19,Sat,Serie A,Matchweek 26,Home,D 2–2,Roma,Hellas Verona,Y,WB,77,0,0,0,0,0,0,0,0,50.0,1.0,0,1.0,0.0,0.0,0.1,2.0,1.0,33.0,44.0,75.0,2.0,21.0,4.0,3.0,1.0,/en/matches/32622c0e/Roma-Hellas-Verona-February-19-2022-Serie-A,0.5,0.6666666666666666,0.5
18,18,18,18,18,18,18,18,18,18,18,18,18,2022-03-10,Thu,Conf Lg,Round of 16,Away,W 1–0,it Roma,nl Vitesse,Y,WB,45,0,0,0,0,0,0,0,0,27.0,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,50.0,0.0,8.0,0.0,2.0,0.0,/en/matches/79e07d20/Vitesse-Roma-March-10-2022-Europa-Conference-League,1.0,0.5,0.5
19,19,19,19,19,19,19,19,19,19,19,19,19,2022-03-17,Thu,Conf Lg,Round of 16,Home,D 1–1,it Roma,nl Vitesse,Y,RM,65,0,0,0,0,0,0,0,0,30.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,19.0,26.0,73.1,0.0,23.0,1.0,0.0,0.0,/en/matches/490633f3/Roma-Vitesse-March-17-2022-Europa-Conference-League,0.5,0.6666666666666666,0.5
20,20,20,20,20,20,20,20,20,20,20,20,20,2022-04-14,Thu,Conf Lg,Quarter-finals,Home,W 4–0,it Roma,no Bodø/Glimt,N,WB,6,0,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,/en/matches/972e6ea6/Roma-BodoGlimt-April-14-2022-Europa-Conference-League,1.0,0.6666666666666666,0.5
21,21,21,21,21,21,21,21,21,21,21,21,21,2022-05-01,Sun,Serie A,Matchweek 35,Home,D 0–0,Roma,Bologna,Y,WB,57,0,0,0,0,0,0,0,0,36.0,2.0,1,1.0,0.0,0.0,0.1,3.0,0.0,25.0,30.0,83.3,4.0,12.0,1.0,1.0,1.0,/en/matches/9efec77e/Roma-Bologna-May-1-2022-Serie-A,0.5,0.8333333333333334,0.5
22,22,22,22,22,22,22,22,22,22,22,22,22,2022-05-14,Sat,Serie A,Matchweek 37,Home,D 1–1,Roma,Venezia,Y,WB,45,0,0,0,0,1,1,0,0,33.0,0.0,1,0.0,0.0,0.0,0.0,3.0,0.0,22.0,27.0,81.5,3.0,19.0,3.0,2.0,1.0,/en/matches/304a0600/Roma-Venezia-May-14-2022-Serie-A,0.5,0.6666666666666666,0.5
