,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
10,10,10,10,10,10,10,10,10,10,10,10,2022-02-05,Sat,FA Cup,Fourth round proper,Away,L 1–3,Brighton,Tottenham,N,,21,0,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/3608bce6/Tottenham-Hotspur-Brighton-and-Hove-Albion-February-5-2022-FA-Cup,0.0,0.5,0.5
11,11,11,11,11,11,11,11,11,11,11,11,2022-02-12,Sat,Premier League,Matchweek 25,Away,W 2–0,Brighton,Watford,Y,FW,63,0,0,0,0,0,0,0,0,15.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,72.7,1.0,9.0,0.0,0.0,0.0,/en/matches/e04d98c4/Watford-Brighton-and-Hove-Albion-February-12-2022-Premier-League,1.0,0.3333333333333333,0.5
12,12,12,12,12,12,12,12,12,12,12,12,2022-02-15,Tue,Premier League,Matchweek 18,Away,L 0–2,Brighton,Manchester Utd,N,FW,21,0,0,0,0,1,0,0,0,5.0,0.0,0,0.0,0.2,0.2,0.0,1.0,0.0,1.0,1.0,100.0,0.0,3.0,0.0,0.0,0.0,/en/matches/a1fb5fa2/Manchester-United-Brighton-and-Hove-Albion-February-15-2022-Premier-League,0.0,0.5,0.5
13,13,13,13,13,13,13,13,13,13,13,13,2022-02-19,Sat,Premier League,Matchweek 26,Home,L 0–3,Brighton,Burnley,Y,"FW,AM",67,0,0,0,0,0,0,0,0,11.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,60.0,0.0,7.0,1.0,0.0,0.0,/en/matches/b1df8cfd/Brighton-and-Hove-Albion-Burnley-February-19-2022-Premier-League,0.0,0.3333333333333333,0.5
14,14,14,14,14,14,14,14,14,14,14,14,2022-02-26,Sat,Premier League,Matchweek 27,Home,L 0–2,Brighton,Aston Villa,N,LM,29,0,0,0,0,1,0,0,0,10.0,0.0,0,0.0,0.2,0.2,0.0,1.0,0.0,7.0,7.0,100.0,0.0,5.0,0.0,0.0,0.0,/en/matches/8cabd787/Brighton-and-Hove-Albion-Aston-Villa-February-26-2022-Premier-League,0.0,0.3333333333333333,0.5
15,15,15,15,15,15,15,15,15,15,15,15,2022-03-05,Sat,Premier League,Matchweek 28,Away,L 1–2,Brighton,Newcastle Utd,Y,FW,90,0,0,0,0,2,1,0,0,29.0,0.0,0,0.0,0.4,0.4,0.0,1.0,0.0,10.0,20.0,50.0,1.0,14.0,2.0,1.0,0.0,/en/matches/02337bda/Newcastle-United-Brighton-and-Hove-Albion-March-5-2022-Premier-League,0.0,0.0,0.5
16,16,16,16,16,16,16,16,16,16,16,16,2022-03-12,Sat,Premier League,Matchweek 29,Home,L 0–2,Brighton,Liverpool,N,FW,25,0,0,0,0,2,1,0,0,6.0,0.0,1,0.0,0.1,0.1,0.0,0.0,0.0,2.0,2.0,100.0,2.0,5.0,0.0,0.0,0.0,/en/matches/4d3331bb/Brighton-and-Hove-Albion-Liverpool-March-12-2022-Premier-League,0.0,0.0,0.5
17,17,17,17,17,17,17,17,17,17,17,17,2022-03-16,Wed,Premier League,Matchweek 16,Home,L 0–2,Brighton,Tottenham,N,FW,29,0,0,0,0,0,0,0,0,8.0,1.0,1,0.0,0.0,0.0,0.1,1.0,0.0,4.0,4.0,100.0,0.0,6.0,1.0,1.0,1.0,/en/matches/59b3ee40/Brighton-and-Hove-Albion-Tottenham-Hotspur-March-16-2022-Premier-League,0.0,0.0,0.5
18,18,18,18,18,18,18,18,18,18,18,18,2022-04-02,Sat,Premier League,Matchweek 31,Home,D 0–0,Brighton,Norwich City,Y,FW,90,0,0,0,0,3,0,0,0,26.0,0.0,1,1.0,0.4,0.4,0.2,6.0,0.0,15.0,19.0,78.9,3.0,24.0,1.0,2.0,1.0,/en/matches/df69a1b2/Brighton-and-Hove-Albion-Norwich-City-April-2-2022-Premier-League,0.5,0.0,0.5
19,19,19,19,19,19,19,19,19,19,19,19,2022-04-09,Sat,Premier League,Matchweek 32,Away,W 2–1,Brighton,Arsenal,Y,FW,90,0,0,0,0,0,0,0,0,28.0,4.0,1,3.0,0.0,0.0,0.0,2.0,0.0,9.0,11.0,81.8,4.0,14.0,2.0,1.0,0.0,/en/matches/37ddcda6/Arsenal-Brighton-and-Hove-Albion-April-9-2022-Premier-League,1.0,0.1666666666666666,0.5
20,20,20,20,20,20,20,20,20,20,20,20,2022-04-16,Sat,Premier League,Matchweek 33,Away,W 1–0,Brighton,Tottenham,N,FW,45,0,0,0,0,2,0,0,0,22.0,1.0,0,2.0,0.2,0.2,0.0,2.0,0.0,10.0,13.0,76.9,1.0,9.0,0.0,0.0,0.0,/en/matches/0b266073/Tottenham-Hotspur-Brighton-and-Hove-Albion-April-16-2022-Premier-League,1.0,0.5,0.5
21,21,21,21,21,21,21,21,21,21,21,21,2022-04-20,Wed,Premier League,Matchweek 30,Away,L 0–3,Brighton,Manchester City,Y,"FW,LM",76,0,0,0,0,1,1,0,0,17.0,1.0,0,1.0,0.1,0.1,0.0,0.0,0.0,8.0,12.0,66.7,0.0,9.0,0.0,3.0,2.0,/en/matches/34fd93f9/Manchester-City-Brighton-and-Hove-Albion-April-20-2022-Premier-League,0.0,0.8333333333333334,0.5
22,22,22,22,22,22,22,22,22,22,22,22,2022-04-24,Sun,Premier League,Matchweek 34,Home,D 2–2,Brighton,Southampton,Y,FW,90,1,0,0,0,4,4,0,0,36.0,0.0,0,4.0,1.5,1.5,0.0,1.0,0.0,7.0,17.0,41.2,1.0,17.0,3.0,0.0,0.0,/en/matches/32a11932/Brighton-and-Hove-Albion-Southampton-April-24-2022-Premier-League,0.5,0.6666666666666666,0.5
23,23,23,23,23,23,23,23,23,23,23,23,2022-04-30,Sat,Premier League,Matchweek 35,Away,W 3–0,Brighton,Wolves,Y,FW,90,0,1,0,0,3,2,0,0,32.0,1.0,0,0.0,0.2,0.2,0.4,5.0,1.0,18.0,20.0,90.0,2.0,25.0,5.0,2.0,1.0,/en/matches/b800c4ba/Wolverhampton-Wanderers-Brighton-and-Hove-Albion-April-30-2022-Premier-League,1.0,0.5,0.5
24,24,24,24,24,24,24,24,24,24,24,24,2022-05-07,Sat,Premier League,Matchweek 36,Home,W 4–0,Brighton,Manchester Utd,Y,FW,90,0,0,0,0,5,0,0,0,20.0,0.0,0,0.0,0.6,0.6,0.0,3.0,1.0,9.0,12.0,75.0,0.0,11.0,0.0,1.0,1.0,/en/matches/efa43305/Brighton-and-Hove-Albion-Manchester-United-May-7-2022-Premier-League,1.0,0.5,0.5
25,25,25,25,25,25,25,25,25,25,25,25,2022-05-15,Sun,Premier League,Matchweek 37,Away,D 1–1,Brighton,Leeds United,Y,FW,90,1,0,0,0,3,2,0,0,43.0,0.0,0,2.0,0.8,0.8,0.0,1.0,0.0,22.0,28.0,78.6,1.0,18.0,0.0,0.0,0.0,/en/matches/1ca898da/Leeds-United-Brighton-and-Hove-Albion-May-15-2022-Premier-League,0.5,0.8333333333333334,0.5
26,26,26,26,26,26,26,26,26,26,26,26,2022-05-22,Sun,Premier League,Matchweek 38,Home,W 3–1,Brighton,West Ham,Y,FW,90,1,1,0,0,4,2,0,0,26.0,1.0,0,0.0,0.6,0.6,0.3,5.0,1.0,17.0,17.0,100.0,2.0,24.0,1.0,0.0,0.0,/en/matches/70a81794/Brighton-and-Hove-Albion-West-Ham-United-May-22-2022-Premier-League,1.0,0.8333333333333334,0.5
