,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,2021-09-21,Tue,EFL Cup,Third round,Home,W 7–0,Brentford,Oldham Athletic,Y,CB,90,0,0,0,0,1,1,0,0,,,3,,,,,,,,,,,,,,,/en/matches/85244b49/Brentford-Oldham-Athletic-September-21-2021-EFL-Cup,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,2021-10-27,Wed,EFL Cup,Fourth round,Away,W 2–1,Brentford,Stoke City,Y,CB,90,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/9a33ffe9/Stoke-City-Brentford-October-27-2021-EFL-Cup,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2021-11-06,Sat,Premier League,Matchweek 11,Home,L 1–2,Brentford,Norwich City,N,CB,79,0,0,0,0,2,0,1,0,73.0,2.0,0,0.0,0.1,0.1,0.7,6.0,0.0,48.0,66.0,72.7,4.0,36.0,2.0,2.0,1.0,/en/matches/0f029791/Brentford-Norwich-City-November-6-2021-Premier-League,0.0,0.5,0.2023809523809523
3,3,3,3,3,3,3,3,3,3,3,3,2021-11-20,Sat,Premier League,Matchweek 12,Away,D 3–3,Brentford,Newcastle Utd,N,CB,11,0,0,0,0,0,0,0,0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,/en/matches/adbf56bc/Newcastle-United-Brentford-November-20-2021-Premier-League,0.5,0.6666666666666666,0.3076923076923077
4,4,4,4,4,4,4,4,4,4,4,4,2021-11-28,Sun,Premier League,Matchweek 13,Home,W 1–0,Brentford,Everton,Y,CB,90,0,0,0,0,0,0,0,0,52.0,3.0,0,1.0,0.0,0.0,0.1,1.0,0.0,21.0,44.0,47.7,0.0,14.0,0.0,2.0,1.0,/en/matches/286c4c1c/Brentford-Everton-November-28-2021-Premier-League,1.0,0.5,0.2916666666666666
5,5,5,5,5,5,5,5,5,5,5,5,2021-12-02,Thu,Premier League,Matchweek 14,Away,L 0–2,Brentford,Tottenham,Y,CB,90,0,0,0,0,0,0,0,0,79.0,1.0,0,2.0,0.0,0.0,0.0,1.0,0.0,49.0,72.0,68.1,2.0,36.0,1.0,1.0,1.0,/en/matches/a80b3790/Tottenham-Hotspur-Brentford-December-2-2021-Premier-League,0.0,0.5,0.6071428571428571
6,6,6,6,6,6,6,6,6,6,6,6,2021-12-05,Sun,Premier League,Matchweek 15,Away,D 2–2,Brentford,Leeds United,Y,CB,90,0,0,0,0,0,0,1,0,46.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,19.0,38.0,50.0,4.0,16.0,1.0,2.0,2.0,/en/matches/175160b7/Leeds-United-Brentford-December-5-2021-Premier-League,0.5,0.5,0.4404761904761905
7,7,7,7,7,7,7,7,7,7,7,7,2021-12-10,Fri,Premier League,Matchweek 16,Home,W 2–1,Brentford,Watford,Y,CB,90,0,0,0,0,0,0,1,0,83.0,1.0,1,0.0,0.0,0.0,0.2,4.0,0.0,58.0,80.0,72.5,8.0,41.0,1.0,0.0,0.0,/en/matches/49a36a4e/Brentford-Watford-December-10-2021-Premier-League,1.0,0.5,0.0476190476190476
8,8,8,8,8,8,8,8,8,8,8,8,2022-02-19,Sat,Championship,Matchweek 33,Home,W 4–0,Sheffield Utd,Swansea City,N,CB,22,0,0,0,0,0,0,0,0,22.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,21.0,47.6,0.0,7.0,1.0,1.0,1.0,/en/matches/c3f84e8b/Sheffield-United-Swansea-City-February-19-2022-Championship,1.0,0.5,0.5
9,9,9,9,9,9,9,9,9,9,9,9,2022-02-23,Wed,Championship,Matchweek 34,Home,W 1–0,Sheffield Utd,Blackburn,Y,CB,65,0,0,0,0,1,0,0,1,49.0,1.0,0,0.0,0.4,0.4,0.0,1.0,0.0,28.0,41.0,68.3,2.0,26.0,0.0,0.0,0.0,/en/matches/194fe090/Sheffield-United-Blackburn-Rovers-February-23-2022-Championship,1.0,0.8333333333333334,0.5
