,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-13,Sun,Premier League,Matchweek 1,Away,W 1–0,Everton,Tottenham,Y,CB,90,0,0,0,0,1,0,0,0,69.0,0.0,3,2.0,0.0,0.0,0.0,0.0,0.0,52.0,57.0,91.2,2.0,42.0,0.0,0.0,0.0,/en/matches/fc7f9aa1/Tottenham-Hotspur-Everton-September-13-2020-Premier-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-09-19,Sat,Premier League,Matchweek 2,Home,W 5–2,Everton,West Brom,Y,CB,90,0,0,0,0,0,0,0,0,137.0,1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,125.0,130.0,96.2,4.0,111.0,0.0,0.0,0.0,/en/matches/45bd1880/Everton-West-Bromwich-Albion-September-19-2020-Premier-League,1.0,0.5,0.4880952380952381
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-09-26,Sat,Premier League,Matchweek 3,Away,W 2–1,Everton,Crystal Palace,Y,CB,90,0,0,0,0,0,0,0,0,69.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,54.0,60.0,90.0,1.0,39.0,0.0,0.0,0.0,/en/matches/7387a72e/Crystal-Palace-Everton-September-26-2020-Premier-League,1.0,0.5,0.619047619047619
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-10-03,Sat,Premier League,Matchweek 4,Home,W 4–2,Everton,Brighton,Y,CB,90,1,0,0,0,1,1,0,0,58.0,1.0,4,5.0,0.3,0.3,0.0,0.0,0.0,40.0,43.0,93.0,0.0,36.0,0.0,0.0,0.0,/en/matches/3cbb397e/Everton-Brighton-and-Hove-Albion-October-3-2020-Premier-League,1.0,1.0,0.369047619047619
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-10-09,Fri,WCQ,WCQ — CONMEBOL (M),Home,W 3–0,co Colombia,ve Venezuela,Y,CB,90,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/93790aa0/Colombia-Venezuela-October-9-2020-WCQ----CONMEBOL-M,1.0,1.0,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-10-17,Sat,Premier League,Matchweek 5,Home,D 2–2,Everton,Liverpool,Y,CB,90,0,0,0,0,0,0,0,0,54.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,44.0,72.7,1.0,29.0,0.0,0.0,0.0,/en/matches/6da04e2d/Merseyside-Derby-Everton-Liverpool-October-17-2020-Premier-League,0.5,1.0,0.5952380952380952
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-10-25,Sun,Premier League,Matchweek 6,Away,L 0–2,Everton,Southampton,Y,CB,90,0,0,0,0,1,1,0,0,79.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,70.0,75.0,93.3,0.0,64.0,0.0,0.0,0.0,/en/matches/6439c025/Southampton-Everton-October-25-2020-Premier-League,0.0,0.8333333333333334,0.7179487179487178
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-11-01,Sun,Premier League,Matchweek 7,Away,L 1–2,Everton,Newcastle Utd,Y,CB,90,0,0,0,0,0,0,1,0,74.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,69.0,70.0,98.6,1.0,54.0,0.0,0.0,0.0,/en/matches/448a43ee/Newcastle-United-Everton-November-1-2020-Premier-League,0.0,0.5,0.4404761904761905
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2020-11-13,Fri,WCQ,WCQ — CONMEBOL (M),Home,L 0–3,co Colombia,uy Uruguay,Y,CB,89,0,0,0,0,0,0,2,1,,,1,,,,,,,,,,,,,,,/en/matches/7e293483/Colombia-Uruguay-November-13-2020-WCQ----CONMEBOL-M,0.0,0.1666666666666666,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2020-11-22,Sun,Premier League,Matchweek 9,Away,W 3–2,Everton,Fulham,Y,CB,90,0,0,0,0,0,0,0,0,52.0,2.0,0,3.0,0.0,0.0,0.0,0.0,0.0,33.0,43.0,76.7,0.0,33.0,0.0,0.0,0.0,/en/matches/13524225/Fulham-Everton-November-22-2020-Premier-League,1.0,0.0,0.4047619047619047
