,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,2022-08-08,Mon,PL2 — Div. 1,Matchweek 1,Home,L 1–7,Wolverhampton Wanderers,Chelsea,Y*,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/228bb478/Wolverhampton-Wanderers-U21-Chelsea-U21-August-8-2022-Premier-League-2----Division-1,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,2022-08-14,Sun,PL2 — Div. 1,Matchweek 2,Away,W 1–0,Wolverhampton Wanderers,Blackburn Rovers,Y*,CM,90,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/a71b3e80/Blackburn-Rovers-U21-Wolverhampton-Wanderers-U21-August-14-2022-Premier-League-2----Division-1,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2022-08-22,Mon,PL2 — Div. 1,Matchweek 3,Home,W 2–0,Wolverhampton Wanderers,Brighton,Y*,CM,90,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/84ea5f58/Wolverhampton-Wanderers-U21-Brighton-and-Hove-Albion-U21-August-22-2022-Premier-League-2----Division-1,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,2022-08-26,Fri,PL2 — Div. 1,Matchweek 4,Away,L 1–2,Wolverhampton Wanderers,Crystal Palace,Y*,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/121acc52/Crystal-Palace-U21-Wolverhampton-Wanderers-U21-August-26-2022-Premier-League-2----Division-1,0.0,0.6666666666666666,0.5
4,4,4,4,4,4,4,4,4,2022-09-05,Mon,PL2 — Div. 1,Matchweek 5,Home,D 1–1,Wolverhampton Wanderers,Fulham,Y*,DM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/c907a7ec/Wolverhampton-Wanderers-U21-Fulham-U21-September-5-2022-Premier-League-2----Division-1,0.5,0.6666666666666666,0.5
5,5,5,5,5,5,5,5,5,2022-09-17,Sat,PL2 — Div. 1,Matchweek 7,Away,D 1–1,Wolverhampton Wanderers,Arsenal,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/5ec8f389/Arsenal-U21-Wolverhampton-Wanderers-U21-September-17-2022-Premier-League-2----Division-1,0.5,0.5,0.5
6,6,6,6,6,6,6,6,6,2022-10-02,Sun,PL2 — Div. 1,Matchweek 8,Home,L 1–3,Wolverhampton Wanderers,Manchester City,Y*,CM,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/398dacb7/Wolverhampton-Wanderers-U21-Manchester-City-U21-October-2-2022-Premier-League-2----Division-1,0.0,0.3333333333333333,0.5
7,7,7,7,7,7,7,7,7,2022-10-08,Sat,Premier League,Matchweek 10,Away,L 0–3,Wolves,Chelsea,N,AM,45,0,0,0,0,0.0,0.0,0,0,27.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,23.0,78.3,1.0,18.0,0.0,0.0,0.0,/en/matches/c83cb314/Chelsea-Wolverhampton-Wanderers-October-8-2022-Premier-League,0.0,0.3333333333333333,0.7395833333333333
8,8,8,8,8,8,8,8,8,2022-10-15,Sat,Premier League,Matchweek 11,Home,W 1–0,Wolves,Nott'ham Forest,N,CM,1,0,0,0,0,0.0,0.0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,/en/matches/c9f8e7e9/Wolverhampton-Wanderers-Nottingham-Forest-October-15-2022-Premier-League,1.0,0.1666666666666666,0.2222222222222221
9,9,9,9,9,9,9,9,9,2022-10-18,Tue,Premier League,Matchweek 12,Away,L 1–2,Wolves,Crystal Palace,N,AM,33,0,0,0,0,1.0,0.0,0,0,21.0,2.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,15.0,17.0,88.2,4.0,13.0,0.0,0.0,0.0,/en/matches/60705c6d/Crystal-Palace-Wolverhampton-Wanderers-October-18-2022-Premier-League,0.0,0.3333333333333333,0.5238095238095238
10,10,10,10,10,10,10,10,10,2022-10-31,Mon,PL2 — Div. 1,Matchweek 12,Home,W 3–0,Wolverhampton Wanderers,Leicester City,Y*,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/3c31c2f9/Wolverhampton-Wanderers-U21-Leicester-City-U21-October-31-2022-Premier-League-2----Division-1,1.0,0.3333333333333333,0.5
11,11,11,11,11,11,11,11,11,2022-11-09,Wed,EFL Cup,Third round,Home,W 1–0,Wolves,Leeds United,Y,CM,90,0,0,0,0,0.0,0.0,0,0,,,4.0,,,,,,,,,,,,,,,/en/matches/01b32e30/Wolverhampton-Wanderers-Leeds-United-November-9-2022-EFL-Cup,1.0,0.6666666666666666,0.5
12,12,12,12,12,12,12,12,12,2022-12-20,Tue,EFL Cup,Fourth round,Home,W 2–0,Wolves,Gillingham,Y,CM,45,0,0,0,0,3.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/7b9814d6/Wolverhampton-Wanderers-Gillingham-December-20-2022-EFL-Cup,1.0,0.6666666666666666,0.5
13,13,13,13,13,13,13,13,13,2022-12-26,Mon,Premier League,Matchweek 17,Away,W 2–1,Wolves,Everton,Y,RM,58,0,0,0,0,0.0,0.0,0,0,36.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,32.0,78.1,1.0,11.0,0.0,0.0,0.0,/en/matches/ef424180/Everton-Wolverhampton-Wanderers-December-26-2022-Premier-League,1.0,1.0,0.1999999999999999
14,14,14,14,14,14,14,14,14,2023-01-04,Wed,Premier League,Matchweek 19,Away,D 1–1,Wolves,Aston Villa,N,AM,32,0,0,0,0,0.0,0.0,0,0,16.0,0.0,0.0,1.0,0.0,0.0,0.1,2.0,0.0,9.0,12.0,75.0,1.0,8.0,1.0,0.0,0.0,/en/matches/895a1c1f/Aston-Villa-Wolverhampton-Wanderers-January-4-2023-Premier-League,0.5,1.0,0.5
15,15,15,15,15,15,15,15,15,2023-01-07,Sat,FA Cup,Third round proper,Away,D 2–2,Wolves,Liverpool,Y,CM,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/5e06a7e4/Liverpool-Wolverhampton-Wanderers-January-7-2023-FA-Cup,0.5,0.8333333333333334,0.5
16,16,16,16,16,16,16,16,16,2023-01-11,Wed,EFL Cup,Quarter-finals,Away,D 1 (3)–1 (4),Wolves,Nott'ham Forest,N,,41,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/95056fd5/Nottingham-Forest-Wolverhampton-Wanderers-January-11-2023-EFL-Cup,0.5,0.6666666666666666,0.5
17,17,17,17,17,17,17,17,17,2023-01-17,Tue,FA Cup,Third round proper,Home,L 0–1,Wolves,Liverpool,Y,DM,45,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/fb6d14cd/Wolverhampton-Wanderers-Liverpool-January-17-2023-FA-Cup,0.0,0.5,0.5
18,18,18,18,18,18,18,18,18,2023-02-13,Mon,PL2 — Div. 1,Matchweek 18,Home,W 2–0,Wolverhampton Wanderers,Arsenal,Y,DM,62,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/4591535b/Wolverhampton-Wanderers-U21-Arsenal-U21-February-13-2023-Premier-League-2----Division-1,1.0,0.3333333333333333,0.5
19,19,19,19,19,19,19,19,19,2023-03-05,Sun,PL2 — Div. 1,Matchweek 21,Away,L 1–3,Wolverhampton Wanderers,Brighton,Y,DM,90,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/0354b6e7/Brighton-and-Hove-Albion-U21-Wolverhampton-Wanderers-U21-March-5-2023-Premier-League-2----Division-1,0.0,0.5,0.5
20,20,20,20,20,20,20,20,20,2023-03-31,Fri,PL2 — Div. 1,Matchweek 23,Away,L 0–3,Wolverhampton Wanderers,Everton,Y,CB,84,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/a269e5ac/Everton-U21-Wolverhampton-Wanderers-U21-March-31-2023-Premier-League-2----Division-1,0.0,0.3333333333333333,0.5
21,21,21,21,21,21,21,21,21,2023-04-10,Mon,PL2 — Div. 1,Matchweek 6,Home,W 5–0,Wolverhampton Wanderers,Everton,Y*,DM,61,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/948d8216/Wolverhampton-Wanderers-U21-Everton-U21-April-10-2023-Premier-League-2----Division-1,1.0,0.3333333333333333,0.5
22,22,22,22,22,22,22,22,22,2023-04-17,Mon,PL2 — Div. 1,Matchweek 24,Away,L 1–2,Wolverhampton Wanderers,Fulham,Y*,DM,64,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/42ff1846/Fulham-U21-Wolverhampton-Wanderers-U21-April-17-2023-Premier-League-2----Division-1,0.0,0.3333333333333333,0.5
23,23,23,23,23,23,23,23,23,2023-04-24,Mon,PL2 — Div. 1,Matchweek 25,Home,W 5–0,Wolverhampton Wanderers,Crystal Palace,Y,CM,90,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/40facff1/Wolverhampton-Wanderers-U21-Crystal-Palace-U21-April-24-2023-Premier-League-2----Division-1,1.0,0.3333333333333333,0.5
24,24,24,24,24,24,24,24,24,2023-04-29,Sat,PL2 — Div. 1,Matchweek 26,Away,L 3–4,Wolverhampton Wanderers,Manchester City,Y,DM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/2ddf4d4f/Manchester-City-U21-Wolverhampton-Wanderers-U21-April-29-2023-Premier-League-2----Division-1,0.0,0.6666666666666666,0.5
25,25,25,25,25,25,25,25,25,2023-05-28,Sun,Premier League,Matchweek 38,Away,L 0–5,Wolves,Arsenal,N,LM,6,0,0,0,0,1.0,0.0,0,0,15.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,11.0,13.0,84.6,1.0,6.0,0.0,0.0,0.0,/en/matches/71d5bd41/Arsenal-Wolverhampton-Wanderers-May-28-2023-Premier-League,0.0,0.3333333333333333,0.5
