,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,2020-10-19,Mon,PL2 — Div. 2,Matchweek 5,Home,W 2–1,Newcastle Utd,Fulham,Y,LB,60,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/7c250c1c/Newcastle-United-U23-Fulham-U23-October-19-2020-Premier-League-2----Division-2,1.0,0.5,0.5
1,1,1,1,1,1,2020-11-06,Fri,PL2 — Div. 2,Matchweek 8,Home,W 4–3,Newcastle Utd,Leeds United,Y,LB,90,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/ca89edd6/Newcastle-United-U23-Leeds-United-U23-November-6-2020-Premier-League-2----Division-2,1.0,0.5,0.5
2,2,2,2,2,2,2020-12-19,Sat,Premier League,Matchweek 14,Home,D 1–1,Newcastle Utd,Fulham,Y,LB,78,0,0,0,0,0.0,0.0,0,0,29.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,25.0,72.0,4.0,16.0,0.0,0.0,0.0,/en/matches/3ae84056/Newcastle-United-Fulham-December-19-2020-Premier-League,0.5,0.5,0.3571428571428571
3,3,3,3,3,3,2021-01-09,Sat,FA Cup,Third round proper,Away,L 0–2,Newcastle Utd,Arsenal,Y,LB,120,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/1a97ad80/Arsenal-Newcastle-United-January-9-2021-FA-Cup,0.0,0.8333333333333334,0.5
4,4,4,4,4,4,2021-01-12,Tue,Premier League,Matchweek 18,Away,L 0–1,Newcastle Utd,Sheffield Utd,Y,LB,73,0,0,0,0,0.0,0.0,0,0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,25.0,80.0,0.0,18.0,0.0,1.0,1.0,/en/matches/18ccfdb9/Sheffield-United-Newcastle-United-January-12-2021-Premier-League,0.0,0.5,0.5
5,5,5,5,5,5,2021-02-06,Sat,Premier League,Matchweek 23,Home,W 3–2,Newcastle Utd,Southampton,N,CB,24,0,0,0,0,0.0,0.0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,/en/matches/5313627a/Newcastle-United-Southampton-February-6-2021-Premier-League,1.0,0.1666666666666666,0.5
6,6,6,6,6,6,2021-03-07,Sun,Premier League,Matchweek 27,Away,D 0–0,Newcastle Utd,West Brom,Y,LB,90,0,0,0,0,0.0,0.0,0,0,61.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,53.0,58.5,2.0,15.0,1.0,0.0,0.0,/en/matches/a096c32f/West-Bromwich-Albion-Newcastle-United-March-7-2021-Premier-League,0.5,0.3333333333333333,0.5
7,7,7,7,7,7,2021-03-12,Fri,Premier League,Matchweek 28,Home,D 1–1,Newcastle Utd,Aston Villa,Y,LB,90,0,0,0,0,0.0,0.0,0,0,69.0,1.0,0.0,3.0,0.0,0.0,0.1,2.0,0.0,41.0,60.0,68.3,5.0,32.0,1.0,2.0,1.0,/en/matches/5ac8e391/Newcastle-United-Aston-Villa-March-12-2021-Premier-League,0.5,0.5,0.5
8,8,8,8,8,8,2021-03-20,Sat,Premier League,Matchweek 29,Away,L 0–3,Newcastle Utd,Brighton,Y,LB,90,0,0,0,0,0.0,0.0,1,0,61.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,42.0,51.0,82.4,1.0,34.0,0.0,1.0,1.0,/en/matches/1daf63a9/Brighton-and-Hove-Albion-Newcastle-United-March-20-2021-Premier-League,0.0,0.6666666666666666,0.5
9,9,9,9,9,9,2021-04-04,Sun,Premier League,Matchweek 30,Home,D 2–2,Newcastle Utd,Tottenham,Y,"CB,LB",90,0,0,0,0,0.0,0.0,1,0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0,47.0,80.9,3.0,20.0,0.0,0.0,0.0,/en/matches/7a399858/Newcastle-United-Tottenham-Hotspur-April-4-2021-Premier-League,0.5,0.3333333333333333,0.5
10,10,10,10,10,10,2021-04-11,Sun,Premier League,Matchweek 31,Away,W 2–1,Newcastle Utd,Burnley,Y,CB,90,0,0,0,0,0.0,0.0,0,0,58.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,42.0,69.0,4.0,15.0,0.0,0.0,0.0,/en/matches/daebaaa1/Burnley-Newcastle-United-April-11-2021-Premier-League,1.0,0.3333333333333333,0.5
11,11,11,11,11,11,2021-04-17,Sat,Premier League,Matchweek 32,Home,W 3–2,Newcastle Utd,West Ham,Y,CB,90,0,0,0,0,0.0,0.0,0,0,53.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,26.0,41.0,63.4,3.0,21.0,0.0,0.0,0.0,/en/matches/25a3b695/Newcastle-United-West-Ham-United-April-17-2021-Premier-League,1.0,0.5,0.5
12,12,12,12,12,12,2021-04-24,Sat,Premier League,Matchweek 33,Away,D 1–1,Newcastle Utd,Liverpool,Y,CB,90,0,0,0,0,0.0,0.0,0,0,43.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,26.0,31.0,83.9,4.0,25.0,0.0,0.0,0.0,/en/matches/81e8aaf4/Liverpool-Newcastle-United-April-24-2021-Premier-League,0.5,0.8333333333333334,0.5
