,Unnamed: 0.32,Unnamed: 0.31,Unnamed: 0.30,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-08-11,Sun,Premier League,Matchweek 1,Home,L 0–1,Newcastle Utd,Arsenal,Y,FW,90,0,0,0,0,3,1,0,0,49.0,1.0,1,0.0,0.2,0.2,0.0,3.0,0.0,29.0,36.0,80.6,2.0,24.0,1.0,2.0,2.0,/en/matches/1405a610/Newcastle-United-Arsenal-August-11-2019-Premier-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-08-17,Sat,Premier League,Matchweek 2,Away,L 1–3,Newcastle Utd,Norwich City,Y,FW,66,0,0,0,0,2,0,1,0,26.0,3.0,0,3.0,0.3,0.3,0.0,3.0,0.0,11.0,14.0,78.6,0.0,17.0,0.0,0.0,0.0,/en/matches/3ea63f4b/Norwich-City-Newcastle-United-August-17-2019-Premier-League,0.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2019-08-25,Sun,Premier League,Matchweek 3,Away,W 1–0,Newcastle Utd,Tottenham,Y,FW,87,1,0,0,0,2,2,1,0,37.0,0.0,0,0.0,0.5,0.5,0.1,3.0,0.0,23.0,26.0,88.5,1.0,21.0,0.0,1.0,0.0,/en/matches/c224d1e8/Tottenham-Hotspur-Newcastle-United-August-25-2019-Premier-League,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2019-08-31,Sat,Premier League,Matchweek 4,Home,D 1–1,Newcastle Utd,Watford,Y,FW,90,0,0,0,0,2,0,0,0,47.0,0.0,1,1.0,0.1,0.1,0.1,4.0,1.0,31.0,35.0,88.6,2.0,26.0,1.0,2.0,1.0,/en/matches/533c240c/Newcastle-United-Watford-August-31-2019-Premier-League,0.5,0.3333333333333333,0.2023809523809523
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2019-09-14,Sat,Premier League,Matchweek 5,Away,L 1–3,Newcastle Utd,Liverpool,Y,FW,90,0,0,0,0,1,0,0,0,37.0,1.0,0,0.0,0.1,0.1,0.1,2.0,0.0,23.0,27.0,85.2,1.0,19.0,0.0,2.0,1.0,/en/matches/cde24fee/Liverpool-Newcastle-United-September-14-2019-Premier-League,0.0,0.5,0.8452380952380951
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2019-09-21,Sat,Premier League,Matchweek 6,Home,D 0–0,Newcastle Utd,Brighton,Y,FW,90,0,0,0,0,3,0,0,0,25.0,1.0,0,0.0,0.2,0.2,0.1,4.0,0.0,11.0,14.0,78.6,0.0,18.0,2.0,1.0,1.0,/en/matches/966fb8b0/Newcastle-United-Brighton-and-Hove-Albion-September-21-2019-Premier-League,0.5,0.5,0.4285714285714285
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2019-09-29,Sun,Premier League,Matchweek 7,Away,L 0–5,Newcastle Utd,Leicester City,Y,FW,62,0,0,0,0,0,0,0,0,35.0,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,16.0,23.0,69.6,2.0,23.0,2.0,2.0,2.0,/en/matches/40d77688/Leicester-City-Newcastle-United-September-29-2019-Premier-League,0.0,0.3333333333333333,0.6904761904761905
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2019-10-06,Sun,Premier League,Matchweek 8,Home,W 1–0,Newcastle Utd,Manchester Utd,Y,FW,55,0,0,0,0,0,0,0,0,26.0,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,14.0,20.0,70.0,0.0,15.0,1.0,0.0,0.0,/en/matches/e4a80056/Newcastle-United-Manchester-United-October-6-2019-Premier-League,1.0,0.1666666666666666,0.4880952380952381
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2019-10-19,Sat,Premier League,Matchweek 9,Away,L 0–1,Newcastle Utd,Chelsea,Y,"FW,LM",82,0,0,0,0,1,0,0,0,34.0,1.0,0,0.0,0.1,0.1,0.0,1.0,0.0,16.0,20.0,80.0,2.0,19.0,2.0,3.0,0.0,/en/matches/c17538b0/Chelsea-Newcastle-United-October-19-2019-Premier-League,0.0,0.5,0.869047619047619
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2019-10-27,Sun,Premier League,Matchweek 10,Home,D 1–1,Newcastle Utd,Wolves,Y,FW,84,0,0,0,0,1,0,0,0,37.0,0.0,0,1.0,0.1,0.1,0.0,4.0,0.0,20.0,30.0,66.7,1.0,16.0,0.0,2.0,1.0,/en/matches/efe2b576/Newcastle-United-Wolverhampton-Wanderers-October-27-2019-Premier-League,0.5,0.3333333333333333,0.7692307692307693
