,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-13,Sun,Premier League,Matchweek 1,Away,D 1–1,Liverpool,Chelsea,Y*,CB,90,0,0,0,0,1,0,0,0,49.0,1.0,3,1.0,0.0,0.0,0.0,2.0,0.0,26.0,33.0,78.8,1.0,17.0,0.0,0.0,0.0,/en/matches/c18d3207/Chelsea-Liverpool-August-13-2023-Premier-League,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2023-08-19,Sat,Premier League,Matchweek 2,Home,W 3–1,Liverpool,Bournemouth,Y*,CB,90,0,0,0,0,3,1,0,0,75.0,0.0,5,1.0,0.2,0.2,0.1,1.0,0.0,60.0,62.0,96.8,1.0,33.0,0.0,0.0,0.0,/en/matches/80bebdbb/Liverpool-Bournemouth-August-19-2023-Premier-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2023-08-27,Sun,Premier League,Matchweek 3,Away,W 2–1,Liverpool,Newcastle Utd,Y*,CB,27,0,0,0,0,0,0,0,1,22.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,21.0,85.7,0.0,15.0,0.0,0.0,0.0,/en/matches/b31156ab/Newcastle-United-Liverpool-August-27-2023-Premier-League,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2023-09-07,Thu,Euro Qualifying,Group stage,Home,W 3–0,nl Netherlands,gr Greece,Y*,CB,90,0,0,0,0,0,0,1,0,,,3,,,,,,,,,,,,,,,/en/matches/0f788310/Netherlands-Greece-September-7-2023-Euro-Qualifying,1.0,0.8333333333333334,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2023-09-10,Sun,Euro Qualifying,Group stage,Away,W 2–1,nl Netherlands,ie Rep. of Ireland,Y*,CB,90,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/24e4bf78/Republic-of-Ireland-Netherlands-September-10-2023-Euro-Qualifying,1.0,1.0,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2023-09-21,Thu,Europa Lg,Group stage,Away,W 3–1,eng Liverpool,at LASK,Y*,CB,90,0,0,0,0,0,0,0,0,88.0,1.0,2,2.0,0.0,0.0,0.2,2.0,0.0,69.0,78.0,88.5,3.0,51.0,0.0,1.0,1.0,/en/matches/1b1f3de6/LASK-Liverpool-September-21-2023-Europa-League,1.0,1.0,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2023-09-24,Sun,Premier League,Matchweek 6,Home,W 3–1,Liverpool,West Ham,Y*,CB,90,0,1,0,0,3,0,0,0,100.0,2.0,3,2.0,0.3,0.3,0.6,4.0,0.0,78.0,84.0,92.9,7.0,66.0,2.0,0.0,0.0,/en/matches/90adf8b3/Liverpool-West-Ham-United-September-24-2023-Premier-League,1.0,1.0,0.6428571428571429
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2023-09-30,Sat,Premier League,Matchweek 7,Away,L 1–2,Liverpool,Tottenham,Y*,CB,90,0,1,0,0,1,0,1,0,65.0,2.0,2,7.0,0.0,0.0,0.3,2.0,1.0,40.0,42.0,95.2,0.0,38.0,0.0,0.0,0.0,/en/matches/ec4145b4/Tottenham-Hotspur-Liverpool-September-30-2023-Premier-League,0.0,1.0,0.7500000000000001
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2023-10-08,Sun,Premier League,Matchweek 8,Away,D 2–2,Liverpool,Brighton,Y*,CB,90,0,0,0,0,0,0,0,0,85.0,1.0,0,2.0,0.0,0.0,0.0,0.0,0.0,68.0,73.0,93.2,4.0,50.0,0.0,0.0,0.0,/en/matches/3b1ec657/Brighton-and-Hove-Albion-Liverpool-October-8-2023-Premier-League,0.5,0.6666666666666666,0.3571428571428571
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2023-10-13,Fri,Euro Qualifying,Group stage,Home,L 1–2,nl Netherlands,fr France,Y*,CB,90,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/7853b270/Netherlands-France-October-13-2023-Euro-Qualifying,0.0,0.5,0.5
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2023-10-16,Mon,Euro Qualifying,Group stage,Away,W 1–0,nl Netherlands,gr Greece,Y*,CB,90,1,0,1,1,1,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/29180b9e/Greece-Netherlands-October-16-2023-Euro-Qualifying,1.0,0.1666666666666666,0.5
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2023-10-21,Sat,Premier League,Matchweek 9,Home,W 2–0,Liverpool,Everton,Y*,CB,90,0,0,0,0,0,0,0,0,116.0,2.0,0,0.0,0.0,0.0,0.0,2.0,0.0,97.0,108.0,89.8,10.0,56.0,0.0,0.0,0.0,/en/matches/e747ddb3/Merseyside-Derby-Liverpool-Everton-October-21-2023-Premier-League,1.0,0.5,0.6666666666666666
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2023-10-29,Sun,Premier League,Matchweek 10,Home,W 3–0,Liverpool,Nott'ham Forest,Y*,CB,90,0,0,0,0,0,0,0,0,122.0,1.0,1,2.0,0.0,0.0,0.0,4.0,0.0,105.0,113.0,92.9,12.0,73.0,1.0,0.0,0.0,/en/matches/79bf0c7f/Liverpool-Nottingham-Forest-October-29-2023-Premier-League,1.0,0.6666666666666666,0.5208333333333333
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2023-11-05,Sun,Premier League,Matchweek 11,Away,D 1–1,Liverpool,Luton Town,Y*,CB,90,0,0,0,0,1,0,0,0,127.0,1.0,0,0.0,0.1,0.1,0.0,2.0,0.0,108.0,117.0,92.3,11.0,91.0,0.0,0.0,0.0,/en/matches/a62b97ba/Luton-Town-Liverpool-November-5-2023-Premier-League,0.5,1.0,0.2619047619047618
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2023-11-12,Sun,Premier League,Matchweek 12,Home,W 3–0,Liverpool,Brentford,Y*,CB,90,0,0,0,0,1,1,0,0,73.0,3.0,0,2.0,0.1,0.1,0.0,2.0,0.0,55.0,62.0,88.7,2.0,31.0,1.0,0.0,0.0,/en/matches/996ee990/Liverpool-Brentford-November-12-2023-Premier-League,1.0,0.8333333333333334,0.9666666666666668
