,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,2020-09-16,Wed,EFL Cup,Second round,Home,W 3–0,Everton,Salford City,Y,RB,90,0,0,0,0,2,0,0,0,,,3,,,,,,,,,,,,,,,/en/matches/ece40780/Everton-Salford-City-September-16-2020-EFL-Cup,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,2020-09-23,Wed,EFL Cup,Third round,Away,W 5–2,Everton,Fleetwood Town,Y,RB,90,0,0,0,0,1,0,0,0,,,2,,,,,,,,,,,,,,,/en/matches/70412de8/Fleetwood-Town-Everton-September-23-2020-EFL-Cup,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2020-09-30,Wed,EFL Cup,Fourth round,Home,W 4–1,Everton,West Ham,Y,RB,41,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/9219349f/Everton-West-Ham-United-September-30-2020-EFL-Cup,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,2020-11-01,Sun,Premier League,Matchweek 7,Away,L 1–2,Everton,Newcastle Utd,Y,RB,76,0,0,0,0,0,0,0,0,59.0,2.0,0,0.0,0.0,0.0,0.0,1.0,0.0,41.0,52.0,78.8,1.0,20.0,2.0,0.0,0.0,/en/matches/448a43ee/Newcastle-United-Everton-November-1-2020-Premier-League,0.0,1.0,0.4404761904761905
4,4,4,4,4,4,4,4,4,4,4,2020-12-12,Sat,Premier League,Matchweek 12,Home,W 1–0,Everton,Chelsea,N,LB,1,0,0,0,0,0,0,0,0,6.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,0.0,4.0,0.0,0.0,0.0,/en/matches/4847e3c3/Everton-Chelsea-December-12-2020-Premier-League,1.0,0.6666666666666666,0.8076923076923077
5,5,5,5,5,5,5,5,5,5,5,2020-12-16,Wed,Premier League,Matchweek 13,Away,W 2–0,Everton,Leicester City,N,LB,1,0,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,2.0,0.0,0.0,0.0,/en/matches/b30c816c/Leicester-City-Everton-December-16-2020-Premier-League,1.0,0.6666666666666666,0.7948717948717949
6,6,6,6,6,6,6,6,6,6,6,2020-12-19,Sat,Premier League,Matchweek 14,Home,W 2–1,Everton,Arsenal,N,LW,1,0,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,/en/matches/72fa1993/Everton-Arsenal-December-19-2020-Premier-League,1.0,0.6666666666666666,0.4047619047619047
7,7,7,7,7,7,7,7,7,7,7,2021-01-24,Sun,FA Cup,Fourth round proper,Home,W 3–0,Everton,Sheffield Weds,N,,15,0,0,0,0,1,0,0,0,,,2,,,,,,,,,,,,,,,/en/matches/dcd059b7/Everton-Sheffield-Wednesday-January-24-2021-FA-Cup,1.0,1.0,0.5
8,8,8,8,8,8,8,8,8,8,8,2021-02-02,Tue,Premiership,Regular season,Away,W 4–0,Celtic,Kilmarnock,Y,RB,90,0,0,0,0,0,0,0,0,,,3,,,,,,,,,,,,,,,/en/matches/5831e381/Kilmarnock-Celtic-February-2-2021-Scottish-Premiership,1.0,1.0,0.5
9,9,9,9,9,9,9,9,9,9,9,2021-02-06,Sat,Premiership,Regular season,Home,W 2–1,Celtic,Motherwell,Y,RB,90,0,0,0,0,2,1,0,0,,,1,,,,,,,,,,,,,,,/en/matches/98fdf0e5/Celtic-Motherwell-February-6-2021-Scottish-Premiership,1.0,1.0,0.5
10,10,10,10,10,10,10,10,10,10,10,2021-02-10,Wed,Premiership,Regular season,Away,W 4–0,Celtic,St Mirren,Y,RB,90,0,1,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/73ca8586/St-Mirren-Celtic-February-10-2021-Scottish-Premiership,1.0,1.0,0.5
11,11,11,11,11,11,11,11,11,11,11,2021-02-14,Sun,Premiership,Regular season,Away,W 2–1,Celtic,St Johnstone,Y,RB,90,0,0,0,0,0,0,0,0,,,4,,,,,,,,,,,,,,,/en/matches/88cd84f6/St-Johnstone-Celtic-February-14-2021-Scottish-Premiership,1.0,1.0,0.5
12,12,12,12,12,12,12,12,12,12,12,2021-02-17,Wed,Premiership,Regular season,Home,W 1–0,Celtic,Aberdeen,Y,RB,90,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/a2b1b1aa/Celtic-Aberdeen-February-17-2021-Scottish-Premiership,1.0,1.0,0.5
13,13,13,13,13,13,13,13,13,13,13,2021-02-21,Sun,Premiership,Regular season,Away,L 0–1,Celtic,Ross County,Y,RB,90,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/9c4c2bed/Ross-County-Celtic-February-21-2021-Scottish-Premiership,0.0,1.0,0.5
14,14,14,14,14,14,14,14,14,14,14,2021-02-27,Sat,Premiership,Regular season,Home,W 1–0,Celtic,Aberdeen,Y,RB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/3b1aa6fd/Celtic-Aberdeen-February-27-2021-Scottish-Premiership,1.0,0.6666666666666666,0.5
15,15,15,15,15,15,15,15,15,15,15,2021-03-07,Sun,Premiership,Regular season,Away,D 0–0,Celtic,Dundee United,Y,RB,90,0,0,0,0,2,0,1,0,,,2,,,,,,,,,,,,,,,/en/matches/b88b97da/Dundee-United-Celtic-March-7-2021-Scottish-Premiership,0.5,0.6666666666666666,0.5
16,16,16,16,16,16,16,16,16,16,16,2021-03-21,Sun,Premiership,Regular season,Home,D 1–1,Celtic,Rangers,Y,RB,90,0,0,0,0,1,1,0,0,,,2,,,,,,,,,,,,,,,/en/matches/6c147f72/Old-Firm-Derby-Celtic-Rangers-March-21-2021-Scottish-Premiership,0.5,0.5,0.5
17,17,17,17,17,17,17,17,17,17,17,2021-04-10,Sat,Premiership,Championship round,Home,W 6–0,Celtic,Livingston,Y,RB,90,0,1,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/518c3720/Celtic-Livingston-April-10-2021-Scottish-Premiership,1.0,0.6666666666666666,0.5
18,18,18,18,18,18,18,18,18,18,18,2021-04-21,Wed,Premiership,Championship round,Away,D 1–1,Celtic,Aberdeen,Y,RB,90,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/254d38f2/Aberdeen-Celtic-April-21-2021-Scottish-Premiership,0.5,0.6666666666666666,0.5
19,19,19,19,19,19,19,19,19,19,19,2021-05-02,Sun,Premiership,Championship round,Away,L 1–4,Celtic,Rangers,Y,RB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/0befde00/Old-Firm-Derby-Rangers-Celtic-May-2-2021-Scottish-Premiership,0.0,0.6666666666666666,0.5
20,20,20,20,20,20,20,20,20,20,20,2021-05-12,Wed,Premiership,Championship round,Home,W 4–0,Celtic,St Johnstone,Y,RB,90,0,0,0,0,1,0,0,0,,,2,,,,,,,,,,,,,,,/en/matches/23db96fb/Celtic-St-Johnstone-May-12-2021-Scottish-Premiership,1.0,0.5,0.5
21,21,21,21,21,21,21,21,21,21,21,2021-05-15,Sat,Premiership,Championship round,Away,D 0–0,Celtic,Hibernian,Y,RB,90,0,0,0,0,0,0,1,0,,,1,,,,,,,,,,,,,,,/en/matches/187595a0/Hibernian-Celtic-May-15-2021-Scottish-Premiership,0.5,0.5,0.5
