,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 4–1,Brighton,Luton Town,Y,DM,90,0,0,0,0,3.0,1.0,0,0,95.0,2.0,2.0,2.0,0.5,0.5,0.6,8.0,0.0,67.0,79.0,84.8,8.0,59.0,0.0,1.0,1.0,/en/matches/56a137f7/Brighton-and-Hove-Albion-Luton-Town-August-12-2023-Premier-League,1.0,0.5,0.5104166666666666
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2023-08-19,Sat,Premier League,Matchweek 2,Away,W 4–1,Brighton,Wolves,Y,DM,80,0,0,0,0,0.0,0.0,1,0,70.0,0.0,1.0,1.0,0.0,0.0,0.2,3.0,0.0,58.0,66.0,87.9,7.0,37.0,1.0,1.0,1.0,/en/matches/d7c606ec/Wolverhampton-Wanderers-Brighton-and-Hove-Albion-August-19-2023-Premier-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2023-08-26,Sat,Premier League,Matchweek 3,Home,L 1–3,Brighton,West Ham,Y,DM,90,1,0,0,0,5.0,4.0,0,0,131.0,1.0,0.0,2.0,0.2,0.2,0.2,12.0,1.0,102.0,122.0,83.6,26.0,92.0,4.0,1.0,1.0,/en/matches/ba68d60c/Brighton-and-Hove-Albion-West-Ham-United-August-26-2023-Premier-League,0.0,0.5,0.5333333333333333
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2023-09-02,Sat,Premier League,Matchweek 4,Home,W 3–1,Brighton,Newcastle Utd,Y,"DM,RM",88,0,0,0,0,0.0,0.0,0,0,71.0,3.0,2.0,3.0,0.0,0.0,0.1,2.0,0.0,49.0,58.0,84.5,4.0,38.0,2.0,3.0,2.0,/en/matches/4f754e0a/Brighton-and-Hove-Albion-Newcastle-United-September-2-2023-Premier-League,1.0,0.6666666666666666,0.3541666666666666
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2023-09-09,Sat,Friendlies (M),Friendlies (M),Home,L 1–4,de Germany,jp Japan,N,,27,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/cfc6f12b/Germany-Japan-September-9-2023-Friendlies-M,0.0,0.6666666666666666,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2023-09-12,Tue,Friendlies (M),Friendlies (M),Home,W 2–1,de Germany,fr France,N,,66,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/1a3bf09a/Germany-France-September-12-2023-Friendlies-M,1.0,0.3333333333333333,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2023-09-16,Sat,Premier League,Matchweek 5,Away,W 3–1,Brighton,Manchester Utd,Y,DM,90,1,0,0,0,2.0,2.0,0,0,112.0,1.0,0.0,3.0,0.3,0.3,0.0,2.0,1.0,99.0,101.0,98.0,5.0,74.0,2.0,2.0,1.0,/en/matches/ddcf2857/Manchester-United-Brighton-and-Hove-Albion-September-16-2023-Premier-League,1.0,0.6666666666666666,0.4895833333333333
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2023-09-21,Thu,Europa Lg,Group stage,Home,L 2–3,eng Brighton,gr AEK Athens,Y*,DM,90,0,0,0,0,2.0,2.0,0,0,93.0,2.0,0.0,0.0,0.1,0.1,0.3,4.0,1.0,72.0,86.0,83.7,6.0,66.0,0.0,0.0,0.0,/en/matches/8aebde7a/Brighton-and-Hove-Albion-AEK-Athens-September-21-2023-Europa-League,0.0,0.6666666666666666,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2023-10-05,Thu,Europa Lg,Group stage,Away,D 2–2,eng Brighton,fr Marseille,Y,"DM,CM",90,1,0,0,0,1.0,1.0,1,0,46.0,1.0,0.0,1.0,0.4,0.4,0.2,8.0,0.0,32.0,40.0,80.0,3.0,29.0,0.0,0.0,0.0,/en/matches/6e5bc2fb/Marseille-Brighton-and-Hove-Albion-October-5-2023-Europa-League,0.5,0.6666666666666666,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2023-10-08,Sun,Premier League,Matchweek 8,Home,D 2–2,Brighton,Liverpool,Y,DM,90,0,0,0,0,2.0,0.0,0,0,72.0,0.0,0.0,1.0,0.1,0.1,0.0,6.0,0.0,56.0,65.0,86.2,2.0,45.0,1.0,0.0,0.0,/en/matches/3b1ec657/Brighton-and-Hove-Albion-Liverpool-October-8-2023-Premier-League,0.5,0.5,0.7142857142857142
