,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-13,Sun,Premier League,Matchweek 1,Home,D 2–2,Brentford,Tottenham,Y,CB,90,0,0,0,0,0,0,0,0,60.0,2.0,0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,49.0,81.6,0.0,24.0,0.0,1.0,0.0,/en/matches/67ed3ba2/Brentford-Tottenham-Hotspur-August-13-2023-Premier-League,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2023-08-19,Sat,Premier League,Matchweek 2,Away,W 3–0,Brentford,Fulham,Y,CB,90,0,0,0,0,1,0,0,0,73.0,0.0,0,1.0,0.1,0.1,0.0,0.0,0.0,55.0,61.0,90.2,3.0,51.0,1.0,2.0,2.0,/en/matches/46be83af/Fulham-Brentford-August-19-2023-Premier-League,1.0,0.5,0.5104166666666666
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2023-08-26,Sat,Premier League,Matchweek 3,Home,D 1–1,Brentford,Crystal Palace,Y,CB,90,0,0,0,0,1,0,0,0,77.0,0.0,2,0.0,0.0,0.0,0.0,1.0,1.0,66.0,74.0,89.2,3.0,43.0,0.0,1.0,1.0,/en/matches/537b2b0b/Brentford-Crystal-Palace-August-26-2023-Premier-League,0.5,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2023-09-02,Sat,Premier League,Matchweek 4,Home,D 2–2,Brentford,Bournemouth,N,CB,10,0,1,0,0,0,0,0,0,19.0,0.0,0,0.0,0.0,0.0,0.5,1.0,1.0,13.0,18.0,72.2,1.0,4.0,0.0,0.0,0.0,/en/matches/e2946b10/Brentford-Bournemouth-September-2-2023-Premier-League,0.5,0.6666666666666666,0.34523809523809523
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2023-09-07,Thu,Euro Qualifying,Group stage,Away,L 0–2,ie Rep. of Ireland,fr France,Y,CB,90,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/8ccbbab8/France-Republic-of-Ireland-September-7-2023-Euro-Qualifying,0.0,0.6666666666666666,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2023-09-10,Sun,Euro Qualifying,Group stage,Home,L 1–2,ie Rep. of Ireland,nl Netherlands,Y,CB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/24e4bf78/Republic-of-Ireland-Netherlands-September-10-2023-Euro-Qualifying,0.0,0.3333333333333333,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2023-09-16,Sat,Premier League,Matchweek 5,Away,L 0–1,Brentford,Newcastle Utd,Y,CB,90,0,0,0,0,0,0,1,0,56.0,3.0,2,3.0,0.0,0.0,0.0,0.0,0.0,34.0,44.0,77.3,3.0,28.0,0.0,1.0,1.0,/en/matches/71b7e5e2/Newcastle-United-Brentford-September-16-2023-Premier-League,0.0,0.1666666666666666,0.1666666666666666
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2023-09-23,Sat,Premier League,Matchweek 6,Home,L 1–3,Brentford,Everton,Y,CB,90,0,0,0,0,0,0,0,0,113.0,3.0,2,0.0,0.0,0.0,0.2,1.0,0.0,88.0,101.0,87.1,7.0,77.0,2.0,2.0,1.0,/en/matches/96681b93/Brentford-Everton-September-23-2023-Premier-League,0.0,0.0,0.4230769230769231
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2023-09-27,Wed,EFL Cup,Third round,Home,L 0–1,Brentford,Arsenal,Y,CB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/80d68b2d/Brentford-Arsenal-September-27-2023-EFL-Cup,0.0,0.0,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2023-10-01,Sun,Premier League,Matchweek 7,Away,D 1–1,Brentford,Nott'ham Forest,Y,CB,90,0,0,0,0,0,0,0,0,94.0,0.0,4,0.0,0.0,0.0,0.0,1.0,0.0,76.0,85.0,89.4,9.0,77.0,0.0,0.0,0.0,/en/matches/923467c5/Nottingham-Forest-Brentford-October-1-2023-Premier-League,0.5,0.0,0.4374999999999999
