,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-17,Thu,EFL Cup,Second round,Home,D 1 (5)–1 (4),Burnley,Sheffield Utd,Y,CB,90,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/77dbe1b0/Burnley-Sheffield-United-September-17-2020-EFL-Cup,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,2020-09-20,Sun,Premier League,Matchweek 2,Away,L 2–4,Burnley,Leicester City,Y,CB,90,0,0,0,0,0.0,0.0,0,0,29.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,18.0,50.0,1.0,6.0,0.0,0.0,0.0,/en/matches/465b25a8/Leicester-City-Burnley-September-20-2020-Premier-League,0.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2020-09-26,Sat,Premier League,Matchweek 3,Home,L 0–1,Burnley,Southampton,Y,CB,90,0,0,0,0,0.0,0.0,0,0,81.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,48.0,68.0,70.6,1.0,25.0,0.0,0.0,0.0,/en/matches/ae113c54/Burnley-Southampton-September-26-2020-Premier-League,0.0,0.5,0.15384615384615385
3,3,3,3,3,3,3,3,3,3,3,3,3,2020-09-30,Wed,EFL Cup,Fourth round,Home,L 0–3,Burnley,Manchester City,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/3dd1e6a4/Burnley-Manchester-City-September-30-2020-EFL-Cup,0.0,0.1666666666666666,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,2020-10-03,Sat,Premier League,Matchweek 4,Away,L 1–3,Burnley,Newcastle Utd,Y,CB,90,0,0,0,0,1.0,0.0,0,0,41.0,2.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,29.0,36.0,80.6,3.0,21.0,0.0,0.0,0.0,/en/matches/34ba607f/Newcastle-United-Burnley-October-3-2020-Premier-League,0.0,0.0,0.511904761904762
5,5,5,5,5,5,5,5,5,5,5,5,5,2020-10-11,Sun,UEFA Nations League,League B,Home,D 0–0,ie Rep. of Ireland,wls Wales,Y,CB,24,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/cbe19e95/Republic-of-Ireland-Wales-October-11-2020-UEFA-Nations-League,0.5,0.0,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,2020-10-19,Mon,Premier League,Matchweek 5,Away,D 0–0,Burnley,West Brom,Y,CB,90,0,0,0,0,0.0,0.0,0,0,33.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,31.0,71.0,3.0,11.0,0.0,0.0,0.0,/en/matches/13f3ae88/West-Bromwich-Albion-Burnley-October-19-2020-Premier-League,0.5,0.1666666666666666,0.3333333333333333
7,7,7,7,7,7,7,7,7,7,7,7,7,2020-10-26,Mon,Premier League,Matchweek 6,Home,L 0–1,Burnley,Tottenham,Y,CB,90,0,0,0,0,0.0,0.0,1,0,41.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,22.0,33.0,66.7,4.0,18.0,0.0,0.0,0.0,/en/matches/4931660e/Burnley-Tottenham-Hotspur-October-26-2020-Premier-League,0.0,0.3333333333333333,0.7142857142857142
8,8,8,8,8,8,8,8,8,8,8,8,8,2020-10-31,Sat,Premier League,Matchweek 7,Home,L 0–3,Burnley,Chelsea,Y,CB,90,0,0,0,0,0.0,0.0,1,0,43.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,35.0,82.9,1.0,24.0,0.0,0.0,0.0,/en/matches/0f158c5c/Burnley-Chelsea-October-31-2020-Premier-League,0.0,0.3333333333333333,0.6785714285714285
9,9,9,9,9,9,9,9,9,9,9,9,9,2020-11-12,Thu,Friendlies (M),Friendlies (M),Away,L 0–3,ie Rep. of Ireland,eng England,N,,30,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/035fe1c0/England-Republic-of-Ireland-November-12-2020-Friendlies-M,0.0,0.1666666666666666,0.5
10,10,10,10,10,10,10,10,10,10,10,10,10,2020-11-15,Sun,UEFA Nations League,League B,Away,L 0–1,ie Rep. of Ireland,wls Wales,Y,CM,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/c52b11de/Wales-Republic-of-Ireland-November-15-2020-UEFA-Nations-League,0.0,0.0,0.5
11,11,11,11,11,11,11,11,11,11,11,11,11,2020-11-18,Wed,UEFA Nations League,League B,Home,D 0–0,ie Rep. of Ireland,bg Bulgaria,Y,CB,90,0,0,0,0,0.0,0.0,1,0,,,0.0,,,,,,,,,,,,,,,/en/matches/387d8147/Republic-of-Ireland-Bulgaria-November-18-2020-UEFA-Nations-League,0.5,0.0,0.5
12,12,12,12,12,12,12,12,12,12,12,12,12,2021-01-24,Sun,FA Cup,Fourth round proper,Away,W 3–0,Burnley,Fulham,Y,CB,90,1,0,0,0,1.0,1.0,0,0,,,5.0,,,,,,,,,,,,,,,/en/matches/05c9adfe/Fulham-Burnley-January-24-2021-FA-Cup,1.0,0.1666666666666666,0.5
13,13,13,13,13,13,13,13,13,13,13,13,13,2021-02-09,Tue,FA Cup,Fifth round proper,Home,L 0–2,Burnley,Bournemouth,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/608db666/Burnley-Bournemouth-February-9-2021-FA-Cup,0.0,0.5,0.5
14,14,14,14,14,14,14,14,14,14,14,14,14,2021-02-13,Sat,Premier League,Matchweek 24,Away,W 3–0,Burnley,Crystal Palace,N,CB,7,0,0,0,0,0.0,0.0,0,0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,/en/matches/34a4b546/Crystal-Palace-Burnley-February-13-2021-Premier-League,1.0,0.5,0.5
15,15,15,15,15,15,15,15,15,15,15,15,15,2021-02-17,Wed,Premier League,Matchweek 17,Home,D 1–1,Burnley,Fulham,Y,CB,90,0,0,0,0,1.0,0.0,0,0,52.0,0.0,1.0,2.0,0.3,0.3,0.0,0.0,0.0,32.0,46.0,69.6,2.0,31.0,0.0,0.0,0.0,/en/matches/6285d050/Burnley-Fulham-February-17-2021-Premier-League,0.5,0.6666666666666666,0.5
