,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
0,2023-01-14,Sat,Matchweek 22,Away,L 0–3,Liverpool,Wolves,Y,"LW,LM",84,4,2,0,1,0,0,1,0,0,0,0,0,0,0,/en/matches/d67a16c8/Wolverhampton-Wanderers-Liverpool-February-4-2023-Premier-League
1,2023-01-14,Mon,Matchweek 23,Home,W 2–0,Liverpool,Everton,Y,FW,79,4,3,0,1,0,0,0,0,0,0,0,0,0,0,/en/matches/a895ec23/Merseyside-Derby-Liverpool-Everton-February-13-2023-Premier-League
2,2023-01-14,Sat,Matchweek 24,Away,W 2–0,Liverpool,Newcastle Utd,Y,FW,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/2f909763/Newcastle-United-Liverpool-February-18-2023-Premier-League
3,2023-01-14,Sat,Matchweek 25,Away,D 0–0,Liverpool,Crystal Palace,Y,"FW,LW",83,2,1,0,0,0,1,0,0,0,0,0,0,0,0,/en/matches/8a59c49c/Crystal-Palace-Liverpool-February-25-2023-Premier-League
4,2023-01-14,Wed,Matchweek 7,Home,W 2–0,Liverpool,Wolves,N,"FW,LW",15,1,1,0,0,0,0,0,1,1,0,0,0,0,0,/en/matches/5e05f5f4/Liverpool-Wolverhampton-Wanderers-March-1-2023-Premier-League
5,2023-01-14,Sun,Matchweek 26,Home,W 7–0,Liverpool,Manchester Utd,Y,FW,78,3,2,0,0,1,0,0,1,1,0,0,0,0,0,/en/matches/756e8036/North-West-Derby-Liverpool-Manchester-United-March-5-2023-Premier-League
6,2023-01-14,Sat,Matchweek 27,Away,L 0–1,Liverpool,Bournemouth,Y,"FW,AM",90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/d376dff8/Bournemouth-Liverpool-March-11-2023-Premier-League
7,2023-01-14,Sat,Matchweek 29,Away,L 1–4,Liverpool,Manchester City,Y,"FW,LW",81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/40966f45/Manchester-City-Liverpool-April-1-2023-Premier-League
8,2023-01-14,Tue,Matchweek 8,Away,D 0–0,Liverpool,Chelsea,N,LW,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/1028e683/Chelsea-Liverpool-April-4-2023-Premier-League
9,2023-01-14,Sun,Matchweek 30,Home,D 2–2,Liverpool,Arsenal,Y,"FW,LW,LM",90,4,4,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/f3774baa/Liverpool-Arsenal-April-9-2023-Premier-League
10,2023-01-14,Mon,Matchweek 31,Away,W 6–1,Liverpool,Leeds United,Y,FW,80,3,3,0,0,0,0,0,1,1,0,0,0,0,0,/en/matches/fd3d05f5/Leeds-United-Liverpool-April-17-2023-Premier-League
11,2023-01-14,Sat,Matchweek 32,Home,W 3–2,Liverpool,Nott'ham Forest,Y,FW,59,1,0,0,0,1,0,0,0,0,0,0,0,0,0,/en/matches/99bfc321/Liverpool-Nottingham-Forest-April-22-2023-Premier-League
12,2023-01-14,Wed,Matchweek 33,Away,W 2–1,Liverpool,West Ham,Y,FW,77,3,2,0,0,1,0,0,0,0,0,0,0,0,0,/en/matches/f2f795ae/West-Ham-United-Liverpool-April-26-2023-Premier-League
13,2023-01-14,Sun,Matchweek 34,Home,W 4–3,Liverpool,Tottenham,Y,FW,72,4,3,0,0,0,1,0,2,1,0,0,0,1,0,/en/matches/e07267b3/Liverpool-Tottenham-Hotspur-April-30-2023-Premier-League
14,2023-01-14,Wed,Matchweek 28,Home,W 1–0,Liverpool,Fulham,N,"LW,FW",25,3,1,0,1,0,1,0,0,0,0,0,0,0,0,/en/matches/24fb8eca/Liverpool-Fulham-May-3-2023-Premier-League
15,2023-01-14,Sat,Matchweek 35,Home,W 1–0,Liverpool,Brentford,Y,"RM,FW",90,3,3,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/6e2d1c8c/Liverpool-Brentford-May-6-2023-Premier-League
16,2023-01-14,Mon,Matchweek 36,Away,W 3–0,Liverpool,Leicester City,Y,FW,90,4,4,0,0,0,0,0,1,1,0,0,0,0,0,/en/matches/7dd0fbd7/Leicester-City-Liverpool-May-15-2023-Premier-League
17,2023-01-14,Sat,Matchweek 37,Home,D 1–1,Liverpool,Aston Villa,Y,"FW,RM",90,2,2,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/72646bde/Liverpool-Aston-Villa-May-20-2023-Premier-League
18,2023-01-14,Sun,Matchweek 38,Away,D 4–4,Liverpool,Southampton,N,"CM,LM",34,2,2,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/8e5c6ea7/Southampton-Liverpool-May-28-2023-Premier-League
