,Unnamed: 0.34,Unnamed: 0.33,Unnamed: 0.32,Unnamed: 0.31,Unnamed: 0.30,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2021-09-25,Sat,Premier League,Matchweek 6,Away,W 2–1,West Ham,Leeds United,Y,"DM,CM",90,0,0,0,0,1.0,1.0,0,0,43.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,31.0,36.0,86.1,5.0,17.0,1.0,0.0,0.0,/en/matches/6e228b2c/Leeds-United-West-Ham-United-September-25-2021-Premier-League,1.0,0.5,0.4285714285714285
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2021-09-30,Thu,Europa Lg,Group stage,Home,W 2–0,eng West Ham,at Rapid Wien,N,DM,29,0,0,0,0,1.0,0.0,0,0,16.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,80.0,0.0,6.0,0.0,1.0,0.0,/en/matches/d2ff6580/West-Ham-United-Rapid-Wien-September-30-2021-Europa-League,1.0,0.6666666666666666,0.5
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2021-10-03,Sun,Premier League,Matchweek 7,Home,L 1–2,West Ham,Brentford,Y,DM,90,0,1,0,0,1.0,0.0,0,0,48.0,1.0,2.0,1.0,0.1,0.1,0.1,3.0,0.0,30.0,37.0,81.1,3.0,24.0,2.0,0.0,0.0,/en/matches/f1eead63/West-Ham-United-Brentford-October-3-2021-Premier-League,0.0,0.6666666666666666,0.5952380952380952
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2021-10-08,Fri,WCQ,First round,Home,D 2–2,cz Czech Republic,wls Wales,Y,DM,90,0,0,0,0,1.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/3f2e2218/Czech-Republic-Wales-October-8-2021-WCQ----UEFA-M,0.5,0.6666666666666666,0.5
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2021-10-11,Mon,WCQ,First round,Away,W 2–0,cz Czech Republic,by Belarus,Y*,DM,90,0,0,0,0,2.0,2.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/53681893/Belarus-Czech-Republic-October-11-2021-WCQ----UEFA-M,1.0,0.5,0.5
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2021-10-17,Sun,Premier League,Matchweek 8,Away,W 1–0,West Ham,Everton,Y,DM,78,0,0,0,0,0.0,0.0,0,0,58.0,3.0,2.0,2.0,0.0,0.0,0.1,3.0,0.0,46.0,48.0,95.8,8.0,37.0,1.0,2.0,1.0,/en/matches/15871600/Everton-West-Ham-United-October-17-2021-Premier-League,1.0,0.5,0.6250000000000001
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2021-10-21,Thu,Europa Lg,Group stage,Home,W 3–0,eng West Ham,be Genk,Y,DM,90,0,0,0,0,1.0,1.0,0,0,98.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,81.0,90.0,90.0,9.0,78.0,1.0,0.0,0.0,/en/matches/0134a1bd/West-Ham-United-Genk-October-21-2021-Europa-League,1.0,0.8333333333333334,0.5
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2021-10-24,Sun,Premier League,Matchweek 9,Home,W 1–0,West Ham,Tottenham,Y,DM,90,0,0,0,0,2.0,0.0,1,0,56.0,1.0,1.0,2.0,0.5,0.5,0.1,2.0,0.0,33.0,42.0,78.6,4.0,27.0,3.0,0.0,0.0,/en/matches/70c508ee/West-Ham-United-Tottenham-Hotspur-October-24-2021-Premier-League,1.0,1.0,0.8452380952380951
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2021-10-27,Wed,EFL Cup,Fourth round,Home,D 0 (5)–0 (3),West Ham,Manchester City,Y,DM,120,0,0,0,0,2.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/4cc7cf93/West-Ham-United-Manchester-City-October-27-2021-EFL-Cup,0.5,1.0,0.5
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2021-10-31,Sun,Premier League,Matchweek 10,Away,W 4–1,West Ham,Aston Villa,Y,DM,90,0,0,0,0,3.0,1.0,0,0,60.0,1.0,3.0,1.0,0.1,0.1,0.0,1.0,1.0,37.0,45.0,82.2,6.0,20.0,4.0,0.0,0.0,/en/matches/a62478a2/Aston-Villa-West-Ham-United-October-31-2021-Premier-League,1.0,0.8333333333333334,0.1904761904761904
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2021-11-04,Thu,Europa Lg,Group stage,Away,D 2–2,eng West Ham,be Genk,N,DM,33,0,0,0,0,0.0,0.0,0,0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,81.3,0.0,12.0,1.0,0.0,0.0,/en/matches/f5da596e/Genk-West-Ham-United-November-4-2021-Europa-League,0.5,0.8333333333333334,0.5
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2021-11-07,Sun,Premier League,Matchweek 11,Home,W 3–2,West Ham,Liverpool,Y,DM,90,0,0,0,0,0.0,0.0,1,0,46.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,34.0,70.6,3.0,9.0,0.0,0.0,0.0,/en/matches/63538dc7/West-Ham-United-Liverpool-November-7-2021-Premier-League,1.0,0.6666666666666666,0.8809523809523812
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2021-11-11,Thu,Friendlies (M),Friendlies (M),Home,W 7–0,cz Czech Republic,kw Kuwait,Y*,DM,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/317816d6/Czech-Republic-Kuwait-November-11-2021-Friendlies-M,1.0,0.8333333333333334,0.5
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,2021-11-20,Sat,Premier League,Matchweek 12,Away,L 0–1,West Ham,Wolves,Y,DM,90,0,0,0,0,1.0,1.0,0,0,56.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,35.0,45.0,77.8,2.0,33.0,1.0,0.0,0.0,/en/matches/013c4797/Wolverhampton-Wanderers-West-Ham-United-November-20-2021-Premier-League,0.0,0.8333333333333334,0.4743589743589743
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2021-11-25,Thu,Europa Lg,Group stage,Away,W 2–0,eng West Ham,at Rapid Wien,Y,DM,64,0,0,0,0,1.0,1.0,0,0,64.0,0.0,3.0,0.0,0.4,0.4,0.0,3.0,0.0,52.0,59.0,88.1,4.0,38.0,1.0,1.0,1.0,/en/matches/7785059b/Rapid-Wien-West-Ham-United-November-25-2021-Europa-League,1.0,0.6666666666666666,0.5
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2021-11-28,Sun,Premier League,Matchweek 13,Away,L 1–2,West Ham,Manchester City,Y,DM,90,0,0,0,0,1.0,0.0,0,0,38.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,29.0,69.0,2.0,19.0,2.0,1.0,1.0,/en/matches/c37446de/Manchester-City-West-Ham-United-November-28-2021-Premier-League,0.0,0.6666666666666666,0.875
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,2021-12-01,Wed,Premier League,Matchweek 14,Home,D 1–1,West Ham,Brighton,Y,DM,90,1,0,0,0,1.0,1.0,0,0,29.0,1.0,1.0,0.0,0.6,0.6,0.0,2.0,0.0,13.0,21.0,61.9,1.0,14.0,0.0,0.0,0.0,/en/matches/2049300f/West-Ham-United-Brighton-and-Hove-Albion-December-1-2021-Premier-League,0.5,0.3333333333333333,0.3928571428571428
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,2021-12-04,Sat,Premier League,Matchweek 15,Home,W 3–2,West Ham,Chelsea,Y,"CM,DM",90,0,0,0,0,1.0,0.0,0,0,32.0,2.0,0.0,1.0,0.1,0.1,0.1,1.0,0.0,16.0,22.0,72.7,3.0,15.0,1.0,0.0,0.0,/en/matches/776aa8ab/West-Ham-United-Chelsea-December-4-2021-Premier-League,1.0,0.5,0.8333333333333334
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2021-12-12,Sun,Premier League,Matchweek 16,Away,D 0–0,West Ham,Burnley,Y,DM,90,0,0,0,0,3.0,0.0,0,0,64.0,0.0,2.0,1.0,0.3,0.3,0.0,2.0,0.0,38.0,53.0,71.7,6.0,31.0,2.0,0.0,0.0,/en/matches/6d236ce6/Burnley-West-Ham-United-December-12-2021-Premier-League,0.5,0.5,0.3452380952380952
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,2021-12-15,Wed,Premier League,Matchweek 17,Away,L 0–2,West Ham,Arsenal,Y,DM,90,0,0,0,0,0.0,0.0,0,0,55.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,29.0,33.0,87.9,1.0,24.0,1.0,3.0,2.0,/en/matches/3f1ff3a5/Arsenal-West-Ham-United-December-15-2021-Premier-League,0.0,0.6666666666666666,0.3809523809523809
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2021-12-22,Wed,EFL Cup,Quarter-finals,Away,L 1–2,West Ham,Tottenham,Y,DM,90,0,0,0,0,2.0,2.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/6981927c/Tottenham-Hotspur-West-Ham-United-December-22-2021-EFL-Cup,0.0,0.5,0.5
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2021-12-26,Sun,Premier League,Matchweek 19,Home,L 2–3,West Ham,Southampton,Y,DM,90,0,0,0,0,1.0,0.0,0,0,50.0,1.0,2.0,1.0,0.2,0.2,0.1,2.0,1.0,27.0,39.0,69.2,5.0,12.0,1.0,1.0,1.0,/en/matches/36a056cf/West-Ham-United-Southampton-December-26-2021-Premier-League,0.0,0.1666666666666666,0.4166666666666666
32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,2021-12-28,Tue,Premier League,Matchweek 20,Away,W 4–1,West Ham,Watford,Y,DM,90,1,0,0,0,2.0,1.0,0,0,69.0,5.0,2.0,0.0,0.1,0.1,0.4,1.0,0.0,42.0,55.0,76.4,8.0,30.0,2.0,0.0,0.0,/en/matches/b56fd899/Watford-West-Ham-United-December-28-2021-Premier-League,1.0,0.0,0.0476190476190476
33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,2022-01-01,Sat,Premier League,Matchweek 21,Away,W 3–2,West Ham,Crystal Palace,Y,DM,90,0,0,0,0,0.0,0.0,0,0,45.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,32.0,65.6,3.0,22.0,0.0,1.0,1.0,/en/matches/b0b5cba6/Crystal-Palace-West-Ham-United-January-1-2022-Premier-League,1.0,0.3333333333333333,0.5
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,2022-01-09,Sun,FA Cup,Third round proper,Home,W 2–0,West Ham,Leeds United,Y,DM,90,0,0,0,0,0.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/b5e5de2f/West-Ham-United-Leeds-United-January-9-2022-FA-Cup,1.0,0.6666666666666666,0.5
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,2022-01-22,Sat,Premier League,Matchweek 23,Away,L 0–1,West Ham,Manchester Utd,Y,DM,90,0,0,0,0,1.0,0.0,0,0,53.0,0.0,3.0,1.0,0.0,0.0,0.1,2.0,0.0,26.0,40.0,65.0,4.0,19.0,1.0,0.0,0.0,/en/matches/7c23f694/Manchester-United-West-Ham-United-January-22-2022-Premier-League,0.0,1.0,0.5
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,2022-02-05,Sat,FA Cup,Fourth round proper,Away,W 2–1,West Ham,Kidderminster,N,,58,0,0,0,0,1.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/b80898bc/Kidderminster-West-Ham-United-February-5-2022-FA-Cup,1.0,0.6666666666666666,0.5
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,2022-02-08,Tue,Premier League,Matchweek 24,Home,W 1–0,West Ham,Watford,Y,DM,90,0,0,0,0,3.0,0.0,0,0,95.0,3.0,2.0,1.0,0.4,0.4,0.1,4.0,1.0,58.0,80.0,72.5,12.0,54.0,0.0,1.0,0.0,/en/matches/3778ac3f/West-Ham-United-Watford-February-8-2022-Premier-League,1.0,0.6666666666666666,0.5
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,2022-02-13,Sun,Premier League,Matchweek 25,Away,D 2–2,West Ham,Leicester City,Y,DM,90,0,0,0,0,0.0,0.0,0,0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,34.0,50.0,4.0,16.0,1.0,1.0,0.0,/en/matches/c2c20295/Leicester-City-West-Ham-United-February-13-2022-Premier-League,0.5,0.6666666666666666,0.5
39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,2022-02-19,Sat,Premier League,Matchweek 26,Home,D 1–1,West Ham,Newcastle Utd,Y,DM,90,0,0,0,0,1.0,0.0,0,0,40.0,1.0,2.0,1.0,0.0,0.0,0.1,2.0,0.0,19.0,25.0,76.0,2.0,17.0,1.0,0.0,0.0,/en/matches/4e263347/West-Ham-United-Newcastle-United-February-19-2022-Premier-League,0.5,0.8333333333333334,0.5
40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,2022-02-27,Sun,Premier League,Matchweek 27,Home,W 1–0,West Ham,Wolves,Y,CM,90,1,0,0,0,2.0,1.0,0,0,37.0,0.0,4.0,1.0,0.7,0.7,0.2,2.0,0.0,22.0,30.0,73.3,2.0,23.0,0.0,0.0,0.0,/en/matches/b1dcaf8d/West-Ham-United-Wolverhampton-Wanderers-February-27-2022-Premier-League,1.0,0.6666666666666666,0.5
41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,2022-03-02,Wed,FA Cup,Fifth round proper,Away,L 1–3,West Ham,Southampton,Y,DM,52,0,0,0,0,2.0,1.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/c29212bb/Southampton-West-Ham-United-March-2-2022-FA-Cup,0.0,0.6666666666666666,0.5
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,2022-03-05,Sat,Premier League,Matchweek 28,Away,L 0–1,West Ham,Liverpool,Y,CM,90,0,0,0,0,2.0,1.0,0,0,49.0,3.0,3.0,2.0,0.1,0.1,0.5,3.0,0.0,26.0,34.0,76.5,4.0,20.0,1.0,0.0,0.0,/en/matches/bc1944c3/Liverpool-West-Ham-United-March-5-2022-Premier-League,0.0,0.5,0.5
43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,2022-03-10,Thu,Europa Lg,Round of 16,Away,L 0–1,eng West Ham,es Sevilla,Y,RM,90,0,0,0,0,1.0,1.0,0,0,46.0,1.0,2.0,0.0,0.1,0.1,0.1,3.0,0.0,27.0,34.0,79.4,5.0,31.0,1.0,5.0,2.0,/en/matches/c7803d18/Sevilla-West-Ham-United-March-10-2022-Europa-League,0.0,0.3333333333333333,0.5
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,2022-03-13,Sun,Premier League,Matchweek 29,Home,W 2–1,West Ham,Aston Villa,Y,"DM,CM",90,0,0,0,0,1.0,0.0,0,0,46.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,21.0,34.0,61.8,2.0,15.0,0.0,0.0,0.0,/en/matches/81f2f022/West-Ham-United-Aston-Villa-March-13-2022-Premier-League,1.0,0.0,0.5
45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,2022-03-17,Thu,Europa Lg,Round of 16,Home,W 2–0,eng West Ham,es Sevilla,Y,RM,120,1,0,0,0,3.0,2.0,0,0,51.0,3.0,1.0,2.0,0.4,0.4,0.0,3.0,0.0,25.0,30.0,83.3,5.0,24.0,0.0,1.0,0.0,/en/matches/0ac22e7b/West-Ham-United-Sevilla-March-17-2022-Europa-League,1.0,0.3333333333333333,0.5
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,2022-03-20,Sun,Premier League,Matchweek 30,Away,L 1–3,West Ham,Tottenham,Y,"CM,RM",90,0,0,0,0,0.0,0.0,0,0,34.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,29.0,79.3,2.0,27.0,2.0,3.0,2.0,/en/matches/5fb752fa/Tottenham-Hotspur-West-Ham-United-March-20-2022-Premier-League,0.0,0.6666666666666666,0.5
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,2022-03-24,Thu,WCQ,Semi-finals,Away,L 0–1,cz Czech Republic,se Sweden,Y*,DM,120,0,0,0,0,2.0,0.0,1,0,,,0.0,,,,,,,,,,,,,,,/en/matches/4f8f7d57/Sweden-Czech-Republic-March-24-2022-WCQ----UEFA-M,0.0,0.6666666666666666,0.5
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,2022-03-29,Tue,Friendlies (M),Friendlies (M),Neutral,D 1–1,cz Czech Republic,wls Wales,Y*,CM,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/0ace8939/Wales-Czech-Republic-March-29-2022-Friendlies-M,0.5,0.3333333333333333,0.5
