,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,2021-10-18,Mon,PL2 — Div. 1,Matchweek 8,Home,W 4–2,Everton,Leeds United,Y,CM,81,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/6fcfdad1/Everton-U23-Leeds-United-U23-October-18-2021-Premier-League-2----Division-1,1.0,0.5,0.5
1,1,1,1,1,1,1,2021-10-22,Fri,PL2 — Div. 1,Matchweek 9,Away,L 0–4,Everton,Arsenal,Y,CM,81,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/e589bdeb/Arsenal-U23-Everton-U23-October-22-2021-Premier-League-2----Division-1,0.0,0.5,0.5
2,2,2,2,2,2,2,2021-10-30,Sat,PL2 — Div. 1,Matchweek 10,Away,D 1–1,Everton,Chelsea,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/6c3162df/Chelsea-U23-Everton-U23-October-30-2021-Premier-League-2----Division-1,0.5,0.5,0.5
3,3,3,3,3,3,3,2021-11-06,Sat,PL2 — Div. 1,Matchweek 11,Home,W 3–2,Everton,Manchester City,Y,CM,79,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/3c6e9dab/Everton-U23-Manchester-City-U23-November-6-2021-Premier-League-2----Division-1,1.0,0.5,0.5
4,4,4,4,4,4,4,2021-11-21,Sun,Premier League,Matchweek 12,Away,L 0–3,Everton,Manchester City,N,CM,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,/en/matches/bfbe7402/Manchester-City-Everton-November-21-2021-Premier-League,0.0,0.5,0.8095238095238094
5,5,5,5,5,5,5,2021-11-22,Mon,PL2 — Div. 1,Matchweek 12,Home,W 2–1,Everton,Brighton,Y,CM,90,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/710644ee/Everton-U23-Brighton-and-Hove-Albion-U23-November-22-2021-Premier-League-2----Division-1,1.0,0.5,0.5
6,6,6,6,6,6,6,2021-11-26,Fri,PL2 — Div. 1,Matchweek 13,Away,L 0–4,Everton,Tottenham,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/4755fd21/Tottenham-Hotspur-U23-Everton-U23-November-26-2021-Premier-League-2----Division-1,0.0,0.6666666666666666,0.5
7,7,7,7,7,7,7,2021-12-06,Mon,PL2 — Div. 1,Matchweek 14,Home,W 2–0,Everton,Arsenal,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/9b5b3314/Everton-U23-Arsenal-U23-December-6-2021-Premier-League-2----Division-1,1.0,0.3333333333333333,0.5
8,8,8,8,8,8,8,2021-12-16,Thu,Premier League,Matchweek 17,Away,D 1–1,Everton,Chelsea,N,LM,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,/en/matches/70209eb1/Chelsea-Everton-December-16-2021-Premier-League,0.5,0.6666666666666666,0.630952380952381
9,9,9,9,9,9,9,2022-01-15,Sat,PL2 — Div. 1,Matchweek 17,Away,D 1–1,Everton,Liverpool,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/e3b35ffb/Liverpool-U23-Everton-U23-January-15-2022-Premier-League-2----Division-1,0.5,0.5,0.5
10,10,10,10,10,10,10,2022-01-22,Sat,Premier League,Matchweek 23,Home,L 0–1,Everton,Aston Villa,N,CM,26,0,0,0,0,1.0,0.0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,2.0,0.0,1.0,0.0,/en/matches/83bac3da/Everton-Aston-Villa-January-22-2022-Premier-League,0.0,0.6666666666666666,0.5
11,11,11,11,11,11,11,2022-02-21,Mon,PL2 — Div. 1,Matchweek 20,Away,W 2–0,Everton,Derby County,Y,CM,55,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/eaaeeac6/Derby-County-U23-Everton-U23-February-21-2022-Premier-League-2----Division-1,1.0,0.3333333333333333,0.5
12,12,12,12,12,12,12,2022-04-15,Fri,PL2 — Div. 1,Matchweek 21,Home,W 2–0,Everton,Chelsea,Y,CM,90,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/3cd9bb9a/Everton-U23-Chelsea-U23-April-15-2022-Premier-League-2----Division-1,1.0,0.5,0.5
