,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-09-01,Sun,Premier League,Matchweek 4,Away,D 2–2,Tottenham,Arsenal,Y,CB,90,0,0,0,0,0,0,0,0,39.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,32.0,36.0,88.9,0.0,14.0,0.0,0.0,0.0,/en/matches/0b6b8aaf/North-London-Derby-Arsenal-Tottenham-Hotspur-September-1-2019-Premier-League,0.5,0.5,0.5897435897435899
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-09-06,Fri,UEFA Euro Qualifying,Group stage,Away,W 4–0,be Belgium,sm San Marino,Y,CB,90,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/cf7ab546/San-Marino-Belgium-September-6-2019-UEFA-Euro-Qualifying,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2019-09-09,Mon,UEFA Euro Qualifying,Group stage,Away,W 4–0,be Belgium,sct Scotland,Y,CB,90,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/3e98d971/Scotland-Belgium-September-9-2019-UEFA-Euro-Qualifying,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2019-09-14,Sat,Premier League,Matchweek 5,Home,W 4–0,Tottenham,Crystal Palace,Y,CB,90,0,0,0,0,0,0,1,0,116.0,1.0,1,1.0,0.0,0.0,0.0,1.0,1.0,96.0,103.0,93.2,7.0,89.0,0.0,0.0,0.0,/en/matches/1d812c17/Tottenham-Hotspur-Crystal-Palace-September-14-2019-Premier-League,1.0,0.8333333333333334,0.6904761904761906
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2019-09-18,Wed,Champions Lg,Group stage,Away,D 2–2,eng Tottenham,gr Olympiacos,Y,CB,90,0,0,0,0,0,0,0,0,89.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,73.0,80.0,91.3,1.0,66.0,0.0,0.0,0.0,/en/matches/a6045d6f/Olympiacos-Tottenham-Hotspur-September-18-2019-Champions-League,0.5,1.0,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2019-09-21,Sat,Premier League,Matchweek 6,Away,L 1–2,Tottenham,Leicester City,Y,CB,90,0,0,0,0,0,0,0,0,52.0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,43.0,83.7,0.0,32.0,0.0,0.0,0.0,/en/matches/e30adc4b/Leicester-City-Tottenham-Hotspur-September-21-2019-Premier-League,0.0,0.8333333333333334,0.5476190476190476
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2019-09-28,Sat,Premier League,Matchweek 7,Home,W 2–1,Tottenham,Southampton,Y,CB,90,0,0,0,0,0,0,0,0,46.0,1.0,3,1.0,0.0,0.0,0.0,0.0,0.0,34.0,35.0,97.1,2.0,28.0,0.0,0.0,0.0,/en/matches/23ec5db0/Tottenham-Hotspur-Southampton-September-28-2019-Premier-League,1.0,0.5,0.630952380952381
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2019-10-01,Tue,Champions Lg,Group stage,Home,L 2–7,eng Tottenham,de Bayern Munich,Y,CB,90,0,0,0,0,0,0,0,0,69.0,2.0,0,3.0,0.0,0.0,0.0,0.0,0.0,50.0,56.0,89.3,2.0,42.0,0.0,0.0,0.0,/en/matches/ff840ac5/Tottenham-Hotspur-Bayern-Munich-October-1-2019-Champions-League,0.0,0.5,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2019-10-05,Sat,Premier League,Matchweek 8,Away,L 0–3,Tottenham,Brighton,Y,CB,90,0,0,0,0,0,0,0,0,79.0,4.0,4,1.0,0.0,0.0,0.0,0.0,0.0,62.0,69.0,89.9,4.0,60.0,2.0,1.0,0.0,/en/matches/aafb2d3a/Brighton-and-Hove-Albion-Tottenham-Hotspur-October-5-2019-Premier-League,0.0,0.3333333333333333,0.3095238095238095
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2019-10-10,Thu,UEFA Euro Qualifying,Group stage,Home,W 9–0,be Belgium,sm San Marino,Y,CB,90,0,0,0,0,1,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/9ef9508b/Belgium-San-Marino-October-10-2019-UEFA-Euro-Qualifying,1.0,0.3333333333333333,0.5
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2019-10-13,Sun,UEFA Euro Qualifying,Group stage,Away,W 2–0,be Belgium,kz Kazakhstan,Y,CB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/f968ed89/Kazakhstan-Belgium-October-13-2019-UEFA-Euro-Qualifying,1.0,0.3333333333333333,0.5
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2019-10-19,Sat,Premier League,Matchweek 9,Home,D 1–1,Tottenham,Watford,Y,CB,90,0,0,0,0,0,0,0,0,112.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,111.0,87.4,4.0,87.0,4.0,1.0,1.0,/en/matches/4df24be7/Tottenham-Hotspur-Watford-October-19-2019-Premier-League,0.5,0.6666666666666666,0.4285714285714285
