,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,Sun,Premier League,Matchweek 1,Away,W 2–1,Brighton,Manchester Utd,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sat,Premier League,Matchweek 2,Home,D 0–0,Brighton,Newcastle Utd,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Sun,PL2 — Div. 1,Matchweek 2,Home,D 1–1,Brighton,Liverpool,Y,LM,12,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
3,Tue,Friendlies (M),Friendlies (M),Neutral,D 0–0,ec Ecuador,jp Japan,N,,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
4,Sat,Premier League,Matchweek 9,Away,D 3–3,Brighton,Liverpool,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Sat,Premier League,Matchweek 10,Home,L 0–1,Brighton,Tottenham,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Fri,Premier League,Matchweek 11,Away,L 0–2,Brighton,Brentford,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Tue,Premier League,Matchweek 12,Home,D 0–0,Brighton,Nott'ham Forest,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Sat,Premier League,Matchweek 13,Away,L 1–3,Brighton,Manchester City,N,AM,4,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,1,0,1,0,Match Report
9,Sat,Premier League,Matchweek 14,Home,W 4–1,Brighton,Chelsea,N,FW,4,0,0,0,0,1,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,2,0,0,0,Match Report
10,Sat,Premier League,Matchweek 15,Away,W 3–2,Brighton,Wolves,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Wed,EFL Cup,Third round,Away,W 3–1,Brighton,Arsenal,Y,LM,78,0,1,0,0,3,0,1,0,,,0,,,,,,,,,,,,,,,Match Report
12,Sun,World Cup,Group stage,Neutral,W 2–0,ec Ecuador,qa Qatar,N,"LW,LM",23,0,0,0,0,0,0,0,0,10,2,0,0,0.0,0.0,0.0,0,0,5,8,62.5,2,7,2,2,1,Match Report
13,Fri,World Cup,Group stage,Neutral,D 1–1,ec Ecuador,nl Netherlands,N,AM,17,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.0,2,0,7,11,63.6,1,7,0,2,0,Match Report
14,Tue,World Cup,Group stage,Neutral,L 1–2,ec Ecuador,sn Senegal,N,AM,45,0,0,0,0,1,1,0,0,21,0,1,0,0.1,0.1,0.1,1,0,11,18,61.1,0,11,3,2,1,Match Report
15,Wed,EFL Cup,Fourth round,Away,D 0 (3)–0 (4),Brighton,Charlton Ath,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Mon,Premier League,Matchweek 17,Away,W 3–1,Brighton,Southampton,N,AM,24,0,0,0,0,0,0,0,0,16,1,1,0,0.0,0.0,0.0,0,0,11,13,84.6,2,14,0,3,3,Match Report
17,Sat,Premier League,Matchweek 18,Home,L 2–4,Brighton,Arsenal,N,AM,30,0,0,0,0,1,0,1,0,11,0,0,0,0.1,0.1,0.0,1,0,4,7,57.1,3,11,1,1,0,Match Report
18,Tue,Premier League,Matchweek 19,Away,W 4–1,Brighton,Everton,Y,AM,61,0,0,0,0,0,0,0,0,23,4,0,0,0.0,0.0,0.0,2,1,9,13,69.2,1,12,1,2,0,Match Report
19,Sat,FA Cup,Third round proper,Away,W 5–1,Brighton,Middlesbrough,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Sat,Premier League,Matchweek 20,Home,W 3–0,Brighton,Liverpool,N,AM,8,0,0,0,0,1,1,0,0,12,0,0,0,0.0,0.0,0.0,1,0,9,10,90.0,0,8,1,1,1,Match Report
21,Sat,Premier League,Matchweek 21,Away,D 2–2,Brighton,Leicester City,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Sun,FA Cup,Fourth round proper,Home,W 2–1,Brighton,Liverpool,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Sat,Premier League,Matchweek 22,Home,W 1–0,Brighton,Bournemouth,N,"CM,AM",34,0,1,0,0,2,1,0,0,18,0,0,0,0.2,0.2,0.2,4,1,12,15,80.0,2,12,2,2,2,Match Report
24,Sat,Premier League,Matchweek 23,Away,D 1–1,Brighton,Crystal Palace,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Sat,Premier League,Matchweek 24,Home,L 0–1,Brighton,Fulham,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Tue,FA Cup,Fifth round proper,Away,W 1–0,Brighton,Stoke City,Y,AM,78,0,0,0,0,2,1,0,0,,,0,,,,,,,,,,,,,,,Match Report
27,Sat,Premier League,Matchweek 26,Home,W 4–0,Brighton,West Ham,N,FW,8,0,0,0,0,0,0,0,0,12,1,0,2,0.0,0.0,0.0,2,0,5,6,83.3,3,8,0,1,0,Match Report
28,Sat,Premier League,Matchweek 27,Away,D 2–2,Brighton,Leeds United,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Wed,Premier League,Matchweek 8,Home,W 1–0,Brighton,Crystal Palace,N,"RM,AM",3,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,1,0,0,0,Match Report
30,Sun,FA Cup,Quarter-finals,Home,W 5–0,Brighton,Grimsby Town,N,,20,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
31,Fri,Friendlies (M),Friendlies (M),Away,L 1–3,ec Ecuador,au Australia,Y,FW,29,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
32,Tue,Friendlies (M),Friendlies (M),Away,W 2–1,ec Ecuador,au Australia,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,11-3-4,,,5/18,,523,0,3,0,0,11,4,2,0,145,8,2,2,0.4,0.4,0.3,13,2,76,104,73.1,14,94,10,17,8,
