,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,2022-07-02,Sat,Allsvenskan,Matchweek 12,Home,L 0–1,AIK Stockholm,Mjällby,N,,28,0,0,0,0,2.0,1.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/ce300dd3/AIK-Stockholm-Mjallby-July-2-2022-Allsvenskan,0.0,0.5,0.5
1,1,1,1,2022-07-10,Sun,Allsvenskan,Matchweek 13,Away,D 2–2,AIK Stockholm,Elfsborg,N,,24,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/5fcfe0ec/Elfsborg-AIK-Stockholm-July-10-2022-Allsvenskan,0.5,0.5,0.5
2,2,2,2,2022-07-17,Sun,Allsvenskan,Matchweek 14,Home,W 1–0,AIK Stockholm,Kalmar,N,,1,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/68abfa04/AIK-Stockholm-Kalmar-July-17-2022-Allsvenskan,1.0,0.5,0.5
3,3,3,3,2022-07-24,Sun,Allsvenskan,Matchweek 15,Away,W 3–2,AIK Stockholm,Värnamo,Y,CM,90,0,0,0,0,2.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/baa1b453/Varnamo-AIK-Stockholm-July-24-2022-Allsvenskan,1.0,0.5,0.5
4,4,4,4,2022-07-27,Wed,Conf Lg,Second qualifying round,Home,W 2–0,se AIK Stockholm,ua Vorskla Poltava,Y,RM,77,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/9ac813bf/AIK-Stockholm-Vorskla-Poltava-July-27-2022-Europa-Conference-League,1.0,0.8333333333333334,0.5
5,5,5,5,2022-08-04,Thu,Conf Lg,Third qualifying round,Home,D 1–1,se AIK Stockholm,mk Shkëndija 79,Y,CM,70,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/85898148/AIK-Stockholm-Shkendija-79-August-4-2022-Europa-Conference-League,0.5,1.0,0.5
6,6,6,6,2022-08-07,Sun,Allsvenskan,Matchweek 17,Away,L 0–1,AIK Stockholm,Kalmar,N,,36,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/01588bd7/Kalmar-AIK-Stockholm-August-7-2022-Allsvenskan,0.0,0.8333333333333334,0.5
7,7,7,7,2022-08-11,Thu,Conf Lg,Third qualifying round,Away,D 1 (3)–1 (2),se AIK Stockholm,mk Shkëndija 79,Y,CM,89,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/66a58d20/Shkendija-79-AIK-Stockholm-August-11-2022-Europa-Conference-League,0.5,0.5,0.5
8,8,8,8,2022-08-14,Sun,Allsvenskan,Matchweek 18,Home,D 2–2,AIK Stockholm,Värnamo,Y,LM,90,1,0,0,0,4.0,3.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/bdaad41a/AIK-Stockholm-Varnamo-August-14-2022-Allsvenskan,0.5,0.3333333333333333,0.5
9,9,9,9,2022-08-18,Thu,Conf Lg,Play-off round,Away,L 0–3,se AIK Stockholm,cz Slovácko,Y,CM,55,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/3db957c6/Slovacko-AIK-Stockholm-August-18-2022-Europa-Conference-League,0.0,0.3333333333333333,0.5
10,10,10,10,2022-08-21,Sun,Allsvenskan,Matchweek 19,Away,W 4–2,AIK Stockholm,Norrköping,Y,DM,61,1,0,0,0,1.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/bd4d529b/Norrkoping-AIK-Stockholm-August-21-2022-Allsvenskan,1.0,0.3333333333333333,0.5
11,11,11,11,2022-08-25,Thu,Conf Lg,Play-off round,Home,L 0–1,se AIK Stockholm,cz Slovácko,Y,AM,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/7ee40469/AIK-Stockholm-Slovacko-August-25-2022-Europa-Conference-League,0.0,0.5,0.5
12,12,12,12,2022-09-04,Sun,Allsvenskan,Matchweek 21,Home,W 4–0,AIK Stockholm,Sundsvall,Y,AM,86,0,0,0,0,1.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/dec3a76b/AIK-Stockholm-Sundsvall-September-4-2022-Allsvenskan,1.0,0.3333333333333333,0.5
