,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,2023-08-14,Mon,Primeira Liga,Matchweek 1,Away,L 2–3,Benfica,Boavista,Y,GK,90,0,0,0,0,0,0,0,0,22.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20.0,80.0,0.0,8.0,0.0,0.0,0.0,/en/matches/812a655e/Boavista-Benfica-August-14-2023-Primeira-Liga,0.0,0.5,0.5
1,1,1,1,1,1,1,2023-09-07,Thu,Euro Qualifying,Group stage,Away,L 0–3,gr Greece,nl Netherlands,Y,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/0f788310/Netherlands-Greece-September-7-2023-Euro-Qualifying,0.0,0.5,0.5
2,2,2,2,2,2,2,2023-09-10,Sun,Euro Qualifying,Group stage,Home,W 5–0,gr Greece,gi Gibraltar,Y,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/2b117929/Greece-Gibraltar-September-10-2023-Euro-Qualifying,1.0,0.5,0.5
3,3,3,3,3,3,3,2023-10-13,Fri,Euro Qualifying,Group stage,Away,W 2–0,gr Greece,ie Rep. of Ireland,Y,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/aa5588ab/Republic-of-Ireland-Greece-October-13-2023-Euro-Qualifying,1.0,0.3333333333333333,0.5
4,4,4,4,4,4,4,2023-10-16,Mon,Euro Qualifying,Group stage,Home,L 0–1,gr Greece,nl Netherlands,Y,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/29180b9e/Greece-Netherlands-October-16-2023-Euro-Qualifying,0.0,0.6666666666666666,0.5
5,5,5,5,5,5,5,2023-11-05,Sun,Premier League,Matchweek 11,Home,W 2–0,Nott'ham Forest,Aston Villa,Y,GK,90,0,0,0,0,0,0,0,0,32.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,31.0,67.7,0.0,10.0,0.0,0.0,0.0,/en/matches/ac18f108/Nottingham-Forest-Aston-Villa-November-5-2023-Premier-League,1.0,0.6666666666666666,0.9666666666666668
6,6,6,6,6,6,6,2023-11-12,Sun,Premier League,Matchweek 12,Away,L 2–3,Nott'ham Forest,West Ham,Y,GK,90,0,0,0,0,0,0,0,0,39.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,38.0,84.2,0.0,27.0,0.0,0.0,0.0,/en/matches/76b8e568/West-Ham-United-Nottingham-Forest-November-12-2023-Premier-League,0.0,0.6666666666666666,0.5238095238095238
