,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-06,Sun,Championship,Matchweek 1,Away,L 1–2,Coventry City,Leicester City,Y,CM,70,0,1,0,0,1,0,0,0,40.0,2.0,1,2.0,0.0,0.0,0.7,8.0,1.0,24.0,33.0,72.7,7.0,23.0,0.0,0.0,0.0,/en/matches/5060c50b/Leicester-City-Coventry-City-August-6-2023-Championship,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2023-08-09,Wed,EFL Cup,First round,Away,L 1–2,Coventry City,AFC Wimbledon,Y,DM,56,0,0,0,0,4,1,0,0,,,1,,,,,,,,,,,,,,,/en/matches/f7974834/AFC-Wimbledon-Coventry-City-August-9-2023-EFL-Cup,0.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2023-08-18,Fri,Premier League,Matchweek 2,Away,L 1–2,Sheffield Utd,Nott'ham Forest,Y,AM,90,1,0,0,0,1,1,1,0,58.0,1.0,2,1.0,0.0,0.0,0.0,2.0,0.0,33.0,47.0,70.2,3.0,29.0,2.0,2.0,1.0,/en/matches/a0a93f71/Nottingham-Forest-Sheffield-United-August-18-2023-Premier-League,0.0,0.5,0.4895833333333333
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2023-08-27,Sun,Premier League,Matchweek 3,Home,L 1–2,Sheffield Utd,Manchester City,Y,CM,90,0,0,0,0,1,0,0,0,24.0,1.0,0,0.0,0.2,0.2,0.1,1.0,0.0,15.0,19.0,78.9,2.0,8.0,3.0,0.0,0.0,/en/matches/0844ff10/Sheffield-United-Manchester-City-August-27-2023-Premier-League,0.0,0.0,0.736111111111111
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2023-09-02,Sat,Premier League,Matchweek 4,Home,D 2–2,Sheffield Utd,Everton,Y,CM,90,0,0,0,0,2,1,0,0,49.0,2.0,0,3.0,0.2,0.2,0.1,6.0,1.0,27.0,41.0,65.9,6.0,28.0,1.0,1.0,0.0,/en/matches/87b46bb9/Sheffield-United-Everton-September-2-2023-Premier-League,0.5,0.0,0.3974358974358974
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2023-09-16,Sat,Premier League,Matchweek 5,Away,L 1–2,Sheffield Utd,Tottenham,Y,CM,80,1,0,0,0,1,1,0,0,50.0,3.0,0,2.0,0.1,0.1,0.3,3.0,0.0,22.0,35.0,62.9,2.0,17.0,0.0,1.0,0.0,/en/matches/e56e96e1/Tottenham-Hotspur-Sheffield-United-September-16-2023-Premier-League,0.0,0.1666666666666666,0.8541666666666667
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2023-09-24,Sun,Premier League,Matchweek 6,Home,L 0–8,Sheffield Utd,Newcastle Utd,Y,"AM,LM",65,0,0,0,0,2,0,0,0,32.0,0.0,1,1.0,0.1,0.1,0.0,2.0,0.0,18.0,23.0,78.3,1.0,14.0,0.0,0.0,0.0,/en/matches/cf4fef85/Sheffield-United-Newcastle-United-September-24-2023-Premier-League,0.0,0.1666666666666666,0.5625
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2023-09-30,Sat,Premier League,Matchweek 7,Away,L 0–2,Sheffield Utd,West Ham,Y,CM,78,0,0,0,0,2,0,0,0,50.0,1.0,0,1.0,0.1,0.1,0.1,5.0,0.0,31.0,45.0,68.9,6.0,21.0,1.0,1.0,1.0,/en/matches/b82be6d7/West-Ham-United-Sheffield-United-September-30-2023-Premier-League,0.0,0.1666666666666666,0.4555555555555556
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2023-10-07,Sat,Premier League,Matchweek 8,Away,L 1–3,Sheffield Utd,Fulham,Y,CM,65,0,0,0,0,1,0,0,0,31.0,2.0,0,3.0,0.0,0.0,0.0,1.0,0.0,14.0,22.0,63.6,4.0,7.0,0.0,3.0,1.0,/en/matches/ffc59ea8/Fulham-Sheffield-United-October-7-2023-Premier-League,0.0,0.0,0.5520833333333334
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2023-10-21,Sat,Premier League,Matchweek 9,Home,L 1–2,Sheffield Utd,Manchester Utd,Y,LM,83,0,0,0,0,3,0,0,0,43.0,1.0,1,0.0,0.1,0.1,0.0,2.0,0.0,20.0,31.0,64.5,7.0,15.0,1.0,2.0,0.0,/en/matches/d95b42eb/Sheffield-United-Manchester-United-October-21-2023-Premier-League,0.0,0.0,0.59375
