,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,2023-08-18,Fri,PL2,Matchweek 2,Home,L 1–2,Manchester Utd,Leeds United,Y,AM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/d39e910c/Manchester-United-U21-Leeds-United-U21-August-18-2023-Premier-League-2,0.0,0.5,0.5
1,1,1,1,1,1,2023-09-12,Tue,Friendlies (M),Friendlies (M),Away,W 3–1,tn Tunisia,eg Egypt,N,,9,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/5074b7ec/Egypt-Tunisia-September-12-2023-Friendlies-M,1.0,0.5,0.5
2,2,2,2,2,2,2023-09-16,Sat,Premier League,Matchweek 5,Home,L 1–3,Manchester Utd,Brighton,N,"AM,CM",27,1,0,0,0,1.0,1.0,1,0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,100.0,1.0,9.0,0.0,2.0,1.0,/en/matches/ddcf2857/Manchester-United-Brighton-and-Hove-Albion-September-16-2023-Premier-League,0.0,0.5,0.6666666666666666
3,3,3,3,3,3,2023-09-23,Sat,Premier League,Matchweek 6,Away,W 1–0,Manchester Utd,Burnley,Y,AM,90,0,0,0,0,0.0,0.0,0,0,33.0,2.0,0.0,1.0,0.0,0.0,0.4,5.0,0.0,22.0,25.0,88.0,5.0,16.0,2.0,1.0,0.0,/en/matches/8e26793d/Burnley-Manchester-United-September-23-2023-Premier-League,1.0,0.3333333333333333,0.4270833333333333
4,4,4,4,4,4,2023-09-26,Tue,EFL Cup,Third round,Home,W 3–0,Manchester Utd,Crystal Palace,Y,AM,70,0,0,0,0,0.0,0.0,1,0,,,1.0,,,,,,,,,,,,,,,/en/matches/d89d2a1a/Manchester-United-Crystal-Palace-September-26-2023-EFL-Cup,1.0,0.6666666666666666,0.5
5,5,5,5,5,5,2023-10-03,Tue,Champions Lg,Group stage,Home,L 2–3,eng Manchester Utd,tr Galatasaray,Y,RM,45,0,0,0,0,0.0,0.0,0,0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,21.0,71.4,3.0,18.0,0.0,3.0,1.0,/en/matches/1ad7d8f7/Manchester-United-Galatasaray-October-3-2023-Champions-League,0.0,0.6666666666666666,0.5
6,6,6,6,6,6,2023-10-13,Fri,Friendlies (M),Friendlies (M),Away,L 0–4,tn Tunisia,kr Korea Republic,Y,FW,64,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/938b4f5f/Korea-Republic-Tunisia-October-13-2023-Friendlies-M,0.0,0.6666666666666666,0.5
7,7,7,7,7,7,2023-11-01,Wed,EFL Cup,Fourth round,Home,L 0–3,Manchester Utd,Newcastle Utd,Y,AM,64,0,0,0,0,0.0,0.0,1,0,,,1.0,,,,,,,,,,,,,,,/en/matches/7ce66c13/Manchester-United-Newcastle-United-November-1-2023-EFL-Cup,0.0,0.3333333333333333,0.5
