,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
10,10,10,10,10,10,10,10,2022-03-07,Mon,Superliga,Regular season,Away,W 3–2,Nordsjælland,AGF,Y,DM,85,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/abadeb07/AGF-Nordsjaelland-March-7-2022-Superliga,1.0,0.5,0.5
11,11,11,11,11,11,11,11,2022-03-11,Fri,Superliga,Regular season,Home,D 1–1,Nordsjælland,SønderjyskE,Y,DM,90,0,0,0,0,1,0,1,0,,,2,,,,,,,,,,,,,,,/en/matches/a76b94d8/Nordsjaelland-SonderjyskE-March-11-2022-Superliga,0.5,0.5,0.5
12,12,12,12,12,12,12,12,2022-03-20,Sun,Superliga,Regular season,Away,L 0–1,Nordsjælland,FC Copenhagen,Y,DM,77,0,0,0,0,0,0,0,0,,,2,,,,,,,,,,,,,,,/en/matches/f1bef838/FC-Copenhagen-Nordsjaelland-March-20-2022-Superliga,0.0,0.6666666666666666,0.5
13,13,13,13,13,13,13,13,2022-04-03,Sun,Superliga,Relegation round,Away,L 1–2,Nordsjælland,Odense,Y,DM,83,0,0,0,0,0,0,0,0,,,4,,,,,,,,,,,,,,,/en/matches/913761d6/Odense-Nordsjaelland-April-3-2022-Superliga,0.0,0.5,0.5
14,14,14,14,14,14,14,14,2022-04-18,Mon,Superliga,Relegation round,Away,D 0–0,Nordsjælland,Vejle BK,N,,21,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/5f089e24/Vejle-BK-Nordsjaelland-April-18-2022-Superliga,0.5,0.1666666666666666,0.5
15,15,15,15,15,15,15,15,2022-04-24,Sun,Superliga,Relegation round,Home,W 2–0,Nordsjælland,Viborg,Y,CM,85,0,0,0,0,2,0,0,0,,,2,,,,,,,,,,,,,,,/en/matches/b536b762/Nordsjaelland-Viborg-April-24-2022-Superliga,1.0,0.1666666666666666,0.5
16,16,16,16,16,16,16,16,2022-04-29,Fri,Superliga,Relegation round,Away,D 1–1,Nordsjælland,Viborg,Y,CM,78,0,0,0,0,1,0,0,0,,,2,,,,,,,,,,,,,,,/en/matches/2dfe8ea3/Viborg-Nordsjaelland-April-29-2022-Superliga,0.5,0.5,0.5
17,17,17,17,17,17,17,17,2022-05-08,Sun,Superliga,Relegation round,Home,D 1–1,Nordsjælland,Odense,Y,CM,80,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/cc553037/Nordsjaelland-Odense-May-8-2022-Superliga,0.5,0.6666666666666666,0.5
18,18,18,18,18,18,18,18,2022-05-11,Wed,Superliga,Relegation round,Away,D 1–1,Nordsjælland,SønderjyskE,Y,CM,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/2b7316c5/SonderjyskE-Nordsjaelland-May-11-2022-Superliga,0.5,0.6666666666666666,0.5
19,19,19,19,19,19,19,19,2022-05-15,Sun,Superliga,Relegation round,Home,W 2–1,Nordsjælland,Vejle BK,Y,CM,90,0,0,0,0,0,0,1,0,,,1,,,,,,,,,,,,,,,/en/matches/12ae1a93/Nordsjaelland-Vejle-BK-May-15-2022-Superliga,1.0,0.5,0.5
20,20,20,20,20,20,20,20,2022-05-21,Sat,Superliga,Relegation round,Away,D 2–2,Nordsjælland,AGF,Y,CM,90,0,0,0,0,2,1,1,0,,,4,,,,,,,,,,,,,,,/en/matches/abaf8cbe/AGF-Nordsjaelland-May-21-2022-Superliga,0.5,0.6666666666666666,0.5
