,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-11-07,Sat,Premier League,Matchweek 8,Home,L 1–3,Everton,Manchester Utd,Y,CB,90,0,0,0,0,0,0,1,0,89.0,4.0,0,1.0,0.0,0.0,0.0,1.0,0.0,67.0,80.0,83.8,4.0,68.0,2.0,0.0,0.0,/en/matches/ab9f408d/Everton-Manchester-United-November-7-2020-Premier-League,0.0,0.5,0.4285714285714285
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-11-28,Sat,Premier League,Matchweek 10,Home,L 0–1,Everton,Leeds United,Y*,CB,81,0,0,0,0,1,1,0,0,46.0,0.0,2,4.0,0.1,0.1,0.0,0.0,0.0,31.0,33.0,93.9,2.0,27.0,2.0,0.0,0.0,/en/matches/3eeb39c5/Everton-Leeds-United-November-28-2020-Premier-League,0.0,0.5,0.3571428571428571
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-12-12,Sat,Premier League,Matchweek 12,Home,W 1–0,Everton,Chelsea,Y,RB,90,0,0,0,0,0,0,0,0,46.0,2.0,2,1.0,0.0,0.0,0.0,1.0,0.0,20.0,29.0,69.0,3.0,9.0,0.0,0.0,0.0,/en/matches/4847e3c3/Everton-Chelsea-December-12-2020-Premier-League,1.0,0.5,0.8076923076923077
3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-12-16,Wed,Premier League,Matchweek 13,Away,W 2–0,Everton,Leicester City,Y,RB,90,1,0,0,0,1,1,1,0,55.0,3.0,1,1.0,0.7,0.7,0.1,2.0,0.0,33.0,44.0,75.0,2.0,17.0,0.0,1.0,1.0,/en/matches/b30c816c/Leicester-City-Everton-December-16-2020-Premier-League,1.0,0.3333333333333333,0.7948717948717949
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-12-19,Sat,Premier League,Matchweek 14,Home,W 2–1,Everton,Arsenal,Y,RB,90,0,0,0,0,1,0,0,0,62.0,1.0,2,1.0,0.1,0.1,0.0,2.0,0.0,43.0,52.0,82.7,0.0,35.0,1.0,0.0,0.0,/en/matches/72fa1993/Everton-Arsenal-December-19-2020-Premier-League,1.0,0.6666666666666666,0.4047619047619047
5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-12-26,Sat,Premier League,Matchweek 15,Away,W 1–0,Everton,Sheffield Utd,Y,"RB,CB",90,0,0,0,0,1,0,0,0,85.0,3.0,2,0.0,0.0,0.0,0.0,1.0,0.0,53.0,73.0,72.6,3.0,40.0,3.0,2.0,1.0,/en/matches/870d9436/Sheffield-United-Everton-December-26-2020-Premier-League,1.0,1.0,0.1309523809523808
6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-01-01,Fri,Premier League,Matchweek 17,Home,L 0–1,Everton,West Ham,Y,CB,90,0,0,0,0,0,0,0,0,96.0,3.0,2,2.0,0.0,0.0,0.1,3.0,0.0,73.0,85.0,85.9,2.0,66.0,2.0,0.0,0.0,/en/matches/0cd189c5/Everton-West-Ham-United-January-1-2021-Premier-League,0.0,1.0,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,2021-01-12,Tue,Premier League,Matchweek 18,Away,W 2–1,Everton,Wolves,Y,RB,90,0,0,0,0,0,0,1,0,44.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,33.0,41.0,80.5,3.0,19.0,0.0,0.0,0.0,/en/matches/8cbb9119/Wolverhampton-Wanderers-Everton-January-12-2021-Premier-League,1.0,0.6666666666666666,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-01-24,Sun,FA Cup,Fourth round proper,Home,W 3–0,Everton,Sheffield Weds,Y,CB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/dcd059b7/Everton-Sheffield-Wednesday-January-24-2021-FA-Cup,1.0,0.6666666666666666,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-01-27,Wed,Premier League,Matchweek 20,Home,D 1–1,Everton,Leicester City,Y,RB,79,0,0,0,0,0,0,0,0,41.0,1.0,1,1.0,0.0,0.0,0.1,1.0,0.0,22.0,30.0,73.3,1.0,21.0,1.0,1.0,0.0,/en/matches/3e4ff1e0/Everton-Leicester-City-January-27-2021-Premier-League,0.5,0.6666666666666666,0.5
