,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Succ,Match Report,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off,PassLive,PassDead,TO,Fld,Def,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl%,Lost,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,Tkld,Tkld%,CPA,Mis,Dis,Rec,PrgR,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Won%
0,2022-08-06,Sat,Premier League,Matchweek 1,Away,W 1–0,Chelsea,Everton,N,LM,16,0,0,0,0,0,0,1,0,23,1,0,0,0.0,0.0,0.1,2,0,17,21,81.0,1,14,0,1,https://fbref.com/en/matches/3a917cee/Everton-Chelsea-August-6-2022-Premier-League,255,92,0.1,1,0,1,1,17,3,1,0,0,2,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0.0,1,0,1,0,0,0,0,100.0,0,0.0,0,1,1,15,1,0,0,0,0,0,3,0,
1,2022-08-14,Sun,Premier League,Matchweek 2,Home,D 2–2,Chelsea,Tottenham,Y,WB,90,0,1,0,0,2,0,0,0,97,1,1,2,0.1,0.1,0.1,2,1,72,88,81.8,3,48,2,0,https://fbref.com/en/matches/01e57bf5/Chelsea-Tottenham-Hotspur-August-14-2022-Premier-League,1091,315,0.0,1,2,0,0,67,21,2,0,0,7,15,4,0,2,0,0,0,2,0,0,0,1,0,1,0,50.0,1,2,2,2,0,3,1,,0,,0,1,1,59,6,0,1,0,0,0,4,0,
2,2022-08-21,Sun,Premier League,Matchweek 3,Away,L 0–3,Chelsea,Leeds United,Y,"WB,LB,CB",90,0,0,0,0,2,0,0,0,92,0,1,1,0.2,0.2,0.0,3,0,67,85,78.8,7,37,3,1,https://fbref.com/en/matches/a5632124/Leeds-United-Chelsea-August-21-2022-Premier-League,1273,366,0.0,1,7,2,1,71,12,1,0,0,3,11,0,0,0,0,2,2,1,0,0,0,0,0,0,0,,0,1,1,1,0,2,3,100.0,0,0.0,1,1,0,58,7,0,2,0,0,0,8,1,33.3
3,2022-08-27,Sat,Premier League,Matchweek 4,Home,W 2–1,Chelsea,Leicester City,Y,"WB,LB",89,0,1,0,0,0,0,0,0,75,1,1,1,0.0,0.0,0.1,2,1,48,59,81.4,5,31,2,0,https://fbref.com/en/matches/b737a3a7/Chelsea-Leicester-City-August-27-2022-Premier-League,659,167,0.0,2,6,0,0,48,10,1,0,0,4,6,3,3,0,0,1,2,0,0,0,0,1,0,1,0,,0,1,2,4,0,2,0,0.0,2,100.0,0,3,0,41,8,0,0,0,0,0,6,1,50.0
4,2022-08-30,Tue,Premier League,Matchweek 5,Away,L 1–2,Chelsea,Southampton,Y,"LB,CB",90,0,0,0,0,0,0,0,0,89,1,1,5,0.0,0.0,0.0,1,0,66,72,91.7,7,46,2,0,https://fbref.com/en/matches/afd303a8/Southampton-Chelsea-August-30-2022-Premier-League,1113,430,0.1,0,9,1,1,61,10,0,0,0,3,10,0,0,0,0,1,1,0,0,0,0,1,1,0,0,100.0,0,4,2,3,0,5,0,0.0,2,100.0,0,2,0,52,5,0,1,0,0,0,6,2,66.7
5,2022-09-03,Sat,Premier League,Matchweek 6,Home,W 2–1,Chelsea,West Ham,Y,LW,71,0,0,0,0,0,0,1,0,59,2,0,3,0.0,0.0,0.0,1,0,38,51,74.5,4,21,1,0,https://fbref.com/en/matches/d7642197/Chelsea-West-Ham-United-September-3-2022-Premier-League,501,99,0.0,0,2,0,0,40,11,1,0,0,8,5,5,5,0,0,0,1,0,0,0,0,1,0,1,1,50.0,2,2,2,0,0,1,1,0.0,1,100.0,0,1,0,37,7,0,2,0,0,0,2,1,100.0
6,2022-09-06,Tue,Champions Lg,Group stage,Away,L 0–1,eng Chelsea,hr Dinamo Zagreb,N,CB,20,0,0,0,0,0,0,0,0,28,1,0,0,0.0,0.0,0.0,0,0,27,27,100.0,4,19,2,0,https://fbref.com/en/matches/07f058d4/Dinamo-Zagreb-Chelsea-September-6-2022-Champions-League,338,73,0.0,0,4,1,0,26,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,100.0,0,0,1,0,0,0,0,,0,,0,1,0,19,2,0,1,0,0,0,5,1,100.0
7,2022-09-14,Wed,Champions Lg,Group stage,Home,D 1–1,eng Chelsea,at RB Salzburg,Y,CB,90,0,0,0,0,0,0,0,0,105,6,2,2,0.0,0.0,0.1,4,0,72,90,80.0,6,65,1,1,https://fbref.com/en/matches/c36141e9/Chelsea-Red-Bull-Salzburg-September-14-2022-Champions-League,1301,380,0.1,2,5,0,0,76,14,4,0,0,3,10,0,0,0,0,0,2,2,0,0,0,4,4,2,0,100.0,0,2,8,1,0,2,1,33.3,1,33.3,0,1,0,58,1,0,1,0,0,0,11,1,25.0
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2022-10-08,Sat,Premier League,Matchweek 10,Home,W 3–0,Chelsea,Wolves,Y,"LB,WB",90,0,0,0,0,0,0,0,0,86,4,1,1,0.0,0.0,0.0,4,0,68,79,86.1,3,62,3,1,https://fbref.com/en/matches/c83cb314/Chelsea-Wolverhampton-Wanderers-October-8-2022-Premier-League,1100,424,0.0,1,8,2,2,71,8,0,0,0,3,8,0,0,0,0,0,4,0,0,0,0,0,3,1,0,50.0,2,0,5,2,0,5,0,100.0,0,0.0,0,0,0,62,2,0,0,0,0,0,5,0,0.0
10,2022-10-11,Tue,Champions Lg,Group stage,Away,W 2–0,eng Chelsea,it Milan,N,WB,2,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,1,0,0,https://fbref.com/en/matches/c4c72cb6/Milan-Chelsea-October-11-2022-Champions-League,45,13,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,0,0,2,0,0,0,0,0,0,0,0,
11,2022-10-16,Sun,Premier League,Matchweek 11,Away,W 2–0,Chelsea,Aston Villa,Y,CB,45,0,0,0,0,0,0,0,0,52,0,0,1,0.0,0.0,0.0,0,0,45,49,91.8,0,38,0,0,https://fbref.com/en/matches/7113ce7f/Aston-Villa-Chelsea-October-16-2022-Premier-League,741,274,0.0,0,2,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,1,0,4,0,,0,,0,1,0,43,0,0,1,0,0,0,4,0,
12,2022-10-19,Wed,Premier League,Matchweek 12,Away,D 0–0,Chelsea,Brentford,Y,WB,60,0,0,0,0,0,0,0,0,46,5,1,2,0.0,0.0,0.0,1,0,28,33,84.8,1,19,0,2,https://fbref.com/en/matches/b7a32aeb/Brentford-Chelsea-October-19-2022-Premier-League,395,93,0.1,0,1,1,1,27,6,0,0,0,3,6,0,0,0,0,0,1,0,0,0,0,2,4,0,1,100.0,0,2,6,4,0,5,2,100.0,0,0.0,0,0,1,20,6,0,0,0,0,0,5,0,
13,2022-10-22,Sat,Premier League,Matchweek 13,Home,D 1–1,Chelsea,Manchester Utd,Y,CB,35,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.0,0,0,13,13,100.0,0,7,0,0,https://fbref.com/en/matches/7ad85c8a/Chelsea-Manchester-United-October-22-2022-Premier-League,271,52,0.0,0,0,0,0,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,3,0,,0,,0,0,0,10,0,0,0,0,0,0,0,0,
14,2022-10-25,Tue,Champions Lg,Group stage,Away,W 2–1,eng Chelsea,at RB Salzburg,Y,"CB,LB",90,0,0,0,0,0,0,0,0,104,3,1,1,0.0,0.0,0.0,0,0,83,97,85.6,9,68,0,0,https://fbref.com/en/matches/e8dbb123/Red-Bull-Salzburg-Chelsea-October-25-2022-Champions-League,1420,444,0.0,0,3,0,0,80,17,3,0,1,0,14,0,0,0,0,0,0,0,0,0,0,3,2,1,0,100.0,0,1,4,3,0,3,0,,0,,0,0,0,65,1,0,0,0,0,0,8,1,100.0
15,2022-10-29,Sat,Premier League,Matchweek 14,Away,L 1–4,Chelsea,Brighton,Y,"CB,LB",63,0,0,0,0,0,0,0,0,47,0,0,2,0.0,0.0,0.0,1,0,36,44,81.8,1,24,0,0,https://fbref.com/en/matches/ac6abad1/Brighton-and-Hove-Albion-Chelsea-October-29-2022-Premier-League,526,191,0.0,0,1,0,0,30,14,1,0,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1,2,0,1,0,1,0,,0,,0,0,0,23,0,0,0,0,0,0,5,1,100.0
16,2022-11-06,Sun,Premier League,Matchweek 15,Home,L 0–1,Chelsea,Arsenal,Y,LB,90,0,0,0,0,1,0,0,0,44,5,0,0,0.1,0.1,0.0,0,0,22,33,66.7,1,24,1,0,https://fbref.com/en/matches/af9dc838/North-West-London-Derby-Chelsea-Arsenal-November-6-2022-Premier-League,310,132,0.0,0,1,0,0,28,5,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,2,2,1,2,,0,0,5,1,0,3,2,,0,,0,1,1,21,0,0,3,0,0,0,5,1,100.0
17,2022-11-09,Wed,EFL Cup,Third round,Away,L 0–2,Chelsea,Manchester City,Y,CB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,https://fbref.com/en/matches/828fe798/Manchester-City-Chelsea-November-9-2022-EFL-Cup,,,,,,,,,,,,,0,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,
18,2022-11-12,Sat,Premier League,Matchweek 16,Away,L 0–1,Chelsea,Newcastle Utd,N,LB,18,0,0,0,0,0,0,0,0,23,2,1,0,0.0,0.0,0.0,0,0,16,20,80.0,1,13,0,0,https://fbref.com/en/matches/e1b3eb1b/Newcastle-United-Chelsea-November-12-2022-Premier-League,212,52,0.0,0,1,0,0,17,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,100.0,0,0,3,0,0,0,0,,0,,0,0,0,15,5,0,0,0,0,0,1,0,0.0
19,2022-12-27,Tue,Premier League,Matchweek 17,Home,W 2–0,Chelsea,Bournemouth,Y,LB,90,0,0,0,0,0,0,0,0,89,4,0,0,0.0,0.0,0.1,3,0,71,81,87.7,3,38,1,0,https://fbref.com/en/matches/d55b9033/Chelsea-Bournemouth-December-27-2022-Premier-League,1109,276,0.2,1,3,1,0,75,6,2,0,0,1,4,0,0,0,0,0,2,1,0,0,0,1,3,0,1,50.0,1,0,4,4,0,4,0,,0,,0,0,0,58,0,0,0,0,0,0,10,1,50.0
20,2023-01-01,Sun,Premier League,Matchweek 18,Away,D 1–1,Chelsea,Nott'ham Forest,Y,LB,90,0,0,0,0,0,0,0,0,80,5,0,0,0.0,0.0,0.0,0,0,67,69,97.1,3,52,3,0,https://fbref.com/en/matches/c31cf944/Nottingham-Forest-Chelsea-January-1-2023-Premier-League,942,234,0.0,0,5,0,0,61,8,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,1,1,100.0,0,0,5,4,0,3,0,0.0,1,100.0,0,0,0,52,2,0,0,0,0,0,7,1,100.0
21,2023-01-05,Thu,Premier League,Matchweek 19,Home,L 0–1,Chelsea,Manchester City,Y,LB,67,0,0,0,0,0,0,0,0,59,4,2,1,0.0,0.0,0.0,1,0,41,52,78.8,0,36,0,0,https://fbref.com/en/matches/eacda90c/Chelsea-Manchester-City-January-5-2023-Premier-League,463,145,0.0,0,1,0,0,48,4,1,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,3,1,0,37.5,5,0,6,1,0,3,0,,0,,0,1,0,38,0,0,0,0,0,0,7,0,
