,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-07-02,Sun,Gold Cup,Group stage,Neutral,L 0–1,mx Mexico,qa Qatar,Y,CB,90,0,0,0,0,3.0,0.0,0,0,,,3.0,,,,,,,,,,,,,,,/en/matches/9f03baf0/Mexico-Qatar-July-2-2023-Gold-Cup,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2023-07-08,Sat,Gold Cup,Quarter-finals,Neutral,W 2–0,mx Mexico,cr Costa Rica,Y,DM,89,0,0,0,0,0.0,0.0,1,0,,,1.0,,,,,,,,,,,,,,,/en/matches/63cfb108/Mexico-Costa-Rica-July-8-2023-Gold-Cup,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2023-07-12,Wed,Gold Cup,Semi-finals,Neutral,W 3–0,mx Mexico,jm Jamaica,N,,19,0,0,0,0,0.0,0.0,1,0,,,0.0,,,,,,,,,,,,,,,/en/matches/0befaa69/Jamaica-Mexico-July-12-2023-Gold-Cup,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2023-07-16,Sun,Gold Cup,Final,Neutral,W 1–0,mx Mexico,pa Panama,Y,CM,90,0,0,0,0,0.0,0.0,1,0,,,2.0,,,,,,,,,,,,,,,/en/matches/661dd94b/Mexico-Panama-July-16-2023-Gold-Cup,1.0,0.6666666666666666,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2023-08-20,Sun,Premier League,Matchweek 2,Home,W 3–1,West Ham,Chelsea,N,DM,10,0,0,0,0,0.0,0.0,0,0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,0.0,3.0,0.0,0.0,0.0,/en/matches/44b9a07c/West-Ham-United-Chelsea-August-20-2023-Premier-League,1.0,1.0,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2023-08-26,Sat,Premier League,Matchweek 3,Away,W 3–1,West Ham,Brighton,Y,"DM,CM",83,0,0,0,0,0.0,0.0,1,0,27.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,53.3,1.0,7.0,0.0,1.0,1.0,/en/matches/ba68d60c/Brighton-and-Hove-Albion-West-Ham-United-August-26-2023-Premier-League,1.0,1.0,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2023-09-01,Fri,Premier League,Matchweek 4,Away,W 2–1,West Ham,Luton Town,Y,DM,90,0,0,0,0,1.0,0.0,0,0,95.0,3.0,1.0,2.0,0.1,0.1,0.1,3.0,1.0,64.0,74.0,86.5,2.0,51.0,0.0,1.0,0.0,/en/matches/e929e225/Luton-Town-West-Ham-United-September-1-2023-Premier-League,1.0,1.0,0.3958333333333333
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2023-09-09,Sat,Friendlies (M),Friendlies (M),Neutral,D 2–2,mx Mexico,au Australia,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/812127cd/Mexico-Australia-September-9-2023-Friendlies-M,0.5,1.0,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2023-09-12,Tue,Friendlies (M),Friendlies (M),Neutral,D 3–3,mx Mexico,uz Uzbekistan,Y,DM,58,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/16d1a4fe/Mexico-Uzbekistan-September-12-2023-Friendlies-M,0.5,0.8333333333333334,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2023-09-16,Sat,Premier League,Matchweek 5,Home,L 1–3,West Ham,Manchester City,Y,DM,67,0,0,0,0,0.0,0.0,1,0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,27.0,88.9,0.0,26.0,0.0,0.0,0.0,/en/matches/64c0a6e2/West-Ham-United-Manchester-City-September-16-2023-Premier-League,0.0,0.6666666666666666,0.84375
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2023-09-24,Sun,Premier League,Matchweek 6,Away,L 1–3,West Ham,Liverpool,Y,DM,90,0,0,0,0,0.0,0.0,1,0,52.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,30.0,37.0,81.1,0.0,25.0,0.0,2.0,2.0,/en/matches/90adf8b3/Liverpool-West-Ham-United-September-24-2023-Premier-League,0.0,0.3333333333333333,0.9
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2023-09-27,Wed,EFL Cup,Third round,Away,W 1–0,West Ham,Lincoln City,N,,25,0,0,0,0,2.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/733dee90/Lincoln-City-West-Ham-United-September-27-2023-EFL-Cup,1.0,0.1666666666666666,0.5
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2023-09-30,Sat,Premier League,Matchweek 7,Home,W 2–0,West Ham,Sheffield Utd,Y,DM,71,0,0,0,0,1.0,1.0,1,0,54.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,43.0,46.0,93.5,3.0,40.0,0.0,1.0,1.0,/en/matches/b82be6d7/West-Ham-United-Sheffield-United-September-30-2023-Premier-League,1.0,0.3333333333333333,0.2604166666666666
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2023-10-05,Thu,Europa Lg,Group stage,Away,W 2–1,eng West Ham,de Freiburg,Y,DM,90,0,0,0,0,0.0,0.0,1,0,60.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,47.0,85.1,4.0,30.0,1.0,0.0,0.0,/en/matches/734e1b51/Freiburg-West-Ham-United-October-5-2023-Europa-League,1.0,0.6666666666666666,0.5
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2023-10-08,Sun,Premier League,Matchweek 8,Home,D 2–2,West Ham,Newcastle Utd,Y,DM,90,0,0,0,0,1.0,0.0,0,0,34.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,23.0,25.0,92.0,3.0,18.0,0.0,1.0,1.0,/en/matches/017c9ca5/West-Ham-United-Newcastle-United-October-8-2023-Premier-League,0.5,1.0,0.9642857142857144
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2023-10-14,Sat,Friendlies (M),Friendlies (M),Neutral,W 2–0,mx Mexico,gh Ghana,Y,DM,72,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/52b32b60/Mexico-Ghana-October-14-2023-Friendlies-M,1.0,0.8333333333333334,0.5
