,Unnamed: 0.33,Unnamed: 0.32,Unnamed: 0.31,Unnamed: 0.30,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-08-09,Fri,Premier League,Matchweek 1,Away,L 1–4,Norwich City,Liverpool,Y,"RW,RM",90,0,1,0,0,2,2,1,0,52.0,1.0,1,3.0,0.1,0.1,0.4,4.0,1.0,26.0,38.0,68.4,6.0,28.0,0.0,4.0,2.0,/en/matches/928467bd/Liverpool-Norwich-City-August-9-2019-Premier-League,0.0,0.5,0.5595238095238095
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-08-17,Sat,Premier League,Matchweek 2,Home,W 3–1,Norwich City,Newcastle Utd,Y,"RW,LW",90,0,0,0,0,1,0,0,0,78.0,1.0,0,0.0,0.0,0.0,0.2,6.0,1.0,54.0,72.0,75.0,3.0,60.0,2.0,3.0,2.0,/en/matches/3ea63f4b/Norwich-City-Newcastle-United-August-17-2019-Premier-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2019-08-24,Sat,Premier League,Matchweek 3,Home,L 2–3,Norwich City,Chelsea,Y,"RW,RM",90,0,1,0,0,1,1,0,0,66.0,3.0,0,3.0,0.0,0.0,0.2,5.0,1.0,43.0,51.0,84.3,10.0,45.0,2.0,3.0,2.0,/en/matches/4f4fd2d8/Norwich-City-Chelsea-August-24-2019-Premier-League,0.0,0.5,0.369047619047619
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2019-08-27,Tue,EFL Cup,Second round,Away,L 0–1,Norwich City,Crawley Town,N,,36,0,0,0,0,2,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/d86cf223/Crawley-Town-Norwich-City-August-27-2019-EFL-Cup,0.0,0.3333333333333333,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2019-08-31,Sat,Premier League,Matchweek 4,Away,L 0–2,Norwich City,West Ham,Y,"RW,AM",90,0,0,0,0,0,0,0,0,82.0,0.0,1,5.0,0.0,0.0,0.0,2.0,0.0,50.0,67.0,74.6,8.0,52.0,1.0,3.0,2.0,/en/matches/164148a8/West-Ham-United-Norwich-City-August-31-2019-Premier-League,0.0,0.3333333333333333,0.5833333333333333
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2019-09-14,Sat,Premier League,Matchweek 5,Home,W 3–2,Norwich City,Manchester City,Y,RW,82,0,2,0,0,1,0,0,0,51.0,4.0,0,3.0,0.0,0.0,0.6,5.0,4.0,28.0,37.0,75.7,1.0,22.0,1.0,6.0,5.0,/en/matches/1c7bccd4/Norwich-City-Manchester-City-September-14-2019-Premier-League,1.0,0.0,0.8214285714285713
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2019-09-21,Sat,Premier League,Matchweek 6,Away,L 0–2,Norwich City,Burnley,Y,"RW,CM",90,0,0,0,0,2,0,0,0,76.0,0.0,0,3.0,0.2,0.2,0.0,5.0,0.0,45.0,62.0,72.6,10.0,55.0,4.0,3.0,2.0,/en/matches/f97b0ce8/Burnley-Norwich-City-September-21-2019-Premier-League,0.0,0.3333333333333333,0.3095238095238094
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2019-09-28,Sat,Premier League,Matchweek 7,Away,L 0–2,Norwich City,Crystal Palace,Y,"RW,LW",90,0,0,0,0,2,1,0,0,78.0,3.0,1,5.0,0.1,0.1,0.2,5.0,0.0,45.0,57.0,78.9,13.0,52.0,4.0,5.0,3.0,/en/matches/3b180c0d/Crystal-Palace-Norwich-City-September-28-2019-Premier-League,0.0,0.3333333333333333,0.5238095238095238
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2019-10-05,Sat,Premier League,Matchweek 8,Home,L 1–5,Norwich City,Aston Villa,Y,"RW,LW",90,0,0,0,0,2,0,0,0,104.0,4.0,0,2.0,0.2,0.2,0.2,8.0,0.0,59.0,84.0,70.2,15.0,64.0,6.0,5.0,4.0,/en/matches/e50b8e5b/Norwich-City-Aston-Villa-October-5-2019-Premier-League,0.0,0.3333333333333333,0.4404761904761904
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2019-10-19,Sat,Premier League,Matchweek 9,Away,D 0–0,Norwich City,Bournemouth,Y,"RM,RW",90,0,0,0,0,0,0,0,0,76.0,2.0,1,3.0,0.0,0.0,0.2,7.0,0.0,48.0,61.0,78.7,9.0,50.0,3.0,7.0,5.0,/en/matches/d71c01eb/Bournemouth-Norwich-City-October-19-2019-Premier-League,0.5,0.0,0.3717948717948718
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2019-10-27,Sun,Premier League,Matchweek 10,Home,L 1–3,Norwich City,Manchester Utd,Y,"RW,RM",90,0,0,0,0,0,0,0,0,66.0,5.0,0,0.0,0.0,0.0,0.2,2.0,0.0,41.0,53.0,77.4,5.0,48.0,1.0,6.0,4.0,/en/matches/a31a1d67/Norwich-City-Manchester-United-October-27-2019-Premier-League,0.0,0.1666666666666666,0.6071428571428571
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2019-11-02,Sat,Premier League,Matchweek 11,Away,L 0–2,Norwich City,Brighton,Y,"RW,WB",90,0,0,0,0,2,0,0,0,57.0,1.0,0,1.0,0.1,0.1,0.1,7.0,0.0,32.0,43.0,74.4,3.0,37.0,4.0,10.0,9.0,/en/matches/21f39009/Brighton-and-Hove-Albion-Norwich-City-November-2-2019-Premier-League,0.0,0.1666666666666666,0.5595238095238096
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2019-11-08,Fri,Premier League,Matchweek 12,Home,L 0–2,Norwich City,Watford,Y,RW,61,0,0,0,0,1,0,0,0,54.0,4.0,0,3.0,0.1,0.1,0.0,1.0,0.0,27.0,41.0,65.9,7.0,33.0,2.0,3.0,1.0,/en/matches/e92f4d2c/Norwich-City-Watford-November-8-2019-Premier-League,0.0,0.1666666666666666,0.2261904761904761
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2019-11-23,Sat,Premier League,Matchweek 13,Away,W 2–0,Norwich City,Everton,N,RW,11,0,0,0,0,0,0,0,0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,0.0,4.0,1.0,1.0,0.0,/en/matches/464461f5/Everton-Norwich-City-November-23-2019-Premier-League,1.0,0.0,0.7380952380952381
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2019-12-01,Sun,Premier League,Matchweek 14,Home,D 2–2,Norwich City,Arsenal,N,RW,8,0,0,0,0,0,0,0,0,18.0,0.0,0,2.0,0.0,0.0,0.1,5.0,0.0,10.0,13.0,76.9,1.0,12.0,0.0,2.0,2.0,/en/matches/39fce32e/Norwich-City-Arsenal-December-1-2019-Premier-League,0.5,0.3333333333333333,0.2976190476190475
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2019-12-04,Wed,Premier League,Matchweek 15,Away,L 1–2,Norwich City,Southampton,N,RW,8,0,0,0,0,1,0,0,0,17.0,0.0,0,0.0,0.2,0.2,0.0,0.0,0.0,12.0,14.0,85.7,1.0,13.0,1.0,4.0,2.0,/en/matches/367829b6/Southampton-Norwich-City-December-4-2019-Premier-League,0.0,0.5,0.4880952380952381
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2019-12-08,Sun,Premier League,Matchweek 16,Home,L 1–2,Norwich City,Sheffield Utd,Y,RW,90,0,0,0,0,1,0,0,0,103.0,4.0,3,0.0,0.0,0.0,0.3,9.0,1.0,65.0,89.0,73.0,13.0,68.0,5.0,5.0,3.0,/en/matches/529b20fa/Norwich-City-Sheffield-United-December-8-2019-Premier-League,0.0,0.5,0.3571428571428571
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2019-12-14,Sat,Premier League,Matchweek 17,Away,D 1–1,Norwich City,Leicester City,Y,RW,89,0,1,0,0,1,0,1,0,54.0,2.0,4,2.0,0.1,0.1,0.3,7.0,1.0,33.0,43.0,76.7,5.0,40.0,1.0,3.0,1.0,/en/matches/3b2eb152/Leicester-City-Norwich-City-December-14-2019-Premier-League,0.5,0.1666666666666666,1.0
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2019-12-21,Sat,Premier League,Matchweek 18,Home,L 1–2,Norwich City,Wolves,Y,RW,90,0,0,0,0,1,0,0,0,82.0,1.0,0,2.0,0.0,0.0,1.0,11.0,0.0,54.0,70.0,77.1,9.0,51.0,2.0,11.0,9.0,/en/matches/223124ce/Norwich-City-Wolverhampton-Wanderers-December-21-2019-Premier-League,0.0,0.1666666666666666,0.5512820512820512
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2019-12-26,Thu,Premier League,Matchweek 19,Away,L 0–1,Norwich City,Aston Villa,Y,RW,75,0,0,0,0,2,1,0,0,70.0,0.0,0,3.0,0.1,0.1,0.3,8.0,0.0,42.0,57.0,73.7,5.0,42.0,2.0,5.0,3.0,/en/matches/010301bf/Aston-Villa-Norwich-City-December-26-2019-Premier-League,0.0,0.1666666666666666,0.25
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2019-12-28,Sat,Premier League,Matchweek 20,Home,D 2–2,Norwich City,Tottenham,Y,RW,90,0,1,0,0,0,0,0,0,71.0,6.0,3,3.0,0.0,0.0,0.1,3.0,1.0,36.0,48.0,75.0,4.0,39.0,0.0,5.0,0.0,/en/matches/a6e8ab71/Norwich-City-Tottenham-Hotspur-December-28-2019-Premier-League,0.5,0.1666666666666666,0.6071428571428573
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2020-01-01,Wed,Premier League,Matchweek 21,Home,D 1–1,Norwich City,Crystal Palace,Y,RW,90,0,1,0,0,3,2,0,0,70.0,9.0,3,3.0,0.2,0.2,0.9,8.0,1.0,35.0,44.0,79.5,5.0,32.0,1.0,8.0,7.0,/en/matches/5bbec2c4/Norwich-City-Crystal-Palace-January-1-2020-Premier-League,0.5,0.1666666666666666,0.5
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2020-01-11,Sat,Premier League,Matchweek 22,Away,L 0–4,Norwich City,Manchester Utd,Y,"RW,FW",90,0,0,0,0,1,0,0,0,79.0,5.0,0,0.0,0.1,0.1,0.1,3.0,0.0,45.0,60.0,75.0,9.0,57.0,2.0,7.0,5.0,/en/matches/db192bf5/Manchester-United-Norwich-City-January-11-2020-Premier-League,0.0,0.3333333333333333,0.5
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,2020-01-18,Sat,Premier League,Matchweek 23,Home,W 1–0,Norwich City,Bournemouth,Y,RW,89,0,0,0,0,5,1,1,0,94.0,2.0,0,2.0,0.3,0.3,0.5,8.0,0.0,64.0,78.0,82.1,14.0,71.0,5.0,6.0,5.0,/en/matches/2550abdc/Norwich-City-Bournemouth-January-18-2020-Premier-League,1.0,0.3333333333333333,0.5
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2020-02-01,Sat,Premier League,Matchweek 25,Away,D 0–0,Norwich City,Newcastle Utd,N,"LW,RW",24,0,0,0,0,0,0,0,0,23.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,12.0,18.0,66.7,0.0,14.0,1.0,5.0,5.0,/en/matches/eef415ec/Newcastle-United-Norwich-City-February-1-2020-Premier-League,0.5,0.5,0.5
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2020-02-15,Sat,Premier League,Matchweek 26,Home,L 0–1,Norwich City,Liverpool,N,"AM,RW",8,0,0,0,0,0,0,0,0,10.0,0.0,0,0.0,0.0,0.0,0.1,1.0,0.0,7.0,9.0,77.8,4.0,8.0,0.0,0.0,0.0,/en/matches/9c238122/Norwich-City-Liverpool-February-15-2020-Premier-League,0.0,0.5,0.5
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,2020-02-23,Sun,Premier League,Matchweek 27,Away,L 0–3,Norwich City,Wolves,N,"RM,WB",32,0,0,0,0,0,0,1,0,32.0,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,24.0,28.0,85.7,4.0,25.0,1.0,2.0,2.0,/en/matches/09ec6552/Wolverhampton-Wanderers-Norwich-City-February-23-2020-Premier-League,0.0,0.5,0.5
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,2020-02-28,Fri,Premier League,Matchweek 28,Home,W 1–0,Norwich City,Leicester City,Y,RW,90,0,0,0,0,1,0,0,0,56.0,5.0,1,3.0,0.1,0.1,0.1,4.0,0.0,25.0,42.0,59.5,4.0,31.0,2.0,4.0,4.0,/en/matches/8edf3e12/Norwich-City-Leicester-City-February-28-2020-Premier-League,1.0,0.1666666666666666,0.5
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2020-03-04,Wed,FA Cup,Fifth round,Away,D 1 (3)–1 (2),Norwich City,Tottenham,Y,AM,96,0,0,0,0,4,1,0,0,,,1,,,,,,,,,,,,,,,/en/matches/43fc06fc/Tottenham-Hotspur-Norwich-City-March-4-2020-FA-Cup,0.5,0.3333333333333333,0.5
