,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Match Report
0,2019-08-09,Sat,Matchweek 3,Home,L 2–3,Norwich City,Chelsea,Y,"RW,RM",90,3,1,2,1,0,0,5,0.0,5,3,1,2,0,3,1,0,/en/matches/4f4fd2d8/Norwich-City-Chelsea-August-24-2019-Premier-League
1,2019-08-09,Sat,Matchweek 4,Away,L 0–2,Norwich City,West Ham,Y,"RW,AM",90,0,0,0,0,0,0,6,0.0,6,5,1,4,1,1,0,0,/en/matches/164148a8/West-Ham-United-Norwich-City-August-31-2019-Premier-League
2,2019-08-09,Sat,Matchweek 5,Home,W 3–2,Norwich City,Manchester City,Y,RW,82,4,3,3,0,1,3,8,37.5,5,3,1,2,0,4,2,0,/en/matches/1c7bccd4/Norwich-City-Manchester-City-September-14-2019-Premier-League
3,2019-08-09,Sat,Matchweek 6,Away,L 0–2,Norwich City,Burnley,Y,"RW,CM",90,0,0,0,0,0,0,2,0.0,2,3,0,3,0,0,2,0,/en/matches/f97b0ce8/Burnley-Norwich-City-September-21-2019-Premier-League
4,2019-08-09,Sat,Matchweek 7,Away,L 0–2,Norwich City,Crystal Palace,Y,"RW,LW",90,3,0,2,1,0,0,2,0.0,2,5,0,5,1,4,1,0,/en/matches/3b180c0d/Crystal-Palace-Norwich-City-September-28-2019-Premier-League
5,2019-08-09,Sat,Matchweek 8,Home,L 1–5,Norwich City,Aston Villa,Y,"RW,LW",90,4,2,3,1,0,3,4,75.0,1,2,0,2,0,4,2,1,/en/matches/e50b8e5b/Norwich-City-Aston-Villa-October-5-2019-Premier-League
6,2019-08-09,Sat,Matchweek 9,Away,D 0–0,Norwich City,Bournemouth,Y,"RM,RW",90,2,1,2,0,0,1,3,33.3,2,3,0,3,1,3,1,0,/en/matches/d71c01eb/Bournemouth-Norwich-City-October-19-2019-Premier-League
7,2019-08-09,Sun,Matchweek 10,Home,L 1–3,Norwich City,Manchester Utd,Y,"RW,RM",90,5,2,4,1,0,3,9,33.3,6,0,0,0,0,5,1,0,/en/matches/a31a1d67/Norwich-City-Manchester-United-October-27-2019-Premier-League
8,2019-08-09,Sat,Matchweek 11,Away,L 0–2,Norwich City,Brighton,Y,"RW,WB",90,1,0,1,0,0,1,5,20.0,4,1,0,1,0,1,2,0,/en/matches/21f39009/Brighton-and-Hove-Albion-Norwich-City-November-2-2019-Premier-League
9,2019-08-09,Fri,Matchweek 12,Home,L 0–2,Norwich City,Watford,Y,RW,61,4,3,3,1,0,1,2,50.0,1,3,0,3,0,4,0,1,/en/matches/e92f4d2c/Norwich-City-Watford-November-8-2019-Premier-League
