,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Match Report
0,2022-08-06,Sat,Matchweek 4,Home,L 0–1,Southampton,Manchester Utd,N,LB,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,/en/matches/dff99b20/Southampton-Manchester-United-August-27-2022-Premier-League
1,2022-08-06,Tue,Matchweek 5,Home,W 2–1,Southampton,Chelsea,Y,LB,72,2,2,0,2,0,1,2,50.0,1,0,0,0,5,7,0,0,/en/matches/afd303a8/Southampton-Chelsea-August-30-2022-Premier-League
2,2022-08-06,Sat,Matchweek 6,Away,L 0–1,Southampton,Wolves,Y,LB,72,4,3,2,1,1,3,4,75.0,1,0,0,0,1,5,3,0,/en/matches/13f50518/Wolverhampton-Wanderers-Southampton-September-3-2022-Premier-League
3,2022-08-06,Fri,Matchweek 8,Away,L 0–1,Southampton,Aston Villa,Y,LB,45,4,1,3,1,0,2,2,100.0,0,1,1,0,2,6,2,0,/en/matches/1219daa1/Aston-Villa-Southampton-September-16-2022-Premier-League
4,2022-08-06,Sat,Matchweek 9,Home,L 1–2,Southampton,Everton,N,LB,31,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,/en/matches/06d00bcb/Southampton-Everton-October-1-2022-Premier-League
5,2022-08-06,Sat,Matchweek 10,Away,L 0–4,Southampton,Manchester City,Y,LB,90,3,1,0,3,0,0,1,0.0,1,1,0,1,0,3,1,0,/en/matches/864294c0/Manchester-City-Southampton-October-8-2022-Premier-League
6,2022-08-06,Sun,Matchweek 11,Home,D 1–1,Southampton,West Ham,Y,LB,90,2,0,1,1,0,2,2,100.0,0,2,0,2,0,2,5,0,/en/matches/2f5adfad/Southampton-West-Ham-United-October-16-2022-Premier-League
7,2022-08-06,Wed,Matchweek 12,Away,W 1–0,Southampton,Bournemouth,Y,LB,87,1,1,0,0,1,0,0,,0,2,1,1,3,4,2,0,/en/matches/8a2bb3b6/Bournemouth-Southampton-October-19-2022-Premier-League
8,2022-08-06,Sun,Matchweek 13,Home,D 1–1,Southampton,Arsenal,Y,"LB,WB",90,2,2,0,2,0,0,0,,0,1,0,1,0,2,1,0,/en/matches/d8138438/Southampton-Arsenal-October-23-2022-Premier-League
9,2022-08-06,Sat,Matchweek 14,Away,L 0–1,Southampton,Crystal Palace,Y,WB,73,3,1,2,0,1,2,2,100.0,0,0,0,0,0,3,1,0,/en/matches/4be07239/Crystal-Palace-Southampton-October-29-2022-Premier-League
10,2022-08-06,Sun,Matchweek 15,Home,L 1–4,Southampton,Newcastle Utd,Y,LB,90,2,2,1,1,0,2,2,100.0,0,0,0,0,1,3,0,0,/en/matches/57f9bcc9/Southampton-Newcastle-United-November-6-2022-Premier-League
11,2022-08-06,Sat,Matchweek 16,Away,L 1–3,Southampton,Liverpool,Y,LB,90,1,1,0,1,0,1,2,50.0,1,0,0,0,1,2,1,0,/en/matches/1579d34b/Liverpool-Southampton-November-12-2022-Premier-League
12,2022-08-06,Mon,Matchweek 17,Home,L 1–3,Southampton,Brighton,Y,LB,53,0,0,0,0,0,0,0,,0,3,0,3,0,0,1,0,/en/matches/3527c390/Southampton-Brighton-and-Hove-Albion-December-26-2022-Premier-League
13,2022-08-06,Sat,Matchweek 18,Away,L 1–2,Southampton,Fulham,N,"LM,LB",14,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,/en/matches/a15bf99e/Fulham-Southampton-December-31-2022-Premier-League
14,2022-08-06,Wed,Matchweek 19,Home,L 0–1,Southampton,Nott'ham Forest,Y,LW,63,2,2,0,2,0,1,1,100.0,0,0,0,0,0,2,1,0,/en/matches/cc17c735/Southampton-Nottingham-Forest-January-4-2023-Premier-League
15,2022-08-06,Sat,Matchweek 20,Away,W 2–1,Southampton,Everton,N,LB,6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,/en/matches/11603f7f/Everton-Southampton-January-14-2023-Premier-League
16,2022-08-06,Sat,Matchweek 21,Home,L 0–1,Southampton,Aston Villa,N,"WB,CB",29,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,/en/matches/91d49468/Southampton-Aston-Villa-January-21-2023-Premier-League
17,2022-08-06,Sat,Matchweek 22,Away,L 0–3,Southampton,Brentford,Y,LB,90,2,2,1,0,1,0,1,0.0,1,2,1,1,0,2,2,0,/en/matches/ef31dad5/Brentford-Southampton-February-4-2023-Premier-League
18,2022-08-06,Sat,Matchweek 23,Home,L 1–2,Southampton,Wolves,Y,LB,73,0,0,0,0,0,0,3,0.0,3,0,0,0,2,2,1,0,/en/matches/8c7913ed/Southampton-Wolverhampton-Wanderers-February-11-2023-Premier-League
19,2022-08-06,Sat,Matchweek 24,Away,W 1–0,Southampton,Chelsea,Y,LB,90,6,5,3,3,0,3,4,75.0,1,1,1,0,0,6,3,0,/en/matches/8d750d5d/Chelsea-Southampton-February-18-2023-Premier-League
20,2022-08-06,Sat,Matchweek 25,Away,L 0–1,Southampton,Leeds United,Y,LB,70,2,1,1,0,1,1,2,50.0,1,1,0,1,0,2,1,0,/en/matches/9edb32a3/Leeds-United-Southampton-February-25-2023-Premier-League
21,2022-08-06,Sat,Matchweek 26,Home,W 1–0,Southampton,Leicester City,N,"On matchday squad, but did not play",/en/matches/4d14422c/Southampton-Leicester-City-March-4-2023-Premier-League,,,,,,,,,,,,,,,,,
22,2022-08-06,Sun,Matchweek 27,Away,D 0–0,Southampton,Manchester Utd,Y,LB,90,1,0,0,1,0,1,3,33.3,2,1,1,0,1,2,1,0,/en/matches/9cd3ca2c/Manchester-United-Southampton-March-12-2023-Premier-League
23,2022-08-06,Wed,Matchweek 7,Home,L 0–2,Southampton,Brentford,Y,LB,90,4,0,2,2,0,1,3,33.3,2,1,0,1,0,4,1,0,/en/matches/a4202b5b/Southampton-Brentford-March-15-2023-Premier-League
24,2022-08-06,Sat,Matchweek 28,Home,D 3–3,Southampton,Tottenham,Y,LB,90,1,0,1,0,0,1,3,33.3,2,1,0,1,0,1,5,0,/en/matches/bd9ec55d/Southampton-Tottenham-Hotspur-March-18-2023-Premier-League
25,2022-08-06,Sun,Matchweek 29,Away,L 0–1,Southampton,West Ham,Y,LB,90,4,4,2,2,0,2,2,100.0,0,3,0,3,1,5,3,0,/en/matches/42e1f38d/West-Ham-United-Southampton-April-2-2023-Premier-League
