,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-03,Fri,UEFA Nations League,League A,Home,L 1–2,fr France,dk Denmark,Y,CB,60,0,0,0,0,1,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/aea31bd3/France-Denmark-June-3-2022-UEFA-Nations-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2022-08-13,Sat,Premier League,Matchweek 2,Away,L 0–4,Manchester Utd,Brentford,N,CB,45,0,0,0,0,0,0,0,0,29.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,25.0,88.0,2.0,15.0,1.0,0.0,0.0,/en/matches/04712d4e/Brentford-Manchester-United-August-13-2022-Premier-League,0.0,0.5,0.5208333333333333
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2022-08-22,Mon,Premier League,Matchweek 3,Home,W 2–1,Manchester Utd,Liverpool,Y,CB,90,0,0,0,0,0,0,1,0,39.0,4.0,2,1.0,0.0,0.0,0.1,1.0,0.0,16.0,23.0,69.6,1.0,14.0,0.0,0.0,0.0,/en/matches/3c9a8f71/North-West-Derby-Manchester-United-Liverpool-August-22-2022-Premier-League,1.0,0.5,0.6428571428571427
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2022-08-27,Sat,Premier League,Matchweek 4,Away,W 1–0,Manchester Utd,Southampton,Y,CB,90,0,0,0,0,1,0,0,0,70.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,61.0,80.3,1.0,44.0,0.0,0.0,0.0,/en/matches/dff99b20/Southampton-Manchester-United-August-27-2022-Premier-League,1.0,0.3333333333333333,0.6555555555555556
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2022-09-01,Thu,Premier League,Matchweek 5,Away,W 1–0,Manchester Utd,Leicester City,Y,CB,90,0,0,0,0,0,0,0,0,61.0,2.0,1,1.0,0.0,0.0,0.0,1.0,0.0,47.0,54.0,87.0,1.0,33.0,0.0,1.0,1.0,/en/matches/c1f25d02/Leicester-City-Manchester-United-September-1-2022-Premier-League,1.0,0.6666666666666666,0.1538461538461538
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2022-09-04,Sun,Premier League,Matchweek 6,Home,W 3–1,Manchester Utd,Arsenal,Y,CB,90,0,0,0,0,0,0,0,0,30.0,5.0,0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,20.0,70.0,0.0,16.0,0.0,0.0,0.0,/en/matches/61ddafa5/Manchester-United-Arsenal-September-4-2022-Premier-League,1.0,1.0,0.9666666666666668
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2022-09-15,Thu,Europa Lg,Group stage,Away,W 2–0,eng Manchester Utd,md Sheriff Tiraspol,Y,CB,90,0,0,0,0,1,0,0,0,90.0,1.0,1,0.0,0.2,0.2,0.0,1.0,0.0,78.0,84.0,92.9,7.0,61.0,3.0,1.0,1.0,/en/matches/8812c2ac/Sheriff-Tiraspol-Manchester-United-September-15-2022-Europa-League,1.0,1.0,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2022-09-22,Thu,UEFA Nations League,League A,Home,W 2–0,fr France,at Austria,Y*,CB,90,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/3e2444d4/France-Austria-September-22-2022-UEFA-Nations-League,1.0,1.0,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2022-10-02,Sun,Premier League,Matchweek 9,Away,L 3–6,Manchester Utd,Manchester City,Y,CB,39,0,0,0,0,0,0,0,0,19.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,100.0,0.0,12.0,0.0,0.0,0.0,/en/matches/886e6108/Manchester-Derby-Manchester-City-Manchester-United-October-2-2022-Premier-League,0.0,1.0,0.7395833333333334
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2022-10-09,Sun,Premier League,Matchweek 10,Away,W 2–1,Manchester Utd,Everton,N,"CB,RW",1,0,0,0,0,0,0,0,0,3.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,/en/matches/5d426690/Everton-Manchester-United-October-9-2022-Premier-League,1.0,0.6666666666666666,0.7333333333333333
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2022-10-16,Sun,Premier League,Matchweek 11,Home,D 0–0,Manchester Utd,Newcastle Utd,Y,CB,90,0,0,0,0,0,0,0,0,60.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,43.0,53.0,81.1,3.0,41.0,1.0,0.0,0.0,/en/matches/e0b9c72c/Manchester-United-Newcastle-United-October-16-2022-Premier-League,0.5,0.6666666666666666,0.7916666666666669
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2022-10-19,Wed,Premier League,Matchweek 12,Home,W 2–0,Manchester Utd,Tottenham,Y,CB,90,0,0,0,0,0,0,0,0,55.0,0.0,0,1.0,0.0,0.0,0.1,2.0,0.0,43.0,47.0,91.5,2.0,29.0,0.0,0.0,0.0,/en/matches/eebe78c1/Manchester-United-Tottenham-Hotspur-October-19-2022-Premier-League,1.0,0.5,0.8854166666666666
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2022-10-22,Sat,Premier League,Matchweek 13,Away,D 1–1,Manchester Utd,Chelsea,Y,CB,59,0,0,0,0,0,0,0,0,28.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,18.0,22.0,81.8,2.0,19.0,1.0,0.0,0.0,/en/matches/7ad85c8a/Chelsea-Manchester-United-October-22-2022-Premier-League,0.5,0.8333333333333334,0.8444444444444446
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2022-11-26,Sat,World Cup,Group stage,Neutral,W 2–1,fr France,dk Denmark,Y,CB,74,0,0,0,0,1,0,0,0,45.0,0.0,0,1.0,0.1,0.1,0.0,0.0,0.0,32.0,38.0,84.2,0.0,27.0,2.0,0.0,0.0,/en/matches/6ff09149/France-Denmark-November-26-2022-FIFA-World-Cup,1.0,0.6666666666666666,0.5
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2022-11-30,Wed,World Cup,Group stage,Neutral,L 0–1,fr France,tn Tunisia,Y*,CB,62,0,0,0,0,0,0,0,0,50.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,46.0,93.5,1.0,36.0,1.0,0.0,0.0,/en/matches/acb6de0f/Tunisia-France-November-30-2022-FIFA-World-Cup,0.0,0.8333333333333334,0.5
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2022-12-04,Sun,World Cup,Round of 16,Neutral,W 3–1,fr France,pl Poland,Y,CB,90,0,0,0,0,1,0,0,0,52.0,0.0,4,1.0,0.2,0.2,0.0,0.0,0.0,40.0,45.0,88.9,3.0,35.0,1.0,1.0,1.0,/en/matches/430fc603/France-Poland-December-4-2022-FIFA-World-Cup,1.0,0.5,0.5
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2022-12-10,Sat,World Cup,Quarter-finals,Neutral,W 2–1,fr France,eng England,Y,CB,90,0,0,0,0,0,0,0,0,45.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,32.0,37.0,86.5,1.0,29.0,0.0,0.0,0.0,/en/matches/6d4b58f5/England-France-December-10-2022-FIFA-World-Cup,1.0,0.6666666666666666,0.5
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2022-12-14,Wed,World Cup,Semi-finals,Neutral,W 2–0,fr France,ma Morocco,Y,CB,90,0,0,0,0,1,0,0,0,59.0,0.0,1,0.0,0.1,0.1,0.0,1.0,0.0,52.0,56.0,92.9,2.0,45.0,1.0,0.0,0.0,/en/matches/85c72a0a/France-Morocco-December-14-2022-FIFA-World-Cup,1.0,0.6666666666666666,0.5
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2022-12-18,Sun,World Cup,Final,Neutral,D 3 (2)–3 (4),fr France,ar Argentina,Y,CB,112,0,0,0,0,0,0,0,0,70.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,57.0,64.0,89.1,0.0,51.0,3.0,0.0,0.0,/en/matches/7140acae/Argentina-France-December-18-2022-FIFA-World-Cup,0.5,1.0,0.5
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2022-12-27,Tue,Premier League,Matchweek 17,Home,W 3–0,Manchester Utd,Nott'ham Forest,Y,CB,76,0,0,0,0,0,0,0,0,81.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,71.0,75.0,94.7,5.0,65.0,2.0,0.0,0.0,/en/matches/b860f634/Manchester-United-Nottingham-Forest-December-27-2022-Premier-League,1.0,0.8333333333333334,0.75
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2022-12-31,Sat,Premier League,Matchweek 18,Away,W 1–0,Manchester Utd,Wolves,Y,CB,90,0,0,0,0,0,0,0,0,58.0,0.0,0,3.0,0.0,0.0,0.0,0.0,0.0,36.0,43.0,83.7,3.0,28.0,1.0,2.0,1.0,/en/matches/8ef80305/Wolverhampton-Wanderers-Manchester-United-December-31-2022-Premier-League,1.0,0.8333333333333334,0.6979166666666665
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2023-01-06,Fri,FA Cup,Third round proper,Home,W 3–1,Manchester Utd,Everton,Y,CB,90,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/a93b3510/Manchester-United-Everton-January-6-2023-FA-Cup,1.0,0.8333333333333334,0.5
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2023-01-14,Sat,Premier League,Matchweek 20,Home,W 2–1,Manchester Utd,Manchester City,Y,CB,90,0,0,0,0,0,0,0,0,35.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,28.0,89.3,0.0,13.0,0.0,0.0,0.0,/en/matches/f0fd7541/Manchester-Derby-Manchester-United-Manchester-City-January-14-2023-Premier-League,1.0,1.0,0.5
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,2023-01-18,Wed,Premier League,Matchweek 7,Away,D 1–1,Manchester Utd,Crystal Palace,Y,CB,90,0,0,0,0,0,0,0,0,92.0,4.0,1,1.0,0.0,0.0,0.0,1.0,0.0,71.0,83.0,85.5,6.0,68.0,1.0,0.0,0.0,/en/matches/adf46096/Crystal-Palace-Manchester-United-January-18-2023-Premier-League,0.5,1.0,0.5
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2023-01-22,Sun,Premier League,Matchweek 21,Away,L 2–3,Manchester Utd,Arsenal,Y,CB,89,0,0,0,0,0,0,0,0,56.0,0.0,2,3.0,0.0,0.0,0.0,0.0,0.0,38.0,43.0,88.4,1.0,27.0,1.0,0.0,0.0,/en/matches/1b35bc71/Arsenal-Manchester-United-January-22-2023-Premier-League,0.0,0.8333333333333334,0.5
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2023-02-01,Wed,EFL Cup,Semi-finals,Home,W 2–0,Manchester Utd,Nott'ham Forest,Y,CB,79,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/3e823bed/Manchester-United-Nottingham-Forest-February-1-2023-EFL-Cup,1.0,0.5,0.5
