,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,2022-10-27,Thu,Conf Lg,Group stage,Home,W 1–0,eng West Ham,dk Silkeborg,Y,CB,75,0,0,0,0,1.0,0.0,0,0,98.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,95.0,92.6,1.0,60.0,1.0,0.0,0.0,/en/matches/2a93e308/West-Ham-United-Silkeborg-October-27-2022-Europa-Conference-League,1.0,0.5,0.5
1,1,1,1,2022-11-03,Thu,Conf Lg,Group stage,Away,W 3–0,eng West Ham,ro FCSB,Y,CB,90,0,0,0,0,1.0,0.0,1,0,79.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,58.0,70.0,82.9,2.0,48.0,0.0,1.0,0.0,/en/matches/f7665df4/FCSB-West-Ham-United-November-3-2022-Europa-Conference-League,1.0,0.5,0.5
2,2,2,2,2022-11-09,Wed,EFL Cup,Third round,Home,D 2 (9)–2 (10),West Ham,Blackburn,Y,CB,90,0,0,0,0,2.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/491550ae/West-Ham-United-Blackburn-Rovers-November-9-2022-EFL-Cup,0.5,0.5,0.5
3,3,3,3,2022-11-12,Sat,Premier League,Matchweek 16,Home,L 0–2,West Ham,Leicester City,N,CB,76,0,0,0,0,1.0,0.0,0,0,56.0,1.0,1.0,1.0,0.1,0.1,0.0,1.0,0.0,39.0,50.0,78.0,1.0,46.0,0.0,0.0,0.0,/en/matches/6e89557a/West-Ham-United-Leicester-City-November-12-2022-Premier-League,0.0,0.8333333333333334,0.7291666666666665
4,4,4,4,2022-11-17,Thu,Friendlies (M),Friendlies (M),Neutral,W 3–0,ma Morocco,ge Georgia,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/a6a74e89/Morocco-Georgia-November-17-2022-Friendlies-M,1.0,0.5,0.5
5,5,5,5,2022-11-23,Wed,World Cup,Group stage,Neutral,D 0–0,ma Morocco,hr Croatia,Y,CB,90,0,0,0,0,0.0,0.0,0,0,55.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,47.0,87.2,0.0,34.0,0.0,0.0,0.0,/en/matches/197b3688/Morocco-Croatia-November-23-2022-FIFA-World-Cup,0.5,0.5,0.5
6,6,6,6,2022-11-27,Sun,World Cup,Group stage,Neutral,W 2–0,ma Morocco,be Belgium,Y,CB,90,0,0,0,0,0.0,0.0,0,0,51.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,40.0,45.0,88.9,2.0,35.0,0.0,0.0,0.0,/en/matches/18d1b45b/Belgium-Morocco-November-27-2022-FIFA-World-Cup,1.0,0.5,0.5
7,7,7,7,2022-12-01,Thu,World Cup,Group stage,Neutral,W 2–1,ma Morocco,ca Canada,Y,CB,90,0,0,0,0,0.0,0.0,0,0,49.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,37.0,44.0,84.1,0.0,37.0,0.0,0.0,0.0,/en/matches/46776714/Canada-Morocco-December-1-2022-FIFA-World-Cup,1.0,0.8333333333333334,0.5
8,8,8,8,2022-12-06,Tue,World Cup,Round of 16,Neutral,D 0 (3)–0 (0),ma Morocco,es Spain,Y,CB,83,0,0,0,0,1.0,0.0,0,0,29.0,1.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,19.0,22.0,86.4,1.0,17.0,0.0,0.0,0.0,/en/matches/4c0aa6b0/Morocco-Spain-December-6-2022-FIFA-World-Cup,0.5,0.8333333333333334,0.5
9,9,9,9,2023-01-04,Wed,Premier League,Matchweek 19,Away,D 2–2,West Ham,Leeds United,Y,CB,90,0,0,0,0,0.0,0.0,1,0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,28.0,46.4,0.0,10.0,0.0,0.0,0.0,/en/matches/068406dc/Leeds-United-West-Ham-United-January-4-2023-Premier-League,0.5,0.8333333333333334,0.5
10,10,10,10,2023-01-07,Sat,FA Cup,Third round proper,Away,W 1–0,West Ham,Brentford,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/24167384/Brentford-West-Ham-United-January-7-2023-FA-Cup,1.0,0.6666666666666666,0.5
11,11,11,11,2023-01-14,Sat,Premier League,Matchweek 20,Away,L 0–1,West Ham,Wolves,Y,CB,90,0,0,0,0,0.0,0.0,1,0,43.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,31.0,34.0,91.2,2.0,22.0,0.0,0.0,0.0,/en/matches/20fbd1a1/Wolverhampton-Wanderers-West-Ham-United-January-14-2023-Premier-League,0.0,0.6666666666666666,0.5
12,12,12,12,2023-01-21,Sat,Premier League,Matchweek 21,Home,W 2–0,West Ham,Everton,Y,CB,90,0,0,0,0,1.0,0.0,0,0,68.0,5.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,42.0,49.0,85.7,4.0,35.0,1.0,1.0,1.0,/en/matches/db9cdba8/West-Ham-United-Everton-January-21-2023-Premier-League,1.0,0.5,0.5
13,13,13,13,2023-01-30,Mon,FA Cup,Fourth round proper,Away,W 2–0,West Ham,Derby County,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/8a10ca1e/Derby-County-West-Ham-United-January-30-2023-FA-Cup,1.0,0.6666666666666666,0.5
14,14,14,14,2023-02-04,Sat,Premier League,Matchweek 22,Away,D 1–1,West Ham,Newcastle Utd,Y,CB,90,0,0,0,0,2.0,0.0,1,0,49.0,3.0,2.0,2.0,0.3,0.3,0.0,0.0,0.0,25.0,33.0,75.8,2.0,21.0,0.0,0.0,0.0,/en/matches/34e9160c/Newcastle-United-West-Ham-United-February-4-2023-Premier-League,0.5,0.6666666666666666,0.5
15,15,15,15,2023-02-11,Sat,Premier League,Matchweek 23,Home,D 1–1,West Ham,Chelsea,Y,CB,79,0,0,0,0,1.0,0.0,0,0,40.0,1.0,3.0,0.0,0.1,0.1,0.0,0.0,0.0,26.0,31.0,83.9,0.0,27.0,0.0,2.0,0.0,/en/matches/18dea268/West-Ham-United-Chelsea-February-11-2023-Premier-League,0.5,0.8333333333333334,0.5
16,16,16,16,2023-02-19,Sun,Premier League,Matchweek 24,Away,L 0–2,West Ham,Tottenham,Y,CB,90,0,0,0,0,0.0,0.0,0,0,52.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,31.0,45.0,68.9,4.0,23.0,0.0,1.0,1.0,/en/matches/aae66d3d/Tottenham-Hotspur-West-Ham-United-February-19-2023-Premier-League,0.0,0.6666666666666666,0.5
17,17,17,17,2023-02-25,Sat,Premier League,Matchweek 25,Home,W 4–0,West Ham,Nott'ham Forest,Y,CB,90,0,0,0,0,0.0,0.0,0,0,43.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,36.0,80.6,2.0,29.0,0.0,0.0,0.0,/en/matches/767981c6/West-Ham-United-Nottingham-Forest-February-25-2023-Premier-League,1.0,0.3333333333333333,0.5
18,18,18,18,2023-03-01,Wed,FA Cup,Fifth round proper,Away,L 1–3,West Ham,Manchester Utd,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/9ee6ee82/Manchester-United-West-Ham-United-March-1-2023-FA-Cup,0.0,0.5,0.5
19,19,19,19,2023-03-04,Sat,Premier League,Matchweek 26,Away,L 0–4,West Ham,Brighton,Y,CB,90,0,0,0,0,0.0,0.0,0,0,56.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,43.0,50.0,86.0,0.0,37.0,0.0,2.0,2.0,/en/matches/bee059c4/Brighton-and-Hove-Albion-West-Ham-United-March-4-2023-Premier-League,0.0,0.3333333333333333,0.5
20,20,20,20,2023-03-09,Thu,Conf Lg,Round of 16,Away,W 2–0,eng West Ham,cy AÉK Lárnaka,Y,CB,90,0,0,0,0,0.0,0.0,0,0,49.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,41.0,75.6,0.0,19.0,0.0,0.0,0.0,/en/matches/e95ea2cf/AEK-Larnaka-West-Ham-United-March-9-2023-Europa-Conference-League,1.0,0.3333333333333333,0.5
21,21,21,21,2023-03-12,Sun,Premier League,Matchweek 27,Home,D 1–1,West Ham,Aston Villa,Y,CB,90,0,0,0,0,1.0,0.0,0,0,78.0,0.0,0.0,1.0,0.4,0.4,0.0,2.0,0.0,57.0,66.0,86.4,0.0,60.0,0.0,0.0,0.0,/en/matches/df6f054e/West-Ham-United-Aston-Villa-March-12-2023-Premier-League,0.5,0.3333333333333333,0.5
22,22,22,22,2023-03-25,Sat,Friendlies (M),Friendlies (M),Home,W 2–1,ma Morocco,br Brazil,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/b9e2f869/Morocco-Brazil-March-25-2023-Friendlies-M,1.0,0.5,0.5
23,23,23,23,2023-03-28,Tue,Friendlies (M),Friendlies (M),Neutral,D 0–0,ma Morocco,pe Peru,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/f6298cc2/Morocco-Peru-March-28-2023-Friendlies-M,0.5,0.8333333333333334,0.5
24,24,24,24,2023-04-02,Sun,Premier League,Matchweek 29,Home,W 1–0,West Ham,Southampton,Y,CB,90,1,0,0,0,2.0,1.0,0,0,60.0,2.0,0.0,0.0,0.2,0.2,0.3,2.0,0.0,40.0,48.0,83.3,0.0,36.0,1.0,0.0,0.0,/en/matches/42e1f38d/West-Ham-United-Southampton-April-2-2023-Premier-League,1.0,0.6666666666666666,0.5
25,25,25,25,2023-04-05,Wed,Premier League,Matchweek 7,Home,L 1–5,West Ham,Newcastle Utd,Y,CB,90,0,0,0,0,0.0,0.0,0,0,49.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,43.0,65.1,2.0,32.0,0.0,0.0,0.0,/en/matches/4a87012d/West-Ham-United-Newcastle-United-April-5-2023-Premier-League,0.0,0.8333333333333334,0.5
