,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,2021-08-14,Sat,Premier League,Matchweek 1,Home,W 3–2,Watford,Aston Villa,N,FW,12,0,0,0,0,0,0,0,0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,/en/matches/814b563c/Watford-Aston-Villa-August-14-2021-Premier-League,1.0,0.5,0.5238095238095238
1,1,1,1,1,1,2021-08-21,Sat,Premier League,Matchweek 2,Away,L 0–2,Watford,Brighton,N,FW,13,0,0,0,0,2,0,0,0,9.0,0.0,0,0.0,0.1,0.1,0.1,1.0,0.0,2.0,5.0,40.0,1.0,2.0,0.0,0.0,0.0,/en/matches/072af2f8/Brighton-and-Hove-Albion-Watford-August-21-2021-Premier-League,0.0,0.5,0.5
2,2,2,2,2,2,2021-09-10,Fri,Championship,Matchweek 6,Home,W 2–0,Birmingham City,Derby County,N,FW,23,0,0,0,0,0,0,0,0,9.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,33.3,1.0,3.0,0.0,0.0,0.0,/en/matches/f95a689d/Birmingham-City-Derby-County-September-10-2021-Championship,1.0,0.5,0.5
3,3,3,3,3,3,2021-09-15,Wed,Championship,Matchweek 7,Home,L 1–4,Birmingham City,Fulham,N,LW,38,1,0,1,1,3,3,0,0,22.0,0.0,0,0.0,1.1,0.3,0.1,5.0,1.0,9.0,15.0,60.0,2.0,8.0,0.0,0.0,0.0,/en/matches/2e0610df/Birmingham-City-Fulham-September-15-2021-Championship,0.0,0.6666666666666666,0.5
4,4,4,4,4,4,2021-09-18,Sat,Championship,Matchweek 8,Away,L 0–3,Birmingham City,P'borough Utd,Y,FW,90,0,0,0,0,3,0,0,0,32.0,1.0,0,0.0,0.5,0.5,0.0,4.0,0.0,17.0,23.0,73.9,3.0,13.0,2.0,3.0,2.0,/en/matches/0669c492/Peterborough-United-Birmingham-City-September-18-2021-Championship,0.0,0.3333333333333333,0.5
5,5,5,5,5,5,2021-09-25,Sat,Championship,Matchweek 9,Home,D 0–0,Birmingham City,Preston,Y,FW,66,0,0,0,0,1,0,0,0,21.0,0.0,0,0.0,0.1,0.1,0.1,3.0,0.0,7.0,14.0,50.0,2.0,9.0,0.0,0.0,0.0,/en/matches/05ee94c5/Birmingham-City-Preston-North-End-September-25-2021-Championship,0.5,0.3333333333333333,0.5
6,6,6,6,6,6,2021-09-28,Tue,Championship,Matchweek 10,Away,L 0–2,Birmingham City,QPR,Y,FW,56,0,0,0,0,1,0,0,0,20.0,0.0,0,0.0,0.0,0.0,0.5,1.0,0.0,6.0,14.0,42.9,1.0,11.0,0.0,0.0,0.0,/en/matches/187a7789/Queens-Park-Rangers-Birmingham-City-September-28-2021-Championship,0.0,0.1666666666666666,0.5
7,7,7,7,7,7,2021-10-02,Sat,Championship,Matchweek 11,Home,L 0–3,Birmingham City,Nott'ham Forest,N,LM,21,0,0,0,0,1,0,0,0,3.0,0.0,0,1.0,0.7,0.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,/en/matches/9c36e432/Birmingham-City-Nottingham-Forest-October-2-2021-Championship,0.0,0.1666666666666666,0.5
8,8,8,8,8,8,2021-10-20,Wed,Championship,Matchweek 13,Away,D 0–0,Birmingham City,Huddersfield,N,FW,21,0,0,0,0,0,0,0,0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,33.3,0.0,3.0,0.0,0.0,0.0,/en/matches/dfad9e76/Huddersfield-Town-Birmingham-City-October-20-2021-Championship,0.5,0.1666666666666666,0.5
9,9,9,9,9,9,2021-10-23,Sat,Championship,Matchweek 14,Home,W 2–1,Birmingham City,Swansea City,Y*,FW,85,1,0,0,0,1,1,0,0,38.0,3.0,0,1.0,0.1,0.1,0.1,2.0,0.0,9.0,30.0,30.0,2.0,15.0,1.0,1.0,1.0,/en/matches/beb04ffc/Birmingham-City-Swansea-City-October-23-2021-Championship,1.0,0.1666666666666666,0.5
