,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-13,Mon,UEFA Nations League,League A,Home,W 2–0,dk Denmark,at Austria,N,,45,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/3e1c6432/Denmark-Austria-June-13-2022-UEFA-Nations-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2022-08-06,Sat,Premier League,Matchweek 1,Home,W 2–0,Bournemouth,Aston Villa,Y,CM,90,0,0,0,0,1,0,1,0,45.0,5.0,5,2.0,0.0,0.0,0.0,1.0,1.0,24.0,30.0,80.0,0.0,7.0,0.0,0.0,0.0,/en/matches/877e3193/Bournemouth-Aston-Villa-August-6-2022-Premier-League,1.0,0.5,0.4777777777777778
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2022-08-13,Sat,Premier League,Matchweek 2,Away,L 0–4,Bournemouth,Manchester City,N,"CM,AM",27,0,0,0,0,0,0,0,0,10.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,10.0,80.0,1.0,6.0,0.0,0.0,0.0,/en/matches/311d705c/Manchester-City-Bournemouth-August-13-2022-Premier-League,0.0,0.5,0.4687499999999999
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2022-08-20,Sat,Premier League,Matchweek 3,Home,L 0–3,Bournemouth,Arsenal,Y,"FW,AM",64,0,0,0,0,0,0,0,0,26.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,56.3,0.0,17.0,2.0,1.0,1.0,/en/matches/7f11dd9e/Bournemouth-Arsenal-August-20-2022-Premier-League,0.0,0.6666666666666666,0.625
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2022-08-27,Sat,Premier League,Matchweek 4,Away,L 0–9,Bournemouth,Liverpool,N,CM,45,0,0,0,0,0,0,0,0,22.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,68.8,1.0,6.0,0.0,3.0,1.0,/en/matches/de515487/Liverpool-Bournemouth-August-27-2022-Premier-League,0.0,0.3333333333333333,0.3854166666666666
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2022-08-31,Wed,Premier League,Matchweek 5,Home,D 0–0,Bournemouth,Wolves,Y,FW,76,0,0,0,0,0,0,0,0,29.0,0.0,0,0.0,0.0,0.0,0.1,1.0,0.0,19.0,25.0,76.0,1.0,16.0,0.0,2.0,1.0,/en/matches/91b239d8/Bournemouth-Wolverhampton-Wanderers-August-31-2022-Premier-League,0.5,0.0,0.4880952380952381
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2022-09-03,Sat,Premier League,Matchweek 6,Away,W 3–2,Bournemouth,Nott'ham Forest,Y,AM,89,1,0,0,0,1,1,0,0,51.0,0.0,0,1.0,0.0,0.0,0.1,2.0,0.0,33.0,44.0,75.0,3.0,29.0,1.0,0.0,0.0,/en/matches/05f32555/Nottingham-Forest-Bournemouth-September-3-2022-Premier-League,1.0,0.1666666666666666,0.3095238095238095
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2022-09-17,Sat,Premier League,Matchweek 8,Away,D 1–1,Bournemouth,Newcastle Utd,Y,AM,89,1,0,0,0,2,1,0,0,35.0,3.0,1,2.0,0.4,0.4,0.1,3.0,0.0,13.0,19.0,68.4,2.0,11.0,1.0,3.0,2.0,/en/matches/177da679/Newcastle-United-Bournemouth-September-17-2022-Premier-League,0.5,0.5,0.3571428571428571
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2022-10-01,Sat,Premier League,Matchweek 9,Home,D 0–0,Bournemouth,Brentford,Y,"LM,FW",90,0,0,0,0,1,0,0,0,40.0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,29.0,72.4,3.0,29.0,2.0,0.0,0.0,/en/matches/f2e86b27/Bournemouth-Brentford-October-1-2022-Premier-League,0.5,0.6666666666666666,0.44791666666666663
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2022-10-08,Sat,Premier League,Matchweek 10,Home,W 2–1,Bournemouth,Leicester City,Y,FW,76,1,0,0,0,1,1,0,0,45.0,2.0,0,4.0,0.2,0.2,0.1,3.0,1.0,30.0,33.0,90.9,3.0,25.0,2.0,3.0,1.0,/en/matches/7db2a40a/Bournemouth-Leicester-City-October-8-2022-Premier-League,1.0,0.6666666666666666,0.3555555555555555
