,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,2021-08-16,Mon,PL2 — Div. 1,Matchweek 1,Away,W 3–1,Leeds United,Crystal Palace,Y,AM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/ccc73921/Crystal-Palace-U23-Leeds-United-U23-August-16-2021-Premier-League-2----Division-1,1.0,0.5,0.5
1,1,1,1,2021-08-23,Mon,PL2 — Div. 1,Matchweek 2,Home,L 2–4,Leeds United,Tottenham,Y,AM,90,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/01b4c85d/Leeds-United-U23-Tottenham-Hotspur-U23-August-23-2021-Premier-League-2----Division-1,0.0,0.5,0.5
2,2,2,2,2021-08-27,Fri,PL2 — Div. 1,Matchweek 3,Away,W 3–2,Leeds United,Derby County,Y,DM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/cbdd909a/Derby-County-U23-Leeds-United-U23-August-27-2021-Premier-League-2----Division-1,1.0,0.5,0.5
3,3,3,3,2021-09-11,Sat,PL2 — Div. 1,Matchweek 4,Home,D 2–2,Leeds United,West Ham,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/cbdeee5b/Leeds-United-U23-West-Ham-United-U23-September-11-2021-Premier-League-2----Division-1,0.5,0.6666666666666666,0.5
4,4,4,4,2021-09-19,Sun,PL2 — Div. 1,Matchweek 5,Away,W 4–0,Leeds United,Liverpool,Y,AM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/67b67bb1/Liverpool-U23-Leeds-United-U23-September-19-2021-Premier-League-2----Division-1,1.0,0.5,0.5
5,5,5,5,2021-09-24,Fri,PL2 — Div. 1,Matchweek 6,Home,D 4–4,Leeds United,Blackburn,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/adfa77e3/Leeds-United-U23-Blackburn-Rovers-U23-September-24-2021-Premier-League-2----Division-1,0.5,0.8333333333333334,0.5
6,6,6,6,2021-10-01,Fri,PL2 — Div. 1,Matchweek 7,Away,L 0–1,Leeds United,Leicester City,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/b474f487/Leicester-City-U23-Leeds-United-U23-October-1-2021-Premier-League-2----Division-1,0.0,0.6666666666666666,0.5
7,7,7,7,2021-10-18,Mon,PL2 — Div. 1,Matchweek 8,Away,L 2–4,Leeds United,Everton,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/6fcfdad1/Everton-U23-Leeds-United-U23-October-18-2021-Premier-League-2----Division-1,0.0,0.5,0.5
8,8,8,8,2021-10-22,Fri,PL2 — Div. 1,Matchweek 9,Home,D 1–1,Leeds United,Brighton,Y,DM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/ee3edd98/Leeds-United-U23-Brighton-and-Hove-Albion-U23-October-22-2021-Premier-League-2----Division-1,0.5,0.1666666666666666,0.5
9,9,9,9,2021-10-29,Fri,PL2 — Div. 1,Matchweek 10,Home,L 2–4,Leeds United,Arsenal,Y,DM,90,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/9aa6a285/Leeds-United-U23-Arsenal-U23-October-29-2021-Premier-League-2----Division-1,0.0,0.1666666666666666,0.5
10,10,10,10,2021-11-19,Fri,PL2 — Div. 1,Matchweek 12,Home,L 1–3,Leeds United,Chelsea,Y,DM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/f1791475/Leeds-United-U23-Chelsea-U23-November-19-2021-Premier-League-2----Division-1,0.0,0.1666666666666666,0.5
11,11,11,11,2021-11-29,Mon,PL2 — Div. 1,Matchweek 13,Away,L 2–3,Leeds United,Manchester City,Y,DM,90,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/7fcf51b0/Manchester-City-U23-Leeds-United-U23-November-29-2021-Premier-League-2----Division-1,0.0,0.1666666666666666,0.5
12,12,12,12,2021-12-03,Fri,PL2 — Div. 1,Matchweek 14,Home,L 1–3,Leeds United,Leicester City,Y,DM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/57d35db4/Leeds-United-U23-Leicester-City-U23-December-3-2021-Premier-League-2----Division-1,0.0,0.0,0.5
13,13,13,13,2021-12-20,Mon,PL2 — Div. 1,Matchweek 15,Home,D 0–0,Leeds United,Everton,Y,AM,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/f08e203e/Leeds-United-U23-Everton-U23-December-20-2021-Premier-League-2----Division-1,0.5,0.0,0.5
14,14,14,14,2022-01-09,Sun,FA Cup,Third round proper,Away,L 0–2,Leeds United,West Ham,Y,DM,45,0,0,0,0,2.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/b5e5de2f/West-Ham-United-Leeds-United-January-9-2022-FA-Cup,0.0,0.1666666666666666,0.5
15,15,15,15,2022-01-16,Sun,Premier League,Matchweek 22,Away,W 3–2,Leeds United,West Ham,N,CM,43,0,0,0,0,0.0,0.0,0,0,30.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,15.0,19.0,78.9,1.0,19.0,0.0,4.0,1.0,/en/matches/62c16969/West-Ham-United-Leeds-United-January-16-2022-Premier-League,1.0,0.1666666666666666,0.5
16,16,16,16,2022-01-24,Mon,PL2 — Div. 1,Matchweek 18,Away,L 0–4,Leeds United,Blackburn,Y,,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/7210816e/Blackburn-Rovers-U23-Leeds-United-U23-January-24-2022-Premier-League-2----Division-1,0.0,0.5,0.5
