,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form
0,0,2021-07-02,Fri,UEFA Euro,Quarter-finals,Away,W 2–1,it Italy,be Belgium,N,"LB,WB",12,0,0,0,0,0,0,0,0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,1.0,2.0,0.0,0.0,0.0,/en/matches/35a9c7dc/Belgium-Italy-July-2-2021-UEFA-Euro,1.0,0.5
1,1,2021-07-06,Tue,UEFA Euro,Semi-finals,Home,D 1 (4)–1 (2),it Italy,es Spain,Y,LB,73,0,0,0,0,1,0,0,0,38.0,1.0,0,0.0,0.1,0.1,0.0,0.0,0.0,25.0,32.0,78.1,0.0,16.0,0.0,0.0,0.0,/en/matches/997fefb3/Italy-Spain-July-6-2021-UEFA-Euro,0.5,0.5
2,2,2021-07-11,Sun,UEFA Euro,Final,Neutral,D 1 (3)–1 (2),it Italy,eng England,Y,LB,117,0,0,0,0,0,0,0,0,84.0,5.0,1,0.0,0.0,0.0,0.0,2.0,0.0,58.0,71.0,81.7,6.0,42.0,1.0,3.0,3.0,/en/matches/56228480/Italy-England-July-11-2021-UEFA-Euro,0.5,0.5
3,3,2021-08-14,Sat,Premier League,Matchweek 1,Home,W 3–0,Chelsea,Crystal Palace,N,WB,5,0,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,2.0,0.0,0.0,0.0,/en/matches/6f454493/Chelsea-Crystal-Palace-August-14-2021-Premier-League,1.0,0.6666666666666666
4,4,2021-08-22,Sun,Ligue 1,Matchweek 3,Home,D 3–3,Lyon,Clermont Foot,Y,LB,90,0,0,0,0,0,0,0,0,75.0,0.0,1,1.0,0.0,0.0,0.0,2.0,0.0,48.0,66.0,72.7,5.0,49.0,2.0,2.0,1.0,/en/matches/6cf6252f/Lyon-Clermont-Foot-August-22-2021-Ligue-1,0.5,0.6666666666666666
5,5,2021-08-27,Fri,Ligue 1,Matchweek 4,Away,W 1–0,Lyon,Nantes,Y,LB,90,0,0,0,0,0,0,0,0,78.0,1.0,0,0.0,0.0,0.0,0.1,2.0,0.0,58.0,72.0,80.6,4.0,35.0,2.0,1.0,1.0,/en/matches/3215e7eb/Nantes-Lyon-August-27-2021-Ligue-1,1.0,0.6666666666666666
6,6,2021-09-02,Thu,WCQ,First round,Home,D 1–1,it Italy,bg Bulgaria,Y,LB,89,0,0,0,0,1,0,0,0,,,3,,,,,,,,,,,,,,,/en/matches/820ab218/Italy-Bulgaria-September-2-2021-WCQ----UEFA-M,0.5,0.8333333333333334
7,7,2021-09-05,Sun,WCQ,First round,Away,D 0–0,it Italy,ch Switzerland,Y,LB,90,0,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/fc1d5df1/Switzerland-Italy-September-5-2021-WCQ----UEFA-M,0.5,0.6666666666666666
8,8,2021-09-12,Sun,Ligue 1,Matchweek 5,Home,W 3–1,Lyon,Strasbourg,Y,LB,90,0,0,0,0,1,1,0,0,94.0,2.0,3,0.0,0.0,0.0,0.1,3.0,1.0,70.0,78.0,89.7,6.0,56.0,5.0,3.0,2.0,/en/matches/aae0c87a/Lyon-Strasbourg-September-12-2021-Ligue-1,1.0,0.6666666666666666
9,9,2021-09-16,Thu,Europa Lg,Group stage,Away,W 2–0,fr Lyon,sct Rangers,Y,LB,90,0,0,0,0,1,0,0,0,97.0,1.0,0,2.0,0.0,0.0,0.0,1.0,0.0,70.0,79.0,88.6,11.0,52.0,1.0,1.0,0.0,/en/matches/90a8e1dd/Rangers-Lyon-September-16-2021-Europa-League,1.0,0.6666666666666666
10,10,2021-09-19,Sun,Ligue 1,Matchweek 6,Away,L 1–2,Lyon,Paris S-G,Y,LB,90,0,0,0,0,0,0,0,0,58.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,45.0,53.0,84.9,1.0,41.0,1.0,3.0,2.0,/en/matches/94943e52/Paris-Saint-Germain-Lyon-September-19-2021-Ligue-1,0.0,0.8333333333333334
11,11,2021-09-22,Wed,Ligue 1,Matchweek 7,Home,W 3–1,Lyon,Troyes,Y,LB,90,1,0,0,0,1,1,0,0,100.0,0.0,2,1.0,0.1,0.1,0.0,2.0,0.0,83.0,90.0,92.2,7.0,71.0,4.0,2.0,2.0,/en/matches/2c536cdf/Lyon-Troyes-September-22-2021-Ligue-1,1.0,0.6666666666666666
12,12,2021-09-25,Sat,Ligue 1,Matchweek 8,Home,D 1–1,Lyon,Lorient,Y,LB,13,0,0,0,0,0,0,0,1,16.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,15.0,15.0,100.0,0.0,9.0,2.0,0.0,0.0,/en/matches/730af461/Lyon-Lorient-September-25-2021-Ligue-1,0.5,0.6666666666666666
13,13,2021-09-30,Thu,Europa Lg,Group stage,Home,W 3–0,fr Lyon,dk Brøndby,Y,LB,90,0,0,0,0,0,0,1,0,79.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,72.0,76.0,94.7,7.0,47.0,3.0,1.0,0.0,/en/matches/1a89c989/Lyon-Brondby-September-30-2021-Europa-League,1.0,0.5
