,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-13,Sun,Premier League,Matchweek 1,Away,D 1–1,Liverpool,Chelsea,Y,LB,90,0,0,0,0,0.0,0.0,0,0,74.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,41.0,60.0,68.3,6.0,35.0,1.0,0.0,0.0,/en/matches/c18d3207/Chelsea-Liverpool-August-13-2023-Premier-League,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,2023-08-19,Sat,Premier League,Matchweek 2,Home,W 3–1,Liverpool,Bournemouth,Y,LB,90,0,0,0,0,0.0,0.0,0,0,90.0,3.0,1.0,0.0,0.0,0.0,0.3,3.0,0.0,71.0,83.0,85.5,8.0,50.0,4.0,1.0,0.0,/en/matches/80bebdbb/Liverpool-Bournemouth-August-19-2023-Premier-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2023-08-27,Sun,Premier League,Matchweek 3,Away,W 2–1,Liverpool,Newcastle Utd,Y,LB,90,0,0,0,0,0.0,0.0,0,0,66.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,43.0,57.0,75.4,3.0,21.0,0.0,2.0,0.0,/en/matches/b31156ab/Newcastle-United-Liverpool-August-27-2023-Premier-League,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,2023-09-03,Sun,Premier League,Matchweek 4,Home,W 3–0,Liverpool,Aston Villa,Y,LB,90,0,0,0,0,0.0,0.0,0,0,119.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,101.0,112.0,90.2,8.0,95.0,0.0,0.0,0.0,/en/matches/bdbc722e/Liverpool-Aston-Villa-September-3-2023-Premier-League,1.0,0.8333333333333334,0.9444444444444444
4,4,4,4,4,4,4,4,4,4,4,4,4,2023-09-08,Fri,Euro Qualifying,Group stage,Away,W 3–0,sct Scotland,cy Cyprus,Y*,DM,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/1db57a1b/Cyprus-Scotland-September-8-2023-Euro-Qualifying,1.0,1.0,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,2023-09-12,Tue,Friendlies (M),Friendlies (M),Home,L 1–3,sct Scotland,eng England,Y*,LM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/1461ddd6/Scotland-England-September-12-2023-Friendlies-M,0.0,1.0,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,2023-09-16,Sat,Premier League,Matchweek 5,Away,W 3–1,Liverpool,Wolves,Y*,LB,90,1,0,0,0,1.0,1.0,0,0,101.0,2.0,2.0,0.0,0.4,0.4,0.2,3.0,1.0,83.0,94.0,88.3,10.0,48.0,3.0,0.0,0.0,/en/matches/38daebd2/Wolverhampton-Wanderers-Liverpool-September-16-2023-Premier-League,1.0,0.6666666666666666,0.5416666666666667
7,7,7,7,7,7,7,7,7,7,7,7,7,2023-09-24,Sun,Premier League,Matchweek 6,Home,W 3–1,Liverpool,West Ham,Y,LB,90,0,0,0,0,0.0,0.0,0,0,91.0,0.0,0.0,2.0,0.0,0.0,0.4,7.0,1.0,68.0,85.0,80.0,8.0,52.0,6.0,0.0,0.0,/en/matches/90adf8b3/Liverpool-West-Ham-United-September-24-2023-Premier-League,1.0,0.6666666666666666,0.6428571428571429
8,8,8,8,8,8,8,8,8,8,8,8,8,2023-09-30,Sat,Premier League,Matchweek 7,Away,L 1–2,Liverpool,Tottenham,Y,"LB,WB",90,0,0,0,0,1.0,1.0,1,0,59.0,1.0,1.0,0.0,0.0,0.0,0.2,5.0,0.0,41.0,51.0,80.4,5.0,34.0,5.0,1.0,1.0,/en/matches/ec4145b4/Tottenham-Hotspur-Liverpool-September-30-2023-Premier-League,0.0,0.6666666666666666,0.7500000000000001
9,9,9,9,9,9,9,9,9,9,9,9,9,2023-10-08,Sun,Premier League,Matchweek 8,Away,D 2–2,Liverpool,Brighton,Y,LB,90,0,0,0,0,0.0,0.0,0,0,51.0,4.0,1.0,1.0,0.0,0.0,0.1,3.0,0.0,37.0,45.0,82.2,1.0,25.0,0.0,0.0,0.0,/en/matches/3b1ec657/Brighton-and-Hove-Albion-Liverpool-October-8-2023-Premier-League,0.5,0.6666666666666666,0.3571428571428571
10,10,10,10,10,10,10,10,10,10,10,10,10,2023-10-12,Thu,Euro Qualifying,Group stage,Away,L 0–2,sct Scotland,es Spain,Y*,LB,43,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/816e3943/Spain-Scotland-October-12-2023-Euro-Qualifying,0.0,0.5,0.5
