,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
0,2023-08-12,Sun,Matchweek 3,Away,W 3–1,Aston Villa,Burnley,N,"On matchday squad, but did not play",/en/matches/b66a7def/Burnley-Aston-Villa-August-27-2023-Premier-League,,,,,,,,,,,,,,,
1,2023-08-12,Sun,Matchweek 4,Away,L 0–3,Aston Villa,Liverpool,N,RM,46,2,2,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/bdbc722e/Liverpool-Aston-Villa-September-3-2023-Premier-League
2,2023-08-12,Sat,Matchweek 5,Home,W 3–1,Aston Villa,Crystal Palace,N,"RM,LW",34,3,1,0,1,1,0,0,0,0,0,0,0,0,0,/en/matches/bc77340e/Aston-Villa-Crystal-Palace-September-16-2023-Premier-League
3,2023-08-12,Sun,Matchweek 6,Away,W 1–0,Aston Villa,Chelsea,N,RM,16,2,1,1,0,0,0,0,0,0,0,0,0,0,0,/en/matches/7d2c5e05/Chelsea-Aston-Villa-September-24-2023-Premier-League
4,2023-08-12,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-08-12,Sun,Matchweek 8,Away,D 1–1,Aston Villa,Wolves,N,RW,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/3292ed35/Wolverhampton-Wanderers-Aston-Villa-October-8-2023-Premier-League
