,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-23,Tue,EFL Cup,Second round,Away,D 2 (5)–2 (3),Bournemouth,Norwich City,Y,GK,120,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/b44a73fc/Norwich-City-Bournemouth-August-23-2022-EFL-Cup,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2022-08-31,Wed,Premier League,Matchweek 5,Home,D 0–0,Bournemouth,Wolves,Y,GK,90,0,0,0,0,0,0,1,0,35.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,34.0,76.5,0.0,18.0,0.0,0.0,0.0,/en/matches/91b239d8/Bournemouth-Wolverhampton-Wanderers-August-31-2022-Premier-League,0.5,0.5,0.4880952380952381
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2022-09-03,Sat,Premier League,Matchweek 6,Away,W 3–2,Bournemouth,Nott'ham Forest,Y,GK,90,0,0,0,0,0,0,1,0,22.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20.0,80.0,0.0,13.0,0.0,0.0,0.0,/en/matches/05f32555/Nottingham-Forest-Bournemouth-September-3-2022-Premier-League,1.0,0.5,0.3095238095238095
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2022-09-17,Sat,Premier League,Matchweek 8,Away,D 1–1,Bournemouth,Newcastle Utd,Y,GK,90,0,0,0,0,0,0,0,0,42.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,37.0,56.8,0.0,20.0,0.0,0.0,0.0,/en/matches/177da679/Newcastle-United-Bournemouth-September-17-2022-Premier-League,0.5,0.6666666666666666,0.3571428571428571
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2022-10-01,Sat,Premier League,Matchweek 9,Home,D 0–0,Bournemouth,Brentford,Y,GK,90,0,0,0,0,0,0,0,0,37.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,35.0,68.6,0.0,20.0,0.0,0.0,0.0,/en/matches/f2e86b27/Bournemouth-Brentford-October-1-2022-Premier-League,0.5,0.6666666666666666,0.4479166666666666
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2022-10-08,Sat,Premier League,Matchweek 10,Home,W 2–1,Bournemouth,Leicester City,Y,GK,90,0,0,0,0,0,0,0,0,28.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,27.0,59.3,0.0,18.0,0.0,0.0,0.0,/en/matches/7db2a40a/Bournemouth-Leicester-City-October-8-2022-Premier-League,1.0,0.6666666666666666,0.3555555555555555
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2022-10-15,Sat,Premier League,Matchweek 11,Away,D 2–2,Bournemouth,Fulham,Y,GK,90,0,0,0,0,0,0,0,0,27.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,26.0,50.0,0.0,15.0,0.0,0.0,0.0,/en/matches/ab7f61dd/Fulham-Bournemouth-October-15-2022-Premier-League,0.5,0.6666666666666666,0.2999999999999999
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2022-10-19,Wed,Premier League,Matchweek 12,Home,L 0–1,Bournemouth,Southampton,Y,GK,90,0,0,0,0,0,0,0,0,24.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,23.0,82.6,0.0,14.0,0.0,0.0,0.0,/en/matches/8a2bb3b6/Bournemouth-Southampton-October-19-2022-Premier-League,0.0,0.6666666666666666,0.2395833333333332
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2022-10-24,Mon,Premier League,Matchweek 13,Away,L 0–2,Bournemouth,West Ham,Y,GK,45,0,0,0,0,0,0,0,0,18.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,17.0,58.8,0.0,9.0,0.0,0.0,0.0,/en/matches/e9d1a18b/West-Ham-United-Bournemouth-October-24-2022-Premier-League,0.0,0.5,0.5595238095238095
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2023-01-14,Sat,Premier League,Matchweek 20,Away,L 0–2,Bournemouth,Brentford,Y,GK,90,0,0,0,0,0,0,1,0,26.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,25.0,56.0,0.0,15.0,0.0,0.0,0.0,/en/matches/3f992264/Brentford-Bournemouth-January-14-2023-Premier-League,0.0,0.1666666666666666,0.5
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2023-01-21,Sat,Premier League,Matchweek 21,Home,D 1–1,Bournemouth,Nott'ham Forest,Y,GK,90,0,0,0,0,0,0,0,0,38.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,34.0,61.8,0.0,15.0,0.0,0.0,0.0,/en/matches/38c715b4/Bournemouth-Nottingham-Forest-January-21-2023-Premier-League,0.5,0.0,0.5
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2023-02-04,Sat,Premier League,Matchweek 22,Away,L 0–1,Bournemouth,Brighton,Y*,GK,90,0,0,0,0,0,0,0,0,39.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,36.0,66.7,0.0,21.0,0.0,0.0,0.0,/en/matches/dccc53ae/Brighton-and-Hove-Albion-Bournemouth-February-4-2023-Premier-League,0.0,0.1666666666666666,0.5
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2023-02-11,Sat,Premier League,Matchweek 23,Home,D 1–1,Bournemouth,Newcastle Utd,Y*,GK,90,0,0,0,0,0,0,0,0,35.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,32.0,40.6,0.0,16.0,0.0,0.0,0.0,/en/matches/d9339e30/Bournemouth-Newcastle-United-February-11-2023-Premier-League,0.5,0.1666666666666666,0.5
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2023-02-18,Sat,Premier League,Matchweek 24,Away,W 1–0,Bournemouth,Wolves,Y*,GK,90,0,0,0,0,0,0,0,0,33.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,30.0,60.0,0.0,13.0,0.0,0.0,0.0,/en/matches/eaf37ab4/Wolverhampton-Wanderers-Bournemouth-February-18-2023-Premier-League,1.0,0.3333333333333333,0.5
