,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-14,Sat,Premier League,Matchweek 1,Home,L 0–3,Norwich City,Liverpool,Y,LB,90,0,0,0,0,0.0,0.0,0,0,84.0,3.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,56.0,68.0,82.4,4.0,51.0,3.0,5.0,4.0,/en/matches/c52500ad/Norwich-City-Liverpool-August-14-2021-Premier-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-08-21,Sat,Premier League,Matchweek 2,Away,L 0–5,Norwich City,Manchester City,Y,LB,45,0,0,0,0,0.0,0.0,0,0,26.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,22.0,81.8,0.0,18.0,1.0,3.0,2.0,/en/matches/ab6db0d6/Manchester-City-Norwich-City-August-21-2021-Premier-League,0.0,0.5,0.4523809523809524
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-08-24,Tue,EFL Cup,Second round,Home,W 6–0,Norwich City,Bournemouth,N,,15,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/487873e3/Norwich-City-Bournemouth-August-24-2021-EFL-Cup,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-09-01,Wed,Friendlies (M),Friendlies (M),Away,L 1–2,gr Greece,ch Switzerland,N,,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/8c98e633/Switzerland-Greece-September-1-2021-Friendlies-M,0.0,0.3333333333333333,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-09-05,Sun,WCQ,First round,Away,D 1–1,gr Greece,xk Kosovo,Y,FW,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/ae2a538f/Kosovo-Greece-September-5-2021-WCQ----UEFA-M,0.5,0.3333333333333333,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-09-21,Tue,EFL Cup,Third round,Home,L 0–3,Norwich City,Liverpool,Y,LW,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/1d32b710/Norwich-City-Liverpool-September-21-2021-EFL-Cup,0.0,0.5,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-09-25,Sat,Premier League,Matchweek 6,Away,L 0–2,Norwich City,Everton,N,LB,5,0,0,0,0,0.0,0.0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,71.4,1.0,3.0,0.0,1.0,1.0,/en/matches/d516ccbf/Everton-Norwich-City-September-25-2021-Premier-League,0.0,0.1666666666666666,0.5238095238095238
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2021-10-02,Sat,Premier League,Matchweek 7,Away,D 0–0,Norwich City,Burnley,Y,LB,90,0,0,0,0,1.0,0.0,0,0,72.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,37.0,52.0,71.2,3.0,38.0,4.0,8.0,5.0,/en/matches/9231df9a/Burnley-Norwich-City-October-2-2021-Premier-League,0.5,0.1666666666666666,0.369047619047619
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-10-12,Tue,WCQ,First round,Away,L 0–2,gr Greece,se Sweden,Y,LM,83,0,0,0,0,2.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/ad6f6e0e/Sweden-Greece-October-12-2021-WCQ----UEFA-M,0.0,0.1666666666666666,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-10-16,Sat,Premier League,Matchweek 8,Home,D 0–0,Norwich City,Brighton,Y,LB,90,0,0,0,0,0.0,0.0,1,0,64.0,2.0,3.0,2.0,0.0,0.0,0.1,3.0,0.0,35.0,49.0,71.4,3.0,25.0,2.0,3.0,2.0,/en/matches/bc0a1eb5/Norwich-City-Brighton-and-Hove-Albion-October-16-2021-Premier-League,0.5,0.1666666666666666,0.6666666666666669
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2021-10-23,Sat,Premier League,Matchweek 9,Away,L 0–7,Norwich City,Chelsea,Y,WB,45,0,0,0,0,0.0,0.0,0,0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,19.0,73.7,1.0,12.0,0.0,0.0,0.0,/en/matches/a6ff9cf9/Chelsea-Norwich-City-October-23-2021-Premier-League,0.0,0.3333333333333333,0.7857142857142856
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2021-11-06,Sat,Premier League,Matchweek 11,Away,W 2–1,Norwich City,Brentford,N,RW,17,0,0,0,0,0.0,0.0,0,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,71.4,0.0,4.0,0.0,0.0,0.0,/en/matches/0f029791/Brentford-Norwich-City-November-6-2021-Premier-League,1.0,0.1666666666666666,0.3333333333333333
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2021-11-11,Thu,WCQ,First round,Home,L 0–1,gr Greece,es Spain,Y,LB,66,0,0,0,0,0.0,0.0,0,0,,,3.0,,,,,,,,,,,,,,,/en/matches/f7183877/Greece-Spain-November-11-2021-WCQ----UEFA-M,0.0,0.5,0.5
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2021-11-30,Tue,Premier League,Matchweek 14,Away,D 1–1,Norwich City,Newcastle Utd,N,LB,18,0,1,0,0,0.0,0.0,0,0,29.0,1.0,1.0,1.0,0.0,0.0,0.1,1.0,1.0,21.0,26.0,80.8,1.0,20.0,0.0,1.0,0.0,/en/matches/ce4d873f/Newcastle-United-Norwich-City-November-30-2021-Premier-League,0.5,0.3333333333333333,0.3095238095238096
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2021-12-11,Sat,Premier League,Matchweek 16,Home,L 0–1,Norwich City,Manchester Utd,Y,LB,90,0,0,0,0,0.0,0.0,0,0,72.0,1.0,2.0,0.0,0.0,0.0,0.2,2.0,0.0,46.0,63.0,73.0,3.0,47.0,4.0,3.0,3.0,/en/matches/11a67612/Norwich-City-Manchester-United-December-11-2021-Premier-League,0.0,0.5,0.7738095238095238
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2021-12-28,Tue,Premier League,Matchweek 20,Away,L 0–3,Norwich City,Crystal Palace,Y,LB,45,0,0,0,0,0.0,0.0,0,0,28.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,15.0,19.0,78.9,0.0,15.0,0.0,1.0,0.0,/en/matches/59ef01ea/Crystal-Palace-Norwich-City-December-28-2021-Premier-League,0.0,0.1666666666666666,0.4285714285714285
