,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Match Report
0,2021-08-15,Sat,Matchweek 3,Home,W 5–0,Manchester City,Arsenal,Y,RM,57,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,,/en/matches/d4650aa2/Manchester-City-Arsenal-August-28-2021-Premier-League
1,2021-08-15,Sat,Matchweek 4,Away,W 1–0,Manchester City,Leicester City,Y,"LM,RW",90,0,0,0,2,0,3,8,0,3,0,0,0,4,0,1,0.0,/en/matches/8dd69c8d/Leicester-City-Manchester-City-September-11-2021-Premier-League
2,2021-08-15,Sat,Matchweek 5,Home,D 0–0,Manchester City,Southampton,Y,"LM,RM",71,0,0,0,0,2,0,1,0,0,0,0,0,4,0,1,0.0,/en/matches/1576c578/Manchester-City-Southampton-September-18-2021-Premier-League
3,2021-08-15,Sat,Matchweek 6,Away,W 1–0,Manchester City,Chelsea,Y,RM,90,0,0,0,1,1,0,3,1,0,0,0,0,9,1,2,33.3,/en/matches/fc59faf7/Chelsea-Manchester-City-September-25-2021-Premier-League
4,2021-08-15,Sun,Matchweek 7,Away,D 2–2,Manchester City,Liverpool,Y,LM,90,1,0,0,1,4,1,1,2,3,0,0,0,7,0,0,,/en/matches/2598b046/Liverpool-Manchester-City-October-3-2021-Premier-League
5,2021-08-15,Sat,Matchweek 8,Home,W 2–0,Manchester City,Burnley,Y,"RM,LM",89,0,0,0,2,0,0,1,1,1,0,0,0,1,0,0,,/en/matches/55778d0d/Manchester-City-Burnley-October-16-2021-Premier-League
6,2021-08-15,Sat,Matchweek 9,Away,W 4–1,Manchester City,Brighton,Y,"RM,AM",90,0,0,0,0,1,0,0,1,1,0,0,0,7,0,2,0.0,/en/matches/dc93611c/Brighton-and-Hove-Albion-Manchester-City-October-23-2021-Premier-League
7,2021-08-15,Sat,Matchweek 10,Home,L 0–2,Manchester City,Crystal Palace,Y,"LM,CM",90,1,0,0,1,2,0,1,0,0,0,0,0,5,0,0,,/en/matches/eb6c294f/Manchester-City-Crystal-Palace-October-30-2021-Premier-League
8,2021-08-15,Sat,Matchweek 11,Away,W 2–0,Manchester City,Manchester Utd,Y,FW,90,1,0,0,3,1,0,2,0,2,0,0,0,4,0,1,0.0,/en/matches/5fa5be28/Manchester-Derby-Manchester-United-Manchester-City-November-6-2021-Premier-League
9,2021-08-15,Sun,Matchweek 12,Home,W 3–0,Manchester City,Everton,Y,RM,90,0,0,0,0,1,0,1,2,0,0,0,0,7,1,0,100.0,/en/matches/bfbe7402/Manchester-City-Everton-November-21-2021-Premier-League
10,2021-08-15,Sun,Matchweek 13,Home,W 2–1,Manchester City,West Ham,Y,"LM,FW",90,0,0,0,0,1,1,3,0,1,0,0,0,5,0,2,0.0,/en/matches/c37446de/Manchester-City-West-Ham-United-November-28-2021-Premier-League
11,2021-08-15,Wed,Matchweek 14,Away,W 2–1,Manchester City,Aston Villa,Y,AM,90,0,0,0,0,1,0,1,0,0,0,0,0,3,0,1,0.0,/en/matches/1993b7ec/Aston-Villa-Manchester-City-December-1-2021-Premier-League
12,2021-08-15,Sat,Matchweek 15,Away,W 3–1,Manchester City,Watford,Y,LM,90,0,0,0,1,0,0,1,0,2,0,0,0,6,0,0,,/en/matches/befb6648/Watford-Manchester-City-December-4-2021-Premier-League
13,2021-08-15,Sat,Matchweek 16,Home,W 1–0,Manchester City,Wolves,Y,"RM,LM",90,0,0,0,0,0,0,2,0,0,0,0,0,3,0,1,0.0,/en/matches/d46b4a18/Manchester-City-Wolverhampton-Wanderers-December-11-2021-Premier-League
14,2021-08-15,Tue,Matchweek 17,Home,W 7–0,Manchester City,Leeds United,Y,DM,45,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,100.0,/en/matches/5730a84c/Manchester-City-Leeds-United-December-14-2021-Premier-League
15,2021-08-15,Sun,Matchweek 18,Away,W 4–0,Manchester City,Newcastle Utd,Y,DM,90,1,0,0,2,1,0,0,1,2,0,0,0,4,1,0,100.0,/en/matches/4d9bcee9/Newcastle-United-Manchester-City-December-19-2021-Premier-League
16,2021-08-15,Sun,Matchweek 19,Home,W 6–3,Manchester City,Leicester City,Y,FW,90,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,,/en/matches/49e84e17/Manchester-City-Leicester-City-December-26-2021-Premier-League
17,2021-08-15,Wed,Matchweek 20,Away,W 1–0,Manchester City,Brentford,Y,LM,90,0,0,0,0,0,1,2,0,1,0,0,0,3,0,0,,/en/matches/1a0df937/Brentford-Manchester-City-December-29-2021-Premier-League
18,2021-08-15,Sat,Matchweek 21,Away,W 2–1,Manchester City,Arsenal,Y,"DM,FW",90,1,0,0,0,3,0,0,0,1,1,0,0,7,0,0,,/en/matches/a9903a63/Arsenal-Manchester-City-January-1-2022-Premier-League
19,2021-08-15,Sat,Matchweek 22,Home,W 1–0,Manchester City,Chelsea,Y,"DM,RM",90,0,0,0,4,1,0,0,1,2,0,0,0,5,0,0,,/en/matches/febd7f38/Manchester-City-Chelsea-January-15-2022-Premier-League
20,2021-08-15,Sat,Matchweek 23,Away,D 1–1,Manchester City,Southampton,Y,RM,90,0,0,0,0,0,0,2,1,1,0,0,0,7,0,0,,/en/matches/9bfa5945/Southampton-Manchester-City-January-22-2022-Premier-League
21,2021-08-15,Wed,Matchweek 24,Home,W 2–0,Manchester City,Brentford,Y,"LM,LW",90,0,0,0,1,0,0,1,1,0,0,0,0,5,1,0,100.0,/en/matches/3b077554/Manchester-City-Brentford-February-9-2022-Premier-League
22,2021-08-15,Sat,Matchweek 25,Away,W 4–0,Manchester City,Norwich City,Y,RM,74,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0.0,/en/matches/522300d0/Norwich-City-Manchester-City-February-12-2022-Premier-League
23,2021-08-15,Sat,Matchweek 26,Home,L 2–3,Manchester City,Tottenham,Y,FW,90,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1,50.0,/en/matches/cd797899/Manchester-City-Tottenham-Hotspur-February-19-2022-Premier-League
24,2021-08-15,Sat,Matchweek 27,Away,W 1–0,Manchester City,Everton,Y,"FW,LM",90,0,0,0,1,2,0,3,2,1,0,0,0,4,0,0,,/en/matches/ab729bd6/Everton-Manchester-City-February-26-2022-Premier-League
25,2021-08-15,Sun,Matchweek 28,Home,W 4–1,Manchester City,Manchester Utd,Y,"LM,RM",90,0,0,0,1,3,0,5,4,0,0,0,0,6,0,0,,/en/matches/2dc5b8b0/Manchester-Derby-Manchester-City-Manchester-United-March-6-2022-Premier-League
