,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Match Report
0,2021-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2021-08-22,Sun,Matchweek 5,Away,W 3–0,Chelsea,Tottenham,N,CM,45,2,0,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0,/en/matches/eaf98461/Tottenham-Hotspur-Chelsea-September-19-2021-Premier-League
2,2021-08-22,Sat,Matchweek 6,Home,L 0–1,Chelsea,Manchester City,Y,CM,59,2,1,1,1,0,0,1,0.0,1,3,1,2,1,3,0,0,/en/matches/fc59faf7/Chelsea-Manchester-City-September-25-2021-Premier-League
3,2021-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2021-08-22,Sat,Matchweek 8,Away,W 1–0,Chelsea,Brentford,Y,CM,90,1,0,1,0,0,0,2,0.0,2,2,0,2,1,2,1,0,/en/matches/866cfb1f/Brentford-Chelsea-October-16-2021-Premier-League
5,2021-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2021-08-22,Sat,Matchweek 10,Away,W 3–0,Chelsea,Newcastle Utd,Y,CM,63,4,1,2,2,0,0,1,0.0,1,0,0,0,0,4,0,0,/en/matches/49478cd2/Newcastle-United-Chelsea-October-30-2021-Premier-League
7,2021-08-22,Sat,Matchweek 11,Home,D 1–1,Chelsea,Burnley,Y,CM,84,1,1,0,1,0,1,1,100.0,0,3,0,3,0,1,0,0,/en/matches/316c0296/Chelsea-Burnley-November-6-2021-Premier-League
8,2021-08-22,Sat,Matchweek 12,Away,W 3–0,Chelsea,Leicester City,Y,CM,90,2,2,0,0,2,2,2,100.0,0,2,0,2,1,3,0,0,/en/matches/2fd486d6/Leicester-City-Chelsea-November-20-2021-Premier-League
9,2021-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2021-08-22,Thu,Matchweek 17,Home,D 1–1,Chelsea,Everton,N,"On matchday squad, but did not play",/en/matches/70209eb1/Chelsea-Everton-December-16-2021-Premier-League,,,,,,,,,,,,,,,,,
11,2021-08-22,Sun,Matchweek 18,Away,D 0–0,Chelsea,Wolves,Y,CM,90,2,1,0,1,1,0,0,,0,2,0,2,2,4,0,0,/en/matches/73d478fb/Wolverhampton-Wanderers-Chelsea-December-19-2021-Premier-League
12,2021-08-22,Sun,Matchweek 19,Away,W 3–1,Chelsea,Aston Villa,Y,CM,62,2,1,0,0,2,1,1,100.0,0,1,0,1,2,4,0,0,/en/matches/61396bd8/Aston-Villa-Chelsea-December-26-2021-Premier-League
13,2021-08-22,Wed,Matchweek 20,Home,D 1–1,Chelsea,Brighton,N,AM,24,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0,/en/matches/8fbe2e12/Chelsea-Brighton-and-Hove-Albion-December-29-2021-Premier-League
14,2021-08-22,Sun,Matchweek 21,Home,D 2–2,Chelsea,Liverpool,Y,CM,90,2,1,0,1,1,0,0,,0,2,0,2,3,5,0,0,/en/matches/3480cc09/Chelsea-Liverpool-January-2-2022-Premier-League
15,2021-08-22,Sat,Matchweek 22,Away,L 0–1,Chelsea,Manchester City,Y,CM,90,5,3,3,2,0,3,6,50.0,3,0,0,0,1,6,1,0,/en/matches/febd7f38/Manchester-City-Chelsea-January-15-2022-Premier-League
16,2021-08-22,Tue,Matchweek 24,Away,D 1–1,Chelsea,Brighton,Y,DM,90,4,0,1,3,0,4,5,80.0,1,3,1,2,1,5,1,0,/en/matches/b4c9c369/Brighton-and-Hove-Albion-Chelsea-January-18-2022-Premier-League
17,2021-08-22,Sun,Matchweek 23,Home,W 2–0,Chelsea,Tottenham,N,"CM,DM",18,1,0,0,1,0,0,0,,0,0,0,0,0,1,1,0,/en/matches/29e164e3/Chelsea-Tottenham-Hotspur-January-23-2022-Premier-League
18,2021-08-22,Sat,Matchweek 26,Away,W 1–0,Chelsea,Crystal Palace,Y,RM,73,2,1,1,1,0,1,1,100.0,0,1,0,1,1,3,0,0,/en/matches/ddd2eed6/Crystal-Palace-Chelsea-February-19-2022-Premier-League
19,2021-08-22,Sat,Matchweek 28,Away,W 4–0,Chelsea,Burnley,Y,CM,69,2,2,1,1,0,2,2,100.0,0,1,0,1,1,3,0,0,/en/matches/926192f8/Burnley-Chelsea-March-5-2022-Premier-League
20,2021-08-22,Thu,Matchweek 30,Away,W 3–1,Chelsea,Norwich City,N,CM,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,/en/matches/4371c286/Norwich-City-Chelsea-March-10-2022-Premier-League
