,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Match Report
0,2019-10-19,Sat,Matchweek 12,Away,W 2–1,Everton,Southampton,N,"On matchday squad, but did not play",/en/matches/553c5b11/Southampton-Everton-November-9-2019-Premier-League,,,,,,,,,,,,,,,,,
1,2019-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2019-10-19,Sun,Matchweek 14,Away,L 1–2,Everton,Leicester City,N,"On matchday squad, but did not play",/en/matches/aa2284c2/Leicester-City-Everton-December-1-2019-Premier-League,,,,,,,,,,,,,,,,,
3,2019-10-19,Wed,Matchweek 15,Away,L 2–5,Everton,Liverpool,N,"On matchday squad, but did not play",/en/matches/de0ec650/Merseyside-Derby-Liverpool-Everton-December-4-2019-Premier-League,,,,,,,,,,,,,,,,,
4,2019-10-19,Sat,Matchweek 16,Home,W 3–1,Everton,Chelsea,N,LB,9,1,1,1,0,0,0,0,,0,1,1,0,0,1,0,0,/en/matches/1b69dd66/Everton-Chelsea-December-7-2019-Premier-League
5,2019-10-19,Sun,Matchweek 17,Away,D 1–1,Everton,Manchester Utd,N,LB,66,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,0,/en/matches/240ac5ad/Manchester-United-Everton-December-15-2019-Premier-League
6,2019-10-19,Sat,Matchweek 18,Home,D 0–0,Everton,Arsenal,N,"On matchday squad, but did not play",/en/matches/b9d1d1a7/Everton-Arsenal-December-21-2019-Premier-League,,,,,,,,,,,,,,,,,
7,2019-10-19,Thu,Matchweek 19,Home,W 1–0,Everton,Burnley,N,"On matchday squad, but did not play",/en/matches/b23c6c90/Everton-Burnley-December-26-2019-Premier-League,,,,,,,,,,,,,,,,,
8,2019-10-19,Sat,Matchweek 20,Away,W 2–1,Everton,Newcastle Utd,Y*,LB,79,2,0,1,0,1,2,3,66.7,1,1,1,0,0,2,2,0,/en/matches/6edbd555/Newcastle-United-Everton-December-28-2019-Premier-League
9,2019-10-19,Wed,Matchweek 21,Away,L 1–2,Everton,Manchester City,N,"On matchday squad, but did not play",/en/matches/ed58271e/Manchester-City-Everton-January-1-2020-Premier-League,,,,,,,,,,,,,,,,,
10,2019-10-19,Sat,Matchweek 22,Home,W 1–0,Everton,Brighton,N,"On matchday squad, but did not play",/en/matches/61cc2ca5/Everton-Brighton-and-Hove-Albion-January-11-2020-Premier-League,,,,,,,,,,,,,,,,,
11,2019-10-19,Sat,Matchweek 23,Away,D 1–1,Everton,West Ham,N,"On matchday squad, but did not play",/en/matches/d4898eac/West-Ham-United-Everton-January-18-2020-Premier-League,,,,,,,,,,,,,,,,,
