,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-02,Thu,UEFA Nations League,League B,Home,L 0–1,rs Serbia,no Norway,Y,FW,90,0,0,0,0,7,2,1,0,,,0,,,,,,,,,,,,,,,/en/matches/38f8cfa3/Serbia-Norway-June-2-2022-UEFA-Nations-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2022-06-05,Sun,UEFA Nations League,League B,Home,W 4–1,rs Serbia,si Slovenia,Y*,FW,80,1,0,0,0,3,3,1,0,,,0,,,,,,,,,,,,,,,/en/matches/ff0b081b/Serbia-Slovenia-June-5-2022-UEFA-Nations-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2022-06-12,Sun,UEFA Nations League,League B,Away,D 2–2,rs Serbia,si Slovenia,Y,FW,90,1,0,0,0,3,2,0,0,,,0,,,,,,,,,,,,,,,/en/matches/f0468c70/Slovenia-Serbia-June-12-2022-UEFA-Nations-League,0.5,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2022-08-06,Sat,Premier League,Matchweek 1,Home,D 2–2,Fulham,Liverpool,Y,FW,90,2,0,1,1,2,1,0,0,45.0,1.0,1,1.0,0.9,0.2,0.1,4.0,1.0,10.0,28.0,35.7,4.0,26.0,4.0,2.0,2.0,/en/matches/6713c1dc/Fulham-Liverpool-August-6-2022-Premier-League,0.5,0.5,0.5111111111111111
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2022-08-13,Sat,Premier League,Matchweek 2,Away,D 0–0,Fulham,Wolves,Y,FW,90,0,0,0,1,3,0,1,0,33.0,2.0,0,0.0,1.0,0.2,0.4,1.0,0.0,13.0,19.0,68.4,2.0,11.0,0.0,0.0,0.0,/en/matches/669b1665/Wolverhampton-Wanderers-Fulham-August-13-2022-Premier-League,0.5,0.6666666666666666,0.4880952380952381
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2022-08-20,Sat,Premier League,Matchweek 3,Home,W 3–2,Fulham,Brentford,Y,FW,89,1,0,0,0,8,5,0,0,39.0,1.0,0,1.0,1.3,1.3,0.0,5.0,1.0,14.0,21.0,66.7,0.0,18.0,0.0,0.0,0.0,/en/matches/a107c037/Fulham-Brentford-August-20-2022-Premier-League,1.0,0.5,0.5444444444444445
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2022-08-27,Sat,Premier League,Matchweek 4,Away,L 1–2,Fulham,Arsenal,Y,FW,90,1,0,0,0,4,2,0,0,36.0,1.0,0,2.0,0.2,0.2,0.1,3.0,0.0,8.0,18.0,44.4,3.0,19.0,1.0,3.0,1.0,/en/matches/8b69fd2d/Arsenal-Fulham-August-27-2022-Premier-League,0.0,0.6666666666666666,0.9285714285714286
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2022-08-30,Tue,Premier League,Matchweek 5,Home,W 2–1,Fulham,Brighton,Y,FW,90,1,0,0,0,3,2,0,0,38.0,2.0,0,2.0,0.4,0.4,0.1,4.0,0.0,11.0,20.0,55.0,3.0,19.0,4.0,8.0,5.0,/en/matches/361f4461/Fulham-Brighton-and-Hove-Albion-August-30-2022-Premier-League,1.0,0.5,0.8000000000000002
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2022-09-03,Sat,Premier League,Matchweek 6,Away,L 1–2,Fulham,Tottenham,Y,FW,90,1,0,0,0,5,3,1,0,22.0,0.0,0,0.0,0.5,0.5,0.1,3.0,1.0,6.0,12.0,50.0,1.0,11.0,1.0,2.0,2.0,/en/matches/a497b725/Tottenham-Hotspur-Fulham-September-3-2022-Premier-League,0.0,0.6666666666666666,0.7820512820512822
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2022-09-16,Fri,Premier League,Matchweek 8,Away,W 3–2,Fulham,Nott'ham Forest,Y,FW,89,0,0,0,0,4,1,0,0,41.0,1.0,0,1.0,0.1,0.1,0.0,2.0,1.0,15.0,26.0,57.7,3.0,24.0,2.0,4.0,1.0,/en/matches/d0d07e66/Nottingham-Forest-Fulham-September-16-2022-Premier-League,1.0,0.3333333333333333,0.1562499999999999
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2022-09-24,Sat,UEFA Nations League,League B,Home,W 4–1,rs Serbia,se Sweden,Y,FW,71,3,0,0,0,5,4,0,0,,,0,,,,,,,,,,,,,,,/en/matches/cd05f322/Serbia-Sweden-September-24-2022-UEFA-Nations-League,1.0,0.6666666666666666,0.5
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2022-09-27,Tue,UEFA Nations League,League B,Away,W 2–0,rs Serbia,no Norway,Y,FW,89,1,0,0,0,2,2,0,0,,,1,,,,,,,,,,,,,,,/en/matches/cc3df009/Norway-Serbia-September-27-2022-UEFA-Nations-League,1.0,0.6666666666666666,0.5
