,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,2021-10-22,Fri,PL2 — Div. 2,Matchweek 9,Home,L 2–3,Aston Villa,Sunderland,Y,FW,75,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/0a3d225d/Aston-Villa-U23-Sunderland-U23-October-22-2021-Premier-League-2----Division-2,0.0,0.5,0.5
1,1,1,1,2021-11-05,Fri,Premier League,Matchweek 11,Away,L 0–1,Aston Villa,Southampton,N,FW,12,0,0,0,0,0.0,0.0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,100.0,0.0,7.0,0.0,0.0,0.0,/en/matches/868bd31f/Southampton-Aston-Villa-November-5-2021-Premier-League,0.0,0.5,0.6785714285714285
2,2,2,2,2021-12-06,Mon,PL2 — Div. 2,Matchweek 14,Home,D 3–3,Aston Villa,Birmingham City,Y,FW,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/8bdae82c/Aston-Villa-U23-Birmingham-City-U23-December-6-2021-Premier-League-2----Division-2,0.5,0.5,0.5
3,3,3,3,2022-01-09,Sun,FA Cup,Third round proper,Home,W 1–0,Nott'ham Forest,Arsenal,Y,FW,66,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/cd639503/Nottingham-Forest-Arsenal-January-9-2022-FA-Cup,1.0,0.1666666666666666,0.5
4,4,4,4,2022-01-15,Sat,Championship,Matchweek 27,Away,W 1–0,Nott'ham Forest,Millwall,Y,FW,72,0,0,0,0,3.0,1.0,0,0,26.0,1.0,0.0,0.0,0.1,0.1,0.1,5.0,0.0,14.0,16.0,87.5,1.0,17.0,3.0,9.0,8.0,/en/matches/96c2850c/Millwall-Nottingham-Forest-January-15-2022-Championship,1.0,0.5,0.5
5,5,5,5,2022-01-22,Sat,Championship,Matchweek 28,Home,W 2–1,Nott'ham Forest,Derby County,Y,LW,67,0,0,0,0,2.0,2.0,0,0,22.0,0.0,0.0,1.0,0.2,0.2,0.2,3.0,0.0,8.0,13.0,61.5,0.0,12.0,0.0,0.0,0.0,/en/matches/f6557947/Nottingham-Forest-Derby-County-January-22-2022-Championship,1.0,0.8333333333333334,0.5
6,6,6,6,2022-01-25,Tue,Championship,Matchweek 26,Home,W 3–0,Nott'ham Forest,Barnsley,Y,FW,68,1,0,0,0,1.0,1.0,1,0,24.0,0.0,0.0,0.0,0.5,0.5,0.2,1.0,0.0,8.0,11.0,72.7,2.0,10.0,2.0,0.0,0.0,/en/matches/6abaa702/Nottingham-Forest-Barnsley-January-25-2022-Championship,1.0,1.0,0.5
7,7,7,7,2022-01-30,Sun,Championship,Matchweek 29,Away,L 1–2,Nott'ham Forest,Cardiff City,N,FW,32,1,0,0,0,1.0,1.0,0,0,12.0,0.0,0.0,0.0,0.1,0.1,0.2,1.0,0.0,6.0,6.0,100.0,2.0,6.0,0.0,1.0,1.0,/en/matches/5454072b/Cardiff-City-Nottingham-Forest-January-30-2022-Championship,0.0,1.0,0.5
8,8,8,8,2022-02-06,Sun,FA Cup,Fourth round proper,Home,W 4–1,Nott'ham Forest,Leicester City,Y,FW,70,0,1,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/a91d0c22/Nottingham-Forest-Leicester-City-February-6-2022-FA-Cup,1.0,0.6666666666666666,0.5
9,9,9,9,2022-02-09,Wed,Championship,Matchweek 31,Away,W 2–0,Nott'ham Forest,Blackburn,Y,FW,68,0,1,0,0,1.0,0.0,0,0,18.0,0.0,0.0,0.0,0.1,0.1,0.5,4.0,1.0,5.0,9.0,55.6,1.0,13.0,4.0,4.0,3.0,/en/matches/03634def/Blackburn-Rovers-Nottingham-Forest-February-9-2022-Championship,1.0,0.6666666666666666,0.5
10,10,10,10,2022-02-12,Sat,Championship,Matchweek 32,Home,D 2–2,Nott'ham Forest,Stoke City,Y,FW,53,0,0,0,0,1.0,0.0,1,0,22.0,0.0,0.0,1.0,0.1,0.1,0.0,1.0,0.0,12.0,15.0,80.0,1.0,17.0,4.0,4.0,4.0,/en/matches/a016611b/Nottingham-Forest-Stoke-City-February-12-2022-Championship,0.5,0.6666666666666666,0.5
11,11,11,11,2022-02-22,Tue,Championship,Matchweek 34,Away,D 0–0,Nott'ham Forest,Preston,Y,FW,80,0,0,0,0,1.0,1.0,0,0,33.0,0.0,0.0,0.0,0.3,0.3,0.1,1.0,0.0,17.0,22.0,77.3,0.0,17.0,2.0,1.0,0.0,/en/matches/669b0c85/Preston-North-End-Nottingham-Forest-February-22-2022-Championship,0.5,0.8333333333333334,0.5
12,12,12,12,2022-02-26,Sat,Championship,Matchweek 35,Home,W 2–0,Nott'ham Forest,Bristol City,Y,FW,72,0,0,0,0,2.0,1.0,0,0,40.0,1.0,0.0,1.0,0.2,0.2,0.4,7.0,0.0,21.0,27.0,77.8,3.0,18.0,1.0,3.0,3.0,/en/matches/227cb920/Nottingham-Forest-Bristol-City-February-26-2022-Championship,1.0,0.6666666666666666,0.5
13,13,13,13,2022-03-04,Fri,Championship,Matchweek 36,Away,D 1–1,Nott'ham Forest,Sheffield Utd,Y,"FW,LW",90,0,0,0,0,4.0,0.0,0,0,41.0,0.0,0.0,2.0,0.3,0.3,0.7,6.0,0.0,21.0,24.0,87.5,3.0,24.0,7.0,8.0,5.0,/en/matches/d6ffb6e9/Sheffield-United-Nottingham-Forest-March-4-2022-Championship,0.5,0.6666666666666666,0.5
14,14,14,14,2022-03-07,Mon,FA Cup,Fifth round proper,Home,W 2–1,Nott'ham Forest,Huddersfield,N,,24,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/9769a837/Nottingham-Forest-Huddersfield-Town-March-7-2022-FA-Cup,1.0,0.6666666666666666,0.5
15,15,15,15,2022-03-12,Sat,Championship,Matchweek 37,Home,W 4–0,Nott'ham Forest,Reading,Y,FW,69,2,0,0,0,3.0,2.0,1,0,28.0,1.0,0.0,0.0,0.3,0.3,0.0,1.0,0.0,15.0,19.0,78.9,1.0,16.0,1.0,1.0,0.0,/en/matches/7c0a70d2/Nottingham-Forest-Reading-March-12-2022-Championship,1.0,0.8333333333333334,0.5
16,16,16,16,2022-03-16,Wed,Championship,Matchweek 38,Home,W 3–1,Nott'ham Forest,QPR,Y,FW,78,0,0,0,0,3.0,0.0,1,0,21.0,0.0,0.0,0.0,0.4,0.4,0.0,1.0,0.0,12.0,14.0,85.7,2.0,20.0,1.0,0.0,0.0,/en/matches/aa2e0d72/Nottingham-Forest-Queens-Park-Rangers-March-16-2022-Championship,1.0,0.8333333333333334,0.5
17,17,17,17,2022-03-20,Sun,FA Cup,Quarter-finals,Home,L 0–1,Nott'ham Forest,Liverpool,Y,FW,76,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/1f41527b/Nottingham-Forest-Liverpool-March-20-2022-FA-Cup,0.0,1.0,0.5
18,18,18,18,2022-04-02,Sat,Championship,Matchweek 40,Away,W 4–1,Nott'ham Forest,Blackpool,Y,FW,65,0,0,0,0,1.0,1.0,0,0,30.0,2.0,0.0,0.0,0.1,0.1,0.6,2.0,0.0,10.0,17.0,58.8,1.0,18.0,1.0,2.0,1.0,/en/matches/15fdb894/Blackpool-Nottingham-Forest-April-2-2022-Championship,1.0,0.6666666666666666,0.5
19,19,19,19,2022-04-06,Wed,Championship,Matchweek 30,Home,W 2–0,Nott'ham Forest,Coventry City,Y,FW,77,0,1,0,0,1.0,0.0,0,0,39.0,0.0,1.0,1.0,0.1,0.1,0.2,6.0,3.0,21.0,27.0,77.8,3.0,30.0,4.0,6.0,5.0,/en/matches/6defda23/Nottingham-Forest-Coventry-City-April-6-2022-Championship,1.0,0.6666666666666666,0.5
20,20,20,20,2022-04-09,Sat,Championship,Matchweek 41,Home,W 2–0,Nott'ham Forest,Birmingham City,Y,FW,80,1,0,0,0,4.0,3.0,0,0,31.0,1.0,0.0,2.0,0.5,0.5,0.0,2.0,0.0,12.0,16.0,75.0,2.0,26.0,4.0,6.0,5.0,/en/matches/a56cfcfc/Nottingham-Forest-Birmingham-City-April-9-2022-Championship,1.0,0.6666666666666666,0.5
21,21,21,21,2022-04-15,Fri,Championship,Matchweek 42,Away,L 0–1,Nott'ham Forest,Luton Town,Y,"FW,LW",90,0,0,0,0,0.0,0.0,1,0,25.0,2.0,0.0,0.0,0.0,0.0,0.2,2.0,0.0,10.0,13.0,76.9,3.0,17.0,5.0,7.0,3.0,/en/matches/1438e3e9/Luton-Town-Nottingham-Forest-April-15-2022-Championship,0.0,1.0,0.5
22,22,22,22,2022-05-14,Sat,Championship,Semi-finals,Away,W 2–1,Nott'ham Forest,Sheffield Utd,N,FW,14,0,0,0,0,0.0,0.0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.2,3.0,0.0,3.0,5.0,60.0,0.0,3.0,1.0,2.0,1.0,/en/matches/8d994b81/Sheffield-United-Nottingham-Forest-May-14-2022-Championship,1.0,0.6666666666666666,0.5
23,23,23,23,2022-05-17,Tue,Championship,Semi-finals,Home,L 1 (3)–2 (2),Nott'ham Forest,Sheffield Utd,N,FW,46,0,0,0,0,2.0,1.0,0,0,23.0,0.0,0.0,1.0,0.3,0.3,0.1,3.0,0.0,8.0,15.0,53.3,0.0,13.0,2.0,5.0,4.0,/en/matches/0b847a0a/Nottingham-Forest-Sheffield-United-May-17-2022-Championship,0.0,0.6666666666666666,0.5
24,24,24,24,2022-05-29,Sun,Championship,Final,Neutral,W 1–0,Nott'ham Forest,Huddersfield,Y,FW,65,0,0,0,0,0.0,0.0,0,0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,13.0,84.6,1.0,16.0,3.0,4.0,2.0,/en/matches/6b6beef8/Huddersfield-Town-Nottingham-Forest-May-29-2022-Championship,1.0,0.3333333333333333,0.5
