,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-06,Sun,UEFA Nations League,League B,Home,L 0–1,ie Rep. of Ireland,fi Finland,N,,25,0,0,0,0,2,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/ad466f22/Republic-of-Ireland-Finland-September-6-2020-UEFA-Nations-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-09-14,Mon,Premier League,Matchweek 1,Home,L 0–2,Sheffield Utd,Wolves,N,AM,20,0,0,0,0,1,0,0,0,24.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,22.0,72.7,2.0,14.0,0.0,1.0,1.0,/en/matches/a3eb7a37/Sheffield-United-Wolverhampton-Wanderers-September-14-2020-Premier-League,0.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-09-17,Thu,EFL Cup,Second round,Away,D 1 (4)–1 (5),Sheffield Utd,Burnley,Y,FW,61,1,0,0,0,3,2,0,0,,,0,,,,,,,,,,,,,,,/en/matches/77dbe1b0/Burnley-Sheffield-United-September-17-2020-EFL-Cup,0.5,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-09-21,Mon,Premier League,Matchweek 2,Away,L 0–1,Sheffield Utd,Aston Villa,Y,"LM,FW",30,0,0,0,0,0,0,0,0,8.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,42.9,0.0,2.0,1.0,0.0,0.0,/en/matches/98b4b5b6/Aston-Villa-Sheffield-United-September-21-2020-Premier-League,0.0,0.1666666666666666,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-09-27,Sun,Premier League,Matchweek 3,Home,L 0–1,Sheffield Utd,Leeds United,Y*,FW,73,0,0,0,0,1,0,0,0,32.0,1.0,0,0.0,0.0,0.0,0.3,3.0,0.0,13.0,19.0,68.4,2.0,18.0,1.0,1.0,1.0,/en/matches/51fb894e/Sheffield-United-Leeds-United-September-27-2020-Premier-League,0.0,0.1666666666666666,0.5119047619047619
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-10-04,Sun,Premier League,Matchweek 4,Away,L 1–2,Sheffield Utd,Arsenal,Y,"FW,AM",90,1,0,0,0,3,1,0,0,42.0,0.0,0,1.0,0.1,0.1,0.0,1.0,0.0,25.0,34.0,73.5,5.0,17.0,1.0,3.0,2.0,/en/matches/09725cb3/Arsenal-Sheffield-United-October-4-2020-Premier-League,0.0,0.1666666666666666,0.5952380952380952
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-10-08,Thu,UEFA Euro Qualifying,Semi-finals,Away,D 0 (2)–0 (4),ie Rep. of Ireland,sk Slovakia,Y,FW,111,0,0,0,0,4,1,0,0,,,1,,,,,,,,,,,,,,,/en/matches/c6c9cf16/Slovakia-Republic-of-Ireland-October-8-2020-UEFA-Euro-Qualifying,0.5,0.0,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-10-18,Sun,Premier League,Matchweek 5,Home,D 1–1,Sheffield Utd,Fulham,Y,FW,63,0,0,0,0,1,0,0,0,25.0,0.0,0,1.0,0.0,0.0,0.0,1.0,0.0,16.0,21.0,76.2,1.0,12.0,1.0,0.0,0.0,/en/matches/5529e7a0/Sheffield-United-Fulham-October-18-2020-Premier-League,0.5,0.1666666666666666,0.3472222222222222
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2020-10-24,Sat,Premier League,Matchweek 6,Away,L 1–2,Sheffield Utd,Liverpool,N,AM,15,0,0,0,0,1,0,0,0,18.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,13.0,69.2,0.0,5.0,1.0,0.0,0.0,/en/matches/0bc8d984/Liverpool-Sheffield-United-October-24-2020-Premier-League,0.0,0.3333333333333333,0.7307692307692307
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2020-10-31,Sat,Premier League,Matchweek 7,Home,L 0–1,Sheffield Utd,Manchester City,N,"AM,LB",10,0,0,0,0,0,0,0,0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,100.0,1.0,6.0,0.0,0.0,0.0,/en/matches/9aadc93d/Sheffield-United-Manchester-City-October-31-2020-Premier-League,0.0,0.3333333333333333,0.7948717948717949
