,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,2021-08-28,Sat,Matchweek 5,Away,L 0–3,Everton,Aston Villa,N,"FW,CM",28,0,0,0,0,1,0,0,0,11,1,0,0,0.1,0.1,0.0,1,0,6,8,75.0,0,4,0,0,0,/en/matches/57323feb/Aston-Villa-Everton-September-18-2021-Premier-League
1,2021-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2021-08-28,Mon,Matchweek 15,Home,W 2–1,Everton,Arsenal,N,FW,25,0,1,0,0,1,0,0,0,14,1,0,0,0.0,0.0,0.0,3,2,7,12,58.3,2,8,2,1,1,/en/matches/5fdb6c19/Everton-Arsenal-December-6-2021-Premier-League
3,2021-08-28,Sun,Matchweek 16,Away,L 1–3,Everton,Crystal Palace,Y,"CM,DM",90,0,0,0,0,3,1,0,0,39,2,0,1,0.1,0.1,0.0,3,0,21,25,84.0,2,18,1,2,1,/en/matches/02abf29a/Crystal-Palace-Everton-December-12-2021-Premier-League
4,2021-08-28,Thu,Matchweek 17,Away,D 1–1,Everton,Chelsea,Y,CM,69,0,0,0,0,1,0,1,0,27,4,0,0,0.0,0.0,0.0,0,0,10,14,71.4,1,8,1,1,1,/en/matches/70209eb1/Chelsea-Everton-December-16-2021-Premier-League
5,2021-08-28,Sun,Matchweek 21,Home,L 2–3,Everton,Brighton,N,CM,4,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,2,0,7,8,87.5,2,6,0,0,0,/en/matches/e22bb565/Everton-Brighton-and-Hove-Albion-January-2-2022-Premier-League
6,2021-08-28,Sat,Matchweek 22,Away,L 1–2,Everton,Norwich City,Y,CM,90,0,0,0,0,1,0,0,0,72,4,0,1,0.0,0.0,0.0,4,1,42,57,73.7,6,40,1,5,3,/en/matches/4574a1a6/Norwich-City-Everton-January-15-2022-Premier-League
7,2021-08-28,Sat,Matchweek 23,Home,L 0–1,Everton,Aston Villa,Y,CM,50,0,0,0,0,0,0,1,0,24,1,0,1,0.0,0.0,0.0,0,0,15,19,78.9,1,12,0,1,1,/en/matches/83bac3da/Everton-Aston-Villa-January-22-2022-Premier-League
8,2021-08-28,Tue,Matchweek 24,Away,L 1–3,Everton,Newcastle Utd,Y,CM,59,0,0,0,0,0,0,1,0,39,1,0,0,0.0,0.0,0.0,1,0,24,33,72.7,1,23,0,3,2,/en/matches/fde8d97d/Newcastle-United-Everton-February-8-2022-Premier-League
9,2021-08-28,Sat,Matchweek 25,Home,W 3–0,Everton,Leeds United,N,"On matchday squad, but did not play",/en/matches/0a51943e/Everton-Leeds-United-February-12-2022-Premier-League,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2021-08-28,Sat,Matchweek 26,Away,L 0–2,Everton,Southampton,N,CM,45,0,0,0,0,1,0,0,0,40,1,0,0,0.0,0.0,0.0,2,0,27,36,75.0,3,22,0,0,0,/en/matches/53cc3dbd/Southampton-Everton-February-19-2022-Premier-League
11,2021-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2021-08-28,Mon,Matchweek 28,Away,L 0–5,Everton,Tottenham,N,"On matchday squad, but did not play",/en/matches/6e11eac6/Tottenham-Hotspur-Everton-March-7-2022-Premier-League,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2021-08-28,Sun,Matchweek 29,Home,L 0–1,Everton,Wolves,N,"On matchday squad, but did not play",/en/matches/9e5d1f93/Everton-Wolverhampton-Wanderers-March-13-2022-Premier-League,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2021-08-28,Thu,Matchweek 20,Home,W 1–0,Everton,Newcastle Utd,N,CM,3,0,0,0,0,0,0,0,0,7,1,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,2,0,1,0,/en/matches/029e5f94/Everton-Newcastle-United-March-17-2022-Premier-League
15,2021-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2021-08-28,Sat,Matchweek 32,Home,W 1–0,Everton,Manchester Utd,N,"On matchday squad, but did not play",/en/matches/f976e20a/Everton-Manchester-United-April-9-2022-Premier-League,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2021-08-28,Wed,Matchweek 18,Home,D 1–1,Everton,Leicester City,N,"On matchday squad, but did not play",/en/matches/46471203/Everton-Leicester-City-April-20-2022-Premier-League,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2021-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2021-08-28,Sun,Matchweek 36,Away,W 2–1,Everton,Leicester City,N,"On matchday squad, but did not play",/en/matches/4a972389/Leicester-City-Everton-May-8-2022-Premier-League,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2021-08-28,Wed,Matchweek 30,Away,D 0–0,Everton,Watford,N,"On matchday squad, but did not play",/en/matches/948fa2e3/Watford-Everton-May-11-2022-Premier-League,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2021-08-28,Sun,Matchweek 37,Home,L 2–3,Everton,Brentford,Y,CM,71,0,0,0,0,1,1,0,0,27,0,0,1,0.0,0.0,0.0,2,0,14,18,77.8,2,11,0,2,2,/en/matches/1b07c16e/Everton-Brentford-May-15-2022-Premier-League
22,2021-08-28,Thu,Matchweek 33,Home,W 3–2,Everton,Crystal Palace,Y,CM,45,0,0,0,0,1,1,0,0,22,0,0,2,0.0,0.0,0.0,0,0,11,13,84.6,0,7,0,1,0,/en/matches/82aa061a/Everton-Crystal-Palace-May-19-2022-Premier-League
