,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Match Report
0,2020-09-27,Sat,Matchweek 5,Home,W 1–0,Manchester City,Arsenal,N,"On matchday squad, but did not play",/en/matches/e95b8546/Manchester-City-Arsenal-October-17-2020-Premier-League,,,,,,,,,,,,,,,,
1,2020-09-27,Sat,Matchweek 6,Away,D 1–1,Manchester City,West Ham,Y,CB,90,103,101,2,2,1,0,0,0,0,0,0,0,96,0,0,/en/matches/2b0c0eca/West-Ham-United-Manchester-City-October-24-2020-Premier-League
2,2020-09-27,Sat,Matchweek 7,Away,W 1–0,Manchester City,Sheffield Utd,N,"On matchday squad, but did not play",/en/matches/9aadc93d/Sheffield-United-Manchester-City-October-31-2020-Premier-League,,,,,,,,,,,,,,,,
3,2020-09-27,Sun,Matchweek 8,Home,D 1–1,Manchester City,Liverpool,N,"On matchday squad, but did not play",/en/matches/26382194/Manchester-City-Liverpool-November-8-2020-Premier-League,,,,,,,,,,,,,,,,
4,2020-09-27,Sat,Matchweek 9,Away,L 0–2,Manchester City,Tottenham,N,"On matchday squad, but did not play",/en/matches/8a038069/Tottenham-Hotspur-Manchester-City-November-21-2020-Premier-League,,,,,,,,,,,,,,,,
5,2020-09-27,Sat,Matchweek 10,Home,W 5–0,Manchester City,Burnley,N,CB,21,22,22,0,0,0,0,0,0,0,0,0,0,20,0,0,/en/matches/2069ffbc/Manchester-City-Burnley-November-28-2020-Premier-League
6,2020-09-27,Sat,Matchweek 11,Home,W 2–0,Manchester City,Fulham,N,"On matchday squad, but did not play",/en/matches/887dfef6/Manchester-City-Fulham-December-5-2020-Premier-League,,,,,,,,,,,,,,,,
7,2020-09-27,,,,,,,,,,,,,,,,,,,,,,,,,
8,2020-09-27,Wed,Matchweek 1,Home,W 2–0,Manchester City,Aston Villa,N,"On matchday squad, but did not play",/en/matches/c9710420/Manchester-City-Aston-Villa-January-20-2021-Premier-League,,,,,,,,,,,,,,,,
9,2020-09-27,Tue,Matchweek 20,Away,W 5–0,Manchester City,West Brom,N,"On matchday squad, but did not play",/en/matches/83f7b656/West-Bromwich-Albion-Manchester-City-January-26-2021-Premier-League,,,,,,,,,,,,,,,,
10,2020-09-27,Sat,Matchweek 21,Home,W 1–0,Manchester City,Sheffield Utd,N,"On matchday squad, but did not play",/en/matches/150c80d7/Manchester-City-Sheffield-United-January-30-2021-Premier-League,,,,,,,,,,,,,,,,
11,2020-09-27,Wed,Matchweek 22,Away,W 2–0,Manchester City,Burnley,N,"On matchday squad, but did not play",/en/matches/a05d7ae7/Burnley-Manchester-City-February-3-2021-Premier-League,,,,,,,,,,,,,,,,
12,2020-09-27,Sun,Matchweek 23,Away,W 4–1,Manchester City,Liverpool,N,"On matchday squad, but did not play",/en/matches/e044d71d/Liverpool-Manchester-City-February-7-2021-Premier-League,,,,,,,,,,,,,,,,
13,2020-09-27,Sat,Matchweek 24,Home,W 3–0,Manchester City,Tottenham,N,"On matchday squad, but did not play",/en/matches/5d0cd646/Manchester-City-Tottenham-Hotspur-February-13-2021-Premier-League,,,,,,,,,,,,,,,,
14,2020-09-27,Wed,Matchweek 16,Away,W 3–1,Manchester City,Everton,N,"On matchday squad, but did not play",/en/matches/78270b8a/Everton-Manchester-City-February-17-2021-Premier-League,,,,,,,,,,,,,,,,
15,2020-09-27,,,,,,,,,,,,,,,,,,,,,,,,,
16,2020-09-27,Tue,Matchweek 29,Home,W 4–1,Manchester City,Wolves,N,"On matchday squad, but did not play",/en/matches/7145e0a8/Manchester-City-Wolverhampton-Wanderers-March-2-2021-Premier-League,,,,,,,,,,,,,,,,
17,2020-09-27,,,,,,,,,,,,,,,,,,,,,,,,,
18,2020-09-27,Sat,Matchweek 28,Away,W 3–0,Manchester City,Fulham,N,CB,16,15,15,0,0,0,1,0,0,0,0,0,0,13,0,0,/en/matches/279b0eb5/Fulham-Manchester-City-March-13-2021-Premier-League
19,2020-09-27,,,,,,,,,,,,,,,,,,,,,,,,,
20,2020-09-27,Sat,Matchweek 31,Home,L 1–2,Manchester City,Leeds United,N,"On matchday squad, but did not play",/en/matches/ad969519/Manchester-City-Leeds-United-April-10-2021-Premier-League,,,,,,,,,,,,,,,,
21,2020-09-27,Wed,Matchweek 32,Away,W 2–1,Manchester City,Aston Villa,N,"On matchday squad, but did not play",/en/matches/ac46a079/Aston-Villa-Manchester-City-April-21-2021-Premier-League,,,,,,,,,,,,,,,,
22,2020-09-27,,,,,,,,,,,,,,,,,,,,,,,,,
23,2020-09-27,Sat,Matchweek 35,Home,L 1–2,Manchester City,Chelsea,N,"On matchday squad, but did not play",/en/matches/b657d658/Manchester-City-Chelsea-May-8-2021-Premier-League,,,,,,,,,,,,,,,,
24,2020-09-27,Fri,Matchweek 36,Away,W 4–3,Manchester City,Newcastle Utd,Y,CB,90,89,89,0,0,0,0,0,0,0,0,0,0,87,0,0,/en/matches/27601c16/Newcastle-United-Manchester-City-May-14-2021-Premier-League
25,2020-09-27,Tue,Matchweek 37,Away,L 2–3,Manchester City,Brighton,N,RB,76,16,14,2,0,0,0,0,2,0,0,0,0,15,0,0,/en/matches/3b1cd656/Brighton-and-Hove-Albion-Manchester-City-May-18-2021-Premier-League
