,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
0,2022-08-07,Sun,Matchweek 3,Home,L 0–2,West Ham,Brighton,N,RB,16,19,0,5,11,4,0,19,0,0,,0,,10,89,70,2,0,0,0,0,12,0,/en/matches/aa2a3517/West-Ham-United-Brighton-and-Hove-Albion-August-21-2022-Premier-League
1,2022-08-07,Sun,Matchweek 4,Away,W 1–0,West Ham,Aston Villa,Y,WB,22,17,1,6,10,1,0,17,0,0,,0,,6,28,8,0,0,0,0,1,6,0,/en/matches/659b9113/Aston-Villa-West-Ham-United-August-28-2022-Premier-League
2,2022-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2022-08-07,Sun,Matchweek 10,Home,W 3–1,West Ham,Fulham,N,"On matchday squad, but did not play",/en/matches/42e38f9d/West-Ham-United-Fulham-October-9-2022-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
4,2022-08-07,Sun,Matchweek 11,Away,D 1–1,West Ham,Southampton,Y,CB,90,75,4,30,36,10,0,75,0,0,,0,,36,182,76,0,0,0,0,1,44,0,/en/matches/2f5adfad/Southampton-West-Ham-United-October-16-2022-Premier-League
5,2022-08-07,Wed,Matchweek 12,Away,L 0–1,West Ham,Liverpool,Y,RB,90,90,4,37,39,16,0,90,6,3,50.0,1,16.7,44,226,83,3,2,0,4,1,59,0,/en/matches/dba5c5ec/Liverpool-West-Ham-United-October-19-2022-Premier-League
6,2022-08-07,Mon,Matchweek 13,Home,W 2–0,West Ham,Bournemouth,Y,RB,90,85,3,21,42,22,1,85,2,1,50.0,0,0.0,41,153,77,2,2,0,3,2,45,8,/en/matches/e9d1a18b/West-Ham-United-Bournemouth-October-24-2022-Premier-League
7,2022-08-07,Sun,Matchweek 14,Away,L 0–1,West Ham,Manchester Utd,N,"On matchday squad, but did not play",/en/matches/cd0f59f6/Manchester-United-West-Ham-United-October-30-2022-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
8,2022-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2022-08-07,Sat,Matchweek 16,Home,L 0–2,West Ham,Leicester City,N,"On matchday squad, but did not play",/en/matches/6e89557a/West-Ham-United-Leicester-City-November-12-2022-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
10,2022-08-07,Mon,Matchweek 17,Away,L 1–3,West Ham,Arsenal,N,"On matchday squad, but did not play",/en/matches/3be32b8b/Arsenal-West-Ham-United-December-26-2022-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
