,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,2020-09-06,Sun,UEFA Nations League,League B,Away,D 0–0,tr Türkiye,rs Serbia,N,,31,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/2b8c2420/Serbia-Turkiye-September-6-2020-UEFA-Nations-League,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,2020-10-04,Sun,Premier League,Matchweek 4,Home,L 0–3,Leicester City,West Ham,N,"RW,CB",36,0,0,0,0,0.0,0.0,0,0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,21.0,57.1,0.0,14.0,0.0,3.0,2.0,/en/matches/a29866ec/Leicester-City-West-Ham-United-October-4-2020-Premier-League,0.0,0.5,0.4230769230769231
2,2,2,2,2,2,2,2,2,2,2,2020-10-07,Wed,Friendlies (M),Friendlies (M),Away,D 3–3,tr Türkiye,de Germany,N,,45,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/c693c08e/Germany-Turkiye-October-7-2020-Friendlies-M,0.5,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,2020-10-11,Sun,UEFA Nations League,League B,Away,D 1–1,tr Türkiye,ru Russia,N,,45,0,0,0,0,3.0,2.0,1,0,,,1.0,,,,,,,,,,,,,,,/en/matches/8fbbf3e8/Russia-Turkiye-October-11-2020-UEFA-Nations-League,0.5,0.3333333333333333,0.5
4,4,4,4,4,4,4,4,4,4,4,2020-10-14,Wed,UEFA Nations League,League B,Home,D 2–2,tr Türkiye,rs Serbia,Y,AM,85,0,0,0,0,4.0,2.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/ee8f6ff6/Turkiye-Serbia-October-14-2020-UEFA-Nations-League,0.5,0.3333333333333333,0.5
5,5,5,5,5,5,5,5,5,5,5,2020-10-22,Thu,Europa Lg,Group stage,Home,W 3–0,eng Leicester City,ua Zorya Luhansk,N,"AM,RW",26,0,0,0,0,2.0,0.0,0,0,18.0,0.0,0.0,0.0,0.1,0.1,0.0,3.0,0.0,9.0,11.0,81.8,2.0,12.0,0.0,1.0,1.0,/en/matches/85eb7f2a/Leicester-City-Zorya-Luhansk-October-22-2020-Europa-League,1.0,0.5,0.5
6,6,6,6,6,6,6,6,6,6,6,2020-10-25,Sun,Premier League,Matchweek 6,Away,W 1–0,Leicester City,Arsenal,N,AM,16,0,1,0,0,0.0,0.0,0,0,9.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,1.0,7.0,7.0,100.0,0.0,5.0,1.0,1.0,1.0,/en/matches/bcd3a9b4/Arsenal-Leicester-City-October-25-2020-Premier-League,1.0,0.6666666666666666,0.5357142857142857
7,7,7,7,7,7,7,7,7,7,7,2020-10-29,Thu,Europa Lg,Group stage,Away,W 2–1,eng Leicester City,gr AEK Athens,Y,AM,65,0,0,0,0,3.0,2.0,0,0,29.0,1.0,1.0,1.0,0.6,0.6,0.0,2.0,0.0,16.0,18.0,88.9,0.0,19.0,2.0,4.0,0.0,/en/matches/ec5211d9/AEK-Athens-Leicester-City-October-29-2020-Europa-League,1.0,0.8333333333333334,0.5
8,8,8,8,8,8,8,8,8,8,8,2020-11-02,Mon,Premier League,Matchweek 7,Away,W 4–1,Leicester City,Leeds United,N,"AM,FW",20,0,1,0,0,0.0,0.0,0,0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,7.0,57.1,1.0,7.0,0.0,0.0,0.0,/en/matches/55d775ec/Leeds-United-Leicester-City-November-2-2020-Premier-League,1.0,1.0,0.5833333333333333
9,9,9,9,9,9,9,9,9,9,9,2020-11-05,Thu,Europa Lg,Group stage,Home,W 4–0,eng Leicester City,pt Braga,Y,AM,61,0,1,0,0,1.0,0.0,0,0,25.0,2.0,0.0,0.0,0.0,0.0,0.1,3.0,1.0,17.0,19.0,89.5,1.0,19.0,3.0,3.0,2.0,/en/matches/b8b6d30f/Leicester-City-Braga-November-5-2020-Europa-League,1.0,1.0,0.5
10,10,10,10,10,10,10,10,10,10,10,2020-11-11,Wed,Friendlies (M),Friendlies (M),Home,D 3–3,tr Türkiye,hr Croatia,Y,FW,76,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/b63e435c/Turkiye-Croatia-November-11-2020-Friendlies-M,0.5,1.0,0.5
11,11,11,11,11,11,11,11,11,11,11,2020-11-15,Sun,UEFA Nations League,League B,Home,W 3–2,tr Türkiye,ru Russia,Y,RW,63,1,0,0,0,4.0,3.0,1,0,,,0.0,,,,,,,,,,,,,,,/en/matches/4de26b78/Turkiye-Russia-November-15-2020-UEFA-Nations-League,1.0,0.8333333333333334,0.5
12,12,12,12,12,12,12,12,12,12,12,2020-11-22,Sun,Premier League,Matchweek 9,Away,L 0–3,Leicester City,Liverpool,N,RW,29,0,0,0,0,1.0,0.0,0,0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,12.0,91.7,2.0,8.0,0.0,1.0,1.0,/en/matches/cc230451/Liverpool-Leicester-City-November-22-2020-Premier-League,0.0,0.8333333333333334,0.7857142857142857
13,13,13,13,13,13,13,13,13,13,13,2020-11-26,Thu,Europa Lg,Group stage,Away,D 3–3,eng Leicester City,pt Braga,Y,AM,61,0,0,0,0,3.0,3.0,0,0,31.0,2.0,1.0,1.0,0.4,0.4,0.0,1.0,0.0,15.0,18.0,83.3,0.0,22.0,2.0,4.0,2.0,/en/matches/d415d953/Braga-Leicester-City-November-26-2020-Europa-League,0.5,0.5,0.5
14,14,14,14,14,14,14,14,14,14,14,2020-11-30,Mon,Premier League,Matchweek 10,Home,L 1–2,Leicester City,Fulham,N,"RM,RW",45,0,0,0,0,1.0,0.0,0,0,28.0,0.0,1.0,1.0,0.0,0.0,0.3,4.0,0.0,17.0,25.0,68.0,3.0,18.0,4.0,4.0,4.0,/en/matches/ae493b10/Leicester-City-Fulham-November-30-2020-Premier-League,0.0,0.5,0.2976190476190476
15,15,15,15,15,15,15,15,15,15,15,2020-12-03,Thu,Europa Lg,Group stage,Away,L 0–1,eng Leicester City,ua Zorya Luhansk,Y,RW,90,0,0,0,0,5.0,1.0,0,0,52.0,0.0,0.0,0.0,0.4,0.4,0.3,1.0,0.0,26.0,43.0,60.5,4.0,39.0,7.0,6.0,5.0,/en/matches/819adac5/Zorya-Luhansk-Leicester-City-December-3-2020-Europa-League,0.0,0.1666666666666666,0.5
16,16,16,16,16,16,16,16,16,16,16,2020-12-10,Thu,Europa Lg,Group stage,Home,W 2–0,eng Leicester City,gr AEK Athens,Y,AM,90,1,0,0,0,5.0,3.0,0,0,87.0,2.0,0.0,0.0,0.2,0.2,0.1,4.0,0.0,51.0,71.0,71.8,7.0,62.0,8.0,8.0,4.0,/en/matches/1ba15715/Leicester-City-AEK-Athens-December-10-2020-Europa-League,1.0,0.1666666666666666,0.5
17,17,17,17,17,17,17,17,17,17,17,2020-12-16,Wed,Premier League,Matchweek 13,Home,L 0–2,Leicester City,Everton,Y,RW,61,0,0,0,0,3.0,1.0,0,0,35.0,1.0,1.0,0.0,0.1,0.1,0.0,3.0,0.0,16.0,22.0,72.7,1.0,18.0,2.0,6.0,3.0,/en/matches/b30c816c/Leicester-City-Everton-December-16-2020-Premier-League,0.0,0.3333333333333333,0.5476190476190476
18,18,18,18,18,18,18,18,18,18,18,2021-01-24,Sun,FA Cup,Fourth round proper,Away,W 3–1,Leicester City,Brentford,Y,AM,75,1,0,0,0,3.0,2.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/65a3779a/Brentford-Leicester-City-January-24-2021-FA-Cup,1.0,0.3333333333333333,0.5
19,19,19,19,19,19,19,19,19,19,19,2021-01-27,Wed,Premier League,Matchweek 20,Away,D 1–1,Leicester City,Everton,N,RW,23,0,0,0,0,3.0,0.0,0,0,17.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,9.0,12.0,75.0,0.0,15.0,3.0,3.0,1.0,/en/matches/3e4ff1e0/Everton-Leicester-City-January-27-2021-Premier-League,0.5,0.6666666666666666,0.5
20,20,20,20,20,20,20,20,20,20,20,2021-01-31,Sun,Premier League,Matchweek 21,Home,L 1–3,Leicester City,Leeds United,N,RW,11,0,0,0,0,1.0,0.0,0,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,71.4,0.0,10.0,1.0,3.0,2.0,/en/matches/e5e46ead/Leicester-City-Leeds-United-January-31-2021-Premier-League,0.0,0.5,0.5
21,21,21,21,21,21,21,21,21,21,21,2021-02-10,Wed,FA Cup,Fifth round proper,Home,W 1–0,Leicester City,Brighton,Y,FW,90,0,0,0,0,4.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/96f85815/Leicester-City-Brighton-and-Hove-Albion-February-10-2021-FA-Cup,1.0,0.5,0.5
22,22,22,22,22,22,22,22,22,22,22,2021-02-18,Thu,Europa Lg,Round of 32,Neutral,D 0–0,eng Leicester City,cz Slavia Prague,N,RW,27,0,0,0,0,1.0,0.0,0,0,8.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,2.0,3.0,66.7,0.0,6.0,1.0,1.0,0.0,/en/matches/7ea9c9d2/Slavia-Prague-Leicester-City-February-18-2021-Europa-League,0.5,0.5,0.5
23,23,23,23,23,23,23,23,23,23,23,2021-02-25,Thu,Europa Lg,Round of 32,Neutral,L 0–2,eng Leicester City,cz Slavia Prague,Y,"RM,AM",79,0,0,0,0,3.0,1.0,0,0,35.0,1.0,2.0,0.0,0.2,0.2,0.0,2.0,0.0,18.0,29.0,62.1,2.0,22.0,3.0,2.0,2.0,/en/matches/f3abffcd/Leicester-City-Slavia-Prague-February-25-2021-Europa-League,0.0,0.5,0.5
24,24,24,24,24,24,24,24,24,24,24,2021-02-28,Sun,Premier League,Matchweek 26,Home,L 1–3,Leicester City,Arsenal,N,RM,40,0,0,0,0,0.0,0.0,0,0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,10.0,17.0,58.8,0.0,16.0,1.0,2.0,1.0,/en/matches/88b309f1/Leicester-City-Arsenal-February-28-2021-Premier-League,0.0,0.5,0.5
25,25,25,25,25,25,25,25,25,25,25,2021-05-27,Thu,Friendlies (M),Friendlies (M),Home,W 2–1,tr Türkiye,az Azerbaijan,Y,FW,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/b0b94fca/Turkiye-Azerbaijan-May-27-2021-Friendlies-M,1.0,0.1666666666666666,0.5
26,26,26,26,26,26,26,26,26,26,26,2021-05-31,Mon,Friendlies (M),Friendlies (M),Home,D 0–0,tr Türkiye,gn Guinea,Y,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/d141d77a/Turkiye-Guinea-May-31-2021-Friendlies-M,0.5,0.3333333333333333,0.5
27,27,27,27,27,27,27,27,27,27,27,2021-06-03,Thu,Friendlies (M),Friendlies (M),Home,W 2–0,tr Türkiye,md Moldova,N,,45,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/f842db0b/Turkiye-Moldova-June-3-2021-Friendlies-M,1.0,0.5,0.5
28,28,28,28,28,28,28,28,28,28,28,2021-06-11,Fri,UEFA Euro,Group stage,Neutral,L 0–3,tr Türkiye,it Italy,N,LM,45,0,0,0,0,1.0,0.0,0,0,13.0,1.0,0.0,2.0,0.1,0.1,0.0,1.0,0.0,6.0,10.0,60.0,0.0,9.0,2.0,1.0,1.0,/en/matches/95a9ebd1/Turkiye-Italy-June-11-2021-UEFA-Euro,0.0,0.8333333333333334,0.5
29,29,29,29,29,29,29,29,29,29,29,2021-06-16,Wed,UEFA Euro,Group stage,Neutral,L 0–2,tr Türkiye,wls Wales,Y,RM,82,0,0,0,0,4.0,1.0,0,0,44.0,1.0,0.0,1.0,0.2,0.2,0.2,3.0,0.0,22.0,33.0,66.7,2.0,28.0,3.0,2.0,1.0,/en/matches/f09b64db/Turkiye-Wales-June-16-2021-UEFA-Euro,0.0,0.5,0.5
30,30,30,30,30,30,30,30,30,30,30,2021-06-20,Sun,UEFA Euro,Group stage,Neutral,L 1–3,tr Türkiye,ch Switzerland,Y,RM,79,0,0,0,0,3.0,0.0,0,0,41.0,3.0,1.0,0.0,0.2,0.2,0.2,11.0,1.0,22.0,29.0,75.9,6.0,28.0,4.0,5.0,4.0,/en/matches/fa85a731/Switzerland-Turkiye-June-20-2021-UEFA-Euro,0.0,0.3333333333333333,0.5
