,Unnamed: 0.31,Unnamed: 0.30,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-04,Fri,UEFA Nations League,League A,Away,L 0–1,pl Poland,nl Netherlands,Y,DM,90,0,0,0,0,0.0,0.0,1,0,,,1.0,,,,,,,,,,,,,,,/en/matches/bdb9cb81/Netherlands-Poland-September-4-2020-UEFA-Nations-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-09-07,Mon,UEFA Nations League,League A,Away,W 2–1,pl Poland,ba Bosnia & Herz'na,N,,23,0,0,0,0,1.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/fe572817/Bosnia-and-Herzegovina-Poland-September-7-2020-UEFA-Nations-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-09-12,Sat,Premier League,Matchweek 1,Away,L 3–4,Leeds United,Liverpool,Y,CM,80,1,0,0,0,1.0,1.0,0,0,46.0,4.0,1.0,2.0,0.1,0.1,0.0,2.0,2.0,26.0,32.0,81.3,2.0,16.0,0.0,2.0,1.0,/en/matches/21b58926/Liverpool-Leeds-United-September-12-2020-Premier-League,0.0,0.5,0.5238095238095238
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-09-19,Sat,Premier League,Matchweek 2,Home,W 4–3,Leeds United,Fulham,Y,CM,90,1,1,1,1,0.0,0.0,1,0,71.0,2.0,3.0,0.0,0.8,0.0,0.1,2.0,2.0,45.0,64.0,70.3,6.0,38.0,2.0,1.0,0.0,/en/matches/583c2b60/Leeds-United-Fulham-September-19-2020-Premier-League,1.0,0.3333333333333333,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-09-27,Sun,Premier League,Matchweek 3,Away,W 1–0,Leeds United,Sheffield Utd,Y,CM,90,0,0,0,0,1.0,0.0,0,0,64.0,1.0,2.0,1.0,0.0,0.0,0.1,5.0,1.0,44.0,55.0,80.0,7.0,30.0,3.0,1.0,0.0,/en/matches/51fb894e/Sheffield-United-Leeds-United-September-27-2020-Premier-League,1.0,0.6666666666666666,0.3571428571428571
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-10-03,Sat,Premier League,Matchweek 4,Home,D 1–1,Leeds United,Manchester City,Y,CM,76,0,0,0,0,0.0,0.0,0,0,44.0,1.0,0.0,1.0,0.0,0.0,0.1,5.0,0.0,34.0,35.0,97.1,3.0,23.0,2.0,1.0,0.0,/en/matches/5ce15b58/Leeds-United-Manchester-City-October-3-2020-Premier-League,0.5,0.6666666666666666,0.6666666666666666
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-10-07,Wed,Friendlies (M),Friendlies (M),Home,W 5–1,pl Poland,fi Finland,N,,19,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/dabfda8c/Poland-Finland-October-7-2020-Friendlies-M,1.0,0.8333333333333334,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-10-11,Sun,UEFA Nations League,League A,Home,D 0–0,pl Poland,it Italy,Y,AM,69,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/c940abe8/Poland-Italy-October-11-2020-UEFA-Nations-League,0.5,0.8333333333333334,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2020-10-14,Wed,UEFA Nations League,League A,Home,W 3–0,pl Poland,ba Bosnia & Herz'na,Y,AM,63,0,1,0,0,0.0,0.0,1,0,,,0.0,,,,,,,,,,,,,,,/en/matches/41d7adfa/Poland-Bosnia-and-Herzegovina-October-14-2020-UEFA-Nations-League,1.0,0.6666666666666666,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2020-10-19,Mon,Premier League,Matchweek 5,Home,L 0–1,Leeds United,Wolves,Y,"CM,DM",90,0,0,0,0,0.0,0.0,0,0,72.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,51.0,66.0,77.3,9.0,41.0,4.0,2.0,1.0,/en/matches/6a2c4518/Leeds-United-Wolverhampton-Wanderers-October-19-2020-Premier-League,0.0,0.8333333333333334,0.5833333333333333
