,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
10,10,10,10,10,10,10,10,10,2021-02-06,Sat,Süper Lig,Matchweek 24,Away,W 1–0,Galatasaray,Fenerbahçe,N,,9,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/e038e406/Intercontinental-Derby-Fenerbahce-Galatasaray-February-6-2021-Super-Lig,1.0,0.0,0.5
11,11,11,11,11,11,11,11,11,2021-02-14,Sun,Süper Lig,Matchweek 25,Home,W 2–1,Galatasaray,Kasımpaşa,N,,14,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/45770d5d/Galatasaray-Kasimpasa-February-14-2021-Super-Lig,1.0,0.3333333333333333,0.5
12,12,12,12,12,12,12,12,12,2021-02-20,Sat,Süper Lig,Matchweek 26,Away,W 1–0,Galatasaray,Alanyaspor,Y,RB,90,0,0,0,0,0.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/d8c62f0c/Alanyaspor-Galatasaray-February-20-2021-Super-Lig,1.0,0.6666666666666666,0.5
13,13,13,13,13,13,13,13,13,2021-02-27,Sat,Süper Lig,Matchweek 27,Home,W 2–0,Galatasaray,Erzurum BB,Y,RB,90,0,0,0,0,1.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/0dccd198/Galatasaray-Erzurum-BB-February-27-2021-Super-Lig,1.0,1.0,0.5
14,14,14,14,14,14,14,14,14,2021-03-03,Wed,Süper Lig,Matchweek 28,Away,L 1–2,Galatasaray,Ankaragücü,Y,RB,45,0,0,0,0,0.0,0.0,1,0,,,1.0,,,,,,,,,,,,,,,/en/matches/82905587/Ankaragucu-Galatasaray-March-3-2021-Super-Lig,0.0,1.0,0.5
15,15,15,15,15,15,15,15,15,2021-03-13,Sat,Süper Lig,Matchweek 30,Away,W 3–0,Galatasaray,Kayserispor,Y,RB,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/e43a646c/Kayserispor-Galatasaray-March-13-2021-Super-Lig,1.0,0.6666666666666666,0.5
16,16,16,16,16,16,16,16,16,2021-03-19,Fri,Süper Lig,Matchweek 31,Home,L 3–4,Galatasaray,Rizespor,Y,RB,78,1,0,0,0,1.0,1.0,2,1,,,1.0,,,,,,,,,,,,,,,/en/matches/179f78cd/Galatasaray-Rizespor-March-19-2021-Super-Lig,0.0,0.6666666666666666,0.5
17,17,17,17,17,17,17,17,17,2021-04-10,Sat,Süper Lig,Matchweek 34,Home,D 1–1,Galatasaray,Fatih Karagümrük,Y,RB,27,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/fe36bbcc/Galatasaray-Fatih-Karagumruk-April-10-2021-Super-Lig,0.5,0.3333333333333333,0.5
18,18,18,18,18,18,18,18,18,2021-05-08,Sat,Süper Lig,Matchweek 40,Home,W 3–1,Galatasaray,Beşiktaş,Y,RB,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/fc055b67/Galatasaray-Besiktas-May-8-2021-Super-Lig,1.0,0.5,0.5
19,19,19,19,19,19,19,19,19,2021-05-11,Tue,Süper Lig,Matchweek 41,Away,W 4–1,Galatasaray,Denizlispor,Y,RB,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/1ec4be4d/Denizlispor-Galatasaray-May-11-2021-Super-Lig,1.0,0.5,0.5
20,20,20,20,20,20,20,20,20,2021-05-15,Sat,Süper Lig,Matchweek 42,Home,W 3–1,Galatasaray,Yeni Mal'spor,Y,RB,45,0,0,0,0,0.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/d4711099/Galatasaray-Yeni-Malatyaspor-May-15-2021-Super-Lig,1.0,0.8333333333333334,0.5
21,21,21,21,21,21,21,21,21,2021-05-30,Sun,Friendlies (M),Friendlies (M),Away,L 1–2,us United States,ch Switzerland,N,,10,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/4821af86/Switzerland-United-States-May-30-2021-Friendlies-M,0.0,1.0,0.5
