,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,2020-09-17,Thu,EFL Cup,Second round,Home,D 1 (5)–1 (4),Burnley,Sheffield Utd,Y,RM,14,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/77dbe1b0/Burnley-Sheffield-United-September-17-2020-EFL-Cup,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,2020-10-03,Sat,Premier League,Matchweek 4,Away,L 1–3,Burnley,Newcastle Utd,N,RM,23,0,0,0,0,0,0,0,0,18.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,87.5,1.0,13.0,0.0,0.0,0.0,/en/matches/34ba607f/Newcastle-United-Burnley-October-3-2020-Premier-League,0.0,0.5,0.511904761904762
2,2,2,2,2,2,2,2,2,2,2,2,2020-10-08,Thu,UEFA Euro Qualifying,Semi-finals,Home,W 2–1,is Iceland,ro Romania,Y,RM,82,0,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/f8304638/Iceland-Romania-October-8-2020-UEFA-Euro-Qualifying,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,2020-10-19,Mon,Premier League,Matchweek 5,Away,D 0–0,Burnley,West Brom,Y,RM,68,0,0,0,0,1,1,0,0,23.0,0.0,1,0.0,0.1,0.1,0.1,1.0,0.0,11.0,18.0,61.1,1.0,8.0,1.0,1.0,0.0,/en/matches/13f3ae88/West-Bromwich-Albion-Burnley-October-19-2020-Premier-League,0.5,0.5,0.3333333333333333
4,4,4,4,4,4,4,4,4,4,4,4,2020-10-26,Mon,Premier League,Matchweek 6,Home,L 0–1,Burnley,Tottenham,Y,RM,83,0,0,0,0,2,1,0,0,37.0,0.0,1,0.0,0.1,0.1,0.0,1.0,0.0,22.0,32.0,68.8,1.0,29.0,1.0,3.0,2.0,/en/matches/4931660e/Burnley-Tottenham-Hotspur-October-26-2020-Premier-League,0.0,0.5,0.7142857142857142
5,5,5,5,5,5,5,5,5,5,5,5,2020-11-12,Thu,UEFA Euro Qualifying,Finals,Away,L 1–2,is Iceland,hu Hungary,Y,RM,72,0,0,0,0,1,1,0,0,,,1,,,,,,,,,,,,,,,/en/matches/5cda158c/Hungary-Iceland-November-12-2020-UEFA-Euro-Qualifying,0.0,0.5,0.5
6,6,6,6,6,6,6,6,6,6,6,6,2020-11-23,Mon,Premier League,Matchweek 9,Home,W 1–0,Burnley,Crystal Palace,Y,RM,66,0,0,0,0,1,0,0,0,35.0,0.0,0,0.0,0.2,0.2,0.1,1.0,0.0,27.0,31.0,87.1,1.0,22.0,0.0,0.0,0.0,/en/matches/1dde1d03/Burnley-Crystal-Palace-November-23-2020-Premier-League,1.0,0.1666666666666666,0.6794871794871794
7,7,7,7,7,7,7,7,7,7,7,7,2021-01-09,Sat,FA Cup,Third round proper,Home,D 1 (4)–1 (3),Burnley,MK Dons,Y,RM,82,0,0,0,0,3,1,0,0,,,1,,,,,,,,,,,,,,,/en/matches/a729f1f5/Burnley-Milton-Keynes-Dons-January-9-2021-FA-Cup,0.5,0.3333333333333333,0.5
8,8,8,8,8,8,8,8,8,8,8,8,2021-01-12,Tue,Premier League,Matchweek 1,Home,L 0–1,Burnley,Manchester Utd,Y,RM,90,0,0,0,0,1,0,0,0,31.0,1.0,1,1.0,0.0,0.0,0.0,2.0,0.0,16.0,23.0,69.6,2.0,13.0,0.0,2.0,0.0,/en/matches/2c8aa556/Burnley-Manchester-United-January-12-2021-Premier-League,0.0,0.5,0.5
9,9,9,9,9,9,9,9,9,9,9,9,2021-01-16,Sat,Premier League,Matchweek 19,Away,L 0–1,Burnley,West Ham,Y,RM,45,0,0,0,0,2,2,0,0,17.0,0.0,0,0.0,0.1,0.1,0.0,1.0,0.0,12.0,14.0,85.7,1.0,5.0,0.0,0.0,0.0,/en/matches/1b06e352/West-Ham-United-Burnley-January-16-2021-Premier-League,0.0,0.5,0.5
10,10,10,10,10,10,10,10,10,10,10,10,2021-01-21,Thu,Premier League,Matchweek 18,Away,W 1–0,Burnley,Liverpool,N,RM,26,0,0,0,0,1,0,0,0,12.0,0.0,0,0.0,0.1,0.1,0.0,0.0,0.0,6.0,8.0,75.0,0.0,4.0,0.0,0.0,0.0,/en/matches/787d11cc/Liverpool-Burnley-January-21-2021-Premier-League,1.0,0.1666666666666666,0.5
11,11,11,11,11,11,11,11,11,11,11,11,2021-01-24,Sun,FA Cup,Fourth round proper,Away,W 3–0,Burnley,Fulham,Y,RM,90,0,0,0,0,4,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/05c9adfe/Fulham-Burnley-January-24-2021-FA-Cup,1.0,0.3333333333333333,0.5
12,12,12,12,12,12,12,12,12,12,12,12,2021-01-27,Wed,Premier League,Matchweek 20,Home,W 3–2,Burnley,Aston Villa,N,RM,31,0,0,0,0,0,0,0,0,8.0,2.0,0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,0.0,4.0,0.0,0.0,0.0,/en/matches/f45d57b7/Burnley-Aston-Villa-January-27-2021-Premier-League,1.0,0.6666666666666666,0.5
13,13,13,13,13,13,13,13,13,13,13,13,2021-01-31,Sun,Premier League,Matchweek 21,Away,L 0–2,Burnley,Chelsea,N,RM,29,0,0,0,0,0,0,0,0,7.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,66.7,0.0,6.0,0.0,1.0,0.0,/en/matches/3372f3f3/Chelsea-Burnley-January-31-2021-Premier-League,0.0,1.0,0.5
14,14,14,14,14,14,14,14,14,14,14,14,2021-02-03,Wed,Premier League,Matchweek 22,Home,L 0–2,Burnley,Manchester City,Y,RM,90,0,0,0,0,1,0,0,0,40.0,3.0,1,1.0,0.0,0.0,0.0,0.0,0.0,22.0,33.0,66.7,3.0,25.0,6.0,2.0,1.0,/en/matches/a05d7ae7/Burnley-Manchester-City-February-3-2021-Premier-League,0.0,0.6666666666666666,0.5
15,15,15,15,15,15,15,15,15,15,15,15,2021-02-06,Sat,Premier League,Matchweek 23,Home,D 1–1,Burnley,Brighton,Y,RM,90,1,0,0,0,2,1,1,0,50.0,0.0,1,0.0,0.1,0.1,0.1,2.0,0.0,27.0,34.0,79.4,2.0,31.0,4.0,3.0,1.0,/en/matches/4400251e/Burnley-Brighton-and-Hove-Albion-February-6-2021-Premier-League,0.5,0.3333333333333333,0.5
16,16,16,16,16,16,16,16,16,16,16,16,2021-02-09,Tue,FA Cup,Fifth round proper,Home,L 0–2,Burnley,Bournemouth,Y,RM,73,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/608db666/Burnley-Bournemouth-February-9-2021-FA-Cup,0.0,0.1666666666666666,0.5
17,17,17,17,17,17,17,17,17,17,17,17,2021-02-13,Sat,Premier League,Matchweek 24,Away,W 3–0,Burnley,Crystal Palace,Y,RM,71,1,0,0,0,3,1,0,0,33.0,1.0,2,0.0,0.2,0.2,0.0,4.0,0.0,22.0,26.0,84.6,1.0,21.0,2.0,2.0,1.0,/en/matches/34a4b546/Crystal-Palace-Burnley-February-13-2021-Premier-League,1.0,0.1666666666666666,0.5
18,18,18,18,18,18,18,18,18,18,18,18,2021-02-17,Wed,Premier League,Matchweek 17,Home,D 1–1,Burnley,Fulham,Y,RM,39,0,0,0,0,0,0,0,0,14.0,1.0,1,2.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,50.0,0.0,7.0,0.0,0.0,0.0,/en/matches/6285d050/Burnley-Fulham-February-17-2021-Premier-League,0.5,0.5,0.5
19,19,19,19,19,19,19,19,19,19,19,19,2021-03-06,Sat,Premier League,Matchweek 27,Home,D 1–1,Burnley,Arsenal,Y,RM,67,0,0,0,0,0,0,0,0,30.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,17.0,21.0,81.0,1.0,10.0,0.0,0.0,0.0,/en/matches/db9a5ac8/Burnley-Arsenal-March-6-2021-Premier-League,0.5,0.5,0.5
20,20,20,20,20,20,20,20,20,20,20,20,2021-03-13,Sat,Premier League,Matchweek 28,Away,W 2–1,Burnley,Everton,Y,RM,65,0,0,0,0,2,0,0,0,32.0,0.0,0,1.0,0.1,0.1,0.1,2.0,0.0,18.0,23.0,78.3,1.0,15.0,2.0,2.0,2.0,/en/matches/91cce376/Everton-Burnley-March-13-2021-Premier-League,1.0,0.6666666666666666,0.5
21,21,21,21,21,21,21,21,21,21,21,21,2021-03-28,Sun,WCQ,First round,Away,L 0–2,is Iceland,am Armenia,Y,CB,76,0,0,0,0,2,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/9a0477c7/Armenia-Iceland-March-28-2021-WCQ----UEFA-M,0.0,0.6666666666666666,0.5
22,22,22,22,22,22,22,22,22,22,22,22,2021-03-31,Wed,WCQ,First round,Away,W 4–1,is Iceland,li Liechtenstein,Y,FW,62,0,0,0,0,2,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/f66a919e/Liechtenstein-Iceland-March-31-2021-WCQ----UEFA-M,1.0,0.5,0.5
23,23,23,23,23,23,23,23,23,23,23,23,2021-04-04,Sun,Premier League,Matchweek 30,Away,L 2–3,Burnley,Southampton,Y,RM,89,0,0,0,0,0,0,0,0,37.0,5.0,1,2.0,0.0,0.0,0.0,2.0,0.0,20.0,30.0,66.7,3.0,23.0,1.0,1.0,1.0,/en/matches/2c313b76/Southampton-Burnley-April-4-2021-Premier-League,0.0,0.6666666666666666,0.5
24,24,24,24,24,24,24,24,24,24,24,24,2021-04-11,Sun,Premier League,Matchweek 31,Home,L 1–2,Burnley,Newcastle Utd,Y,RM,89,0,0,0,0,0,0,0,0,40.0,0.0,3,1.0,0.0,0.0,0.1,5.0,0.0,24.0,33.0,72.7,2.0,28.0,1.0,1.0,0.0,/en/matches/daebaaa1/Burnley-Newcastle-United-April-11-2021-Premier-League,0.0,0.3333333333333333,0.5
25,25,25,25,25,25,25,25,25,25,25,25,2021-04-18,Sun,Premier League,Matchweek 32,Away,L 1–3,Burnley,Manchester Utd,Y,RM,87,0,0,0,0,0,0,0,0,30.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,19.0,73.7,0.0,22.0,2.0,6.0,1.0,/en/matches/3e00561f/Manchester-United-Burnley-April-18-2021-Premier-League,0.0,0.3333333333333333,0.5
26,26,26,26,26,26,26,26,26,26,26,26,2021-05-03,Mon,Premier League,Matchweek 34,Home,L 1–2,Burnley,West Ham,N,LM,16,0,0,0,0,1,0,1,0,10.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,66.7,1.0,6.0,1.0,0.0,0.0,/en/matches/a89e62a7/Burnley-West-Ham-United-May-3-2021-Premier-League,0.0,0.0,0.5
27,27,27,27,27,27,27,27,27,27,27,27,2021-05-15,Sat,Premier League,Matchweek 36,Home,L 0–4,Burnley,Leeds United,N,RM,21,0,0,0,0,1,1,0,0,18.0,0.0,0,0.0,0.2,0.2,0.0,3.0,0.0,11.0,16.0,68.8,3.0,13.0,1.0,0.0,0.0,/en/matches/18d42916/Burnley-Leeds-United-May-15-2021-Premier-League,0.0,0.0,0.5
28,28,28,28,28,28,28,28,28,28,28,28,2021-05-19,Wed,Premier League,Matchweek 37,Home,L 0–3,Burnley,Liverpool,Y,RM,90,0,0,0,0,0,0,0,0,44.0,0.0,1,2.0,0.0,0.0,0.1,1.0,0.0,27.0,33.0,81.8,5.0,25.0,3.0,1.0,0.0,/en/matches/33d72496/Burnley-Liverpool-May-19-2021-Premier-League,0.0,0.0,0.5
29,29,29,29,29,29,29,29,29,29,29,29,2021-05-23,Sun,Premier League,Matchweek 38,Away,L 0–1,Burnley,Sheffield Utd,Y,RM,88,0,0,0,0,1,1,0,0,46.0,2.0,2,0.0,0.0,0.0,0.0,1.0,0.0,29.0,38.0,76.3,2.0,28.0,0.0,2.0,1.0,/en/matches/2c07a228/Sheffield-United-Burnley-May-23-2021-Premier-League,0.0,0.0,0.5
