,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,2021-09-22,Wed,EFL Cup,Third round,Away,D 1 (3)–1 (4),Aston Villa,Chelsea,Y,DM,41,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/29251311/Chelsea-Aston-Villa-September-22-2021-EFL-Cup,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,2021-12-01,Wed,Premier League,Matchweek 14,Home,L 1–2,Aston Villa,Manchester City,N,LM,14,0,0,0,0,0,0,0,0,6.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,2.0,5.0,2.0,0.0,0.0,/en/matches/1993b7ec/Aston-Villa-Manchester-City-December-1-2021-Premier-League,0.0,0.5,0.8888888888888888
2,2,2,2,2,2,2,2,2,2,2021-12-05,Sun,Premier League,Matchweek 15,Home,W 2–1,Aston Villa,Leicester City,N,"CM,LM",14,0,0,0,0,0,0,0,0,8.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,42.9,1.0,5.0,1.0,0.0,0.0,/en/matches/49cc65ac/Aston-Villa-Leicester-City-December-5-2021-Premier-League,1.0,0.5,0.7261904761904763
3,3,3,3,3,3,3,3,3,3,2021-12-11,Sat,Premier League,Matchweek 16,Away,L 0–1,Aston Villa,Liverpool,N,CM,34,0,0,0,0,0,0,0,0,27.0,2.0,1,3.0,0.0,0.0,0.0,0.0,0.0,10.0,19.0,52.6,1.0,13.0,0.0,3.0,3.0,/en/matches/678d7dca/Liverpool-Aston-Villa-December-11-2021-Premier-League,0.0,0.5,1.0
4,4,4,4,4,4,4,4,4,4,2021-12-26,Sun,Premier League,Matchweek 19,Home,L 1–3,Aston Villa,Chelsea,Y,RM,75,0,0,0,0,1,0,0,0,45.0,4.0,2,2.0,0.0,0.0,0.0,0.0,0.0,25.0,30.0,83.3,5.0,33.0,2.0,6.0,5.0,/en/matches/61396bd8/Aston-Villa-Chelsea-December-26-2021-Premier-League,0.0,0.3333333333333333,0.6547619047619048
5,5,5,5,5,5,5,5,5,5,2022-01-02,Sun,Premier League,Matchweek 21,Away,L 1–2,Aston Villa,Brentford,N,LM,22,0,0,0,0,0,0,0,0,18.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,15.0,93.3,3.0,14.0,2.0,0.0,0.0,/en/matches/dfaa1817/Brentford-Aston-Villa-January-2-2022-Premier-League,0.0,0.3333333333333333,0.5
6,6,6,6,6,6,6,6,6,6,2022-01-15,Sat,Premier League,Matchweek 22,Home,D 2–2,Aston Villa,Manchester Utd,Y,RM,67,0,0,0,0,0,0,0,0,59.0,1.0,4,3.0,0.0,0.0,0.0,0.0,0.0,34.0,46.0,73.9,4.0,36.0,2.0,3.0,1.0,/en/matches/745dc664/Aston-Villa-Manchester-United-January-15-2022-Premier-League,0.5,0.0,0.5
7,7,7,7,7,7,7,7,7,7,2022-02-26,Sat,Premier League,Matchweek 27,Away,W 2–0,Aston Villa,Brighton,N,"RM,DM",19,0,0,0,0,0,0,0,0,9.0,1.0,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,33.3,0.0,6.0,1.0,0.0,0.0,/en/matches/8cabd787/Brighton-and-Hove-Albion-Aston-Villa-February-26-2022-Premier-League,1.0,0.1666666666666666,0.5
8,8,8,8,8,8,8,8,8,8,2022-03-05,Sat,Premier League,Matchweek 28,Home,W 4–0,Aston Villa,Southampton,N,"LM,FW",20,0,0,0,0,0,0,0,0,5.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,5.0,0.0,1.0,1.0,/en/matches/1aa40463/Aston-Villa-Southampton-March-5-2022-Premier-League,1.0,0.5,0.5
9,9,9,9,9,9,9,9,9,9,2022-03-10,Thu,Premier League,Matchweek 20,Away,W 3–0,Aston Villa,Leeds United,N,"LM,RM",20,0,0,0,0,0,0,0,0,12.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,10.0,10.0,100.0,1.0,9.0,2.0,1.0,1.0,/en/matches/79b8fb6e/Leeds-United-Aston-Villa-March-10-2022-Premier-League,1.0,0.8333333333333334,0.5
10,10,10,10,10,10,10,10,10,10,2022-04-02,Sat,Premier League,Matchweek 31,Away,L 1–2,Aston Villa,Wolves,Y,RM,71,0,0,0,0,0,0,0,0,34.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,22.0,26.0,84.6,4.0,20.0,4.0,2.0,2.0,/en/matches/320d3dfe/Wolverhampton-Wanderers-Aston-Villa-April-2-2022-Premier-League,0.0,1.0,0.5
