,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,2019-07-01,Mon,Africa Cup of Nations,Group stage,Neutral,L 0–3,tz Tanzania,dz Algeria,Y*,FW,90,0,0,0,0,3.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/165f13ff/Tanzania-Algeria-July-1-2019-Africa-Cup-of-Nations,0.0,0.5,0.5
1,1,1,1,2019-07-26,Fri,First Division A,Regular season,Home,W 2–1,Genk,Kortrijk,Y,FW,90,0,0,0,0,3.0,0.0,0,0,46.0,0.0,0.0,1.0,0.8,0.8,0.1,3.0,1.0,31.0,38.0,81.6,2.0,37.0,2.0,1.0,0.0,/en/matches/e331f7ef/Genk-Kortrijk-July-26-2019-Belgian-First-Division-A,1.0,0.5,0.5
2,2,2,2,2019-08-03,Sat,First Division A,Regular season,Away,L 1–3,Genk,Mechelen,Y,FW,90,1,0,0,0,1.0,1.0,0,0,30.0,0.0,0.0,2.0,0.1,0.1,0.0,1.0,0.0,13.0,18.0,72.2,1.0,14.0,0.0,0.0,0.0,/en/matches/5ca2d86f/Mechelen-Genk-August-3-2019-Belgian-First-Division-A,0.0,0.5,0.5
3,3,3,3,2019-08-10,Sat,First Division A,Regular season,Home,L 0–2,Genk,Zulte Waregem,Y,FW,90,0,0,0,0,2.0,1.0,0,0,35.0,1.0,0.0,1.0,0.4,0.4,0.2,5.0,0.0,18.0,22.0,81.8,3.0,20.0,0.0,3.0,1.0,/en/matches/68426cb4/Genk-Zulte-Waregem-August-10-2019-Belgian-First-Division-A,0.0,0.3333333333333333,0.5
4,4,4,4,2019-08-17,Sat,First Division A,Regular season,Away,W 4–0,Genk,Waasland-Bev,Y,FW,90,3,0,0,0,7.0,3.0,0,0,33.0,1.0,0.0,0.0,1.9,1.9,0.2,3.0,0.0,15.0,20.0,75.0,2.0,17.0,3.0,3.0,1.0,/en/matches/94ad89ef/Waasland-Beveren-Genk-August-17-2019-Belgian-First-Division-A,1.0,0.3333333333333333,0.5
5,5,5,5,2019-08-23,Fri,First Division A,Regular season,Home,W 1–0,Genk,Anderlecht,Y,FW,90,1,0,0,0,2.0,1.0,0,0,24.0,2.0,0.0,0.0,0.5,0.5,0.1,4.0,0.0,9.0,15.0,60.0,3.0,18.0,0.0,1.0,1.0,/en/matches/2cf32213/Genk-Anderlecht-August-23-2019-Belgian-First-Division-A,1.0,0.3333333333333333,0.5
6,6,6,6,2019-09-01,Sun,First Division A,Regular season,Away,D 1–1,Genk,Club Brugge,Y,FW,89,0,0,0,0,7.0,1.0,1,0,38.0,0.0,0.0,0.0,1.2,1.2,0.0,6.0,2.0,15.0,21.0,71.4,3.0,26.0,1.0,3.0,2.0,/en/matches/928cdc87/Club-Brugge-Genk-September-1-2019-Belgian-First-Division-A,0.5,0.6666666666666666,0.5
7,7,7,7,2019-09-08,Sun,WCQ,First round,Home,D 1 (3)–1 (0),tz Tanzania,bi Burundi,Y*,FW,105,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/c6214259/Tanzania-Burundi-September-8-2019-WCQ----CAF-M,0.5,0.8333333333333334,0.5
8,8,8,8,2019-09-17,Tue,Champions Lg,Group stage,Away,L 2–6,be Genk,at RB Salzburg,Y,FW,90,1,0,0,0,2.0,1.0,1,0,26.0,0.0,0.0,2.0,0.3,0.3,0.0,1.0,0.0,11.0,20.0,55.0,1.0,17.0,0.0,1.0,1.0,/en/matches/5b62cee4/Red-Bull-Salzburg-Genk-September-17-2019-Champions-League,0.0,0.6666666666666666,0.5
9,9,9,9,2019-09-21,Sat,First Division A,Regular season,Home,W 3–1,Genk,Oostende,Y*,FW,90,0,0,0,0,6.0,0.0,0,0,34.0,2.0,0.0,0.0,0.4,0.4,0.0,3.0,0.0,9.0,18.0,50.0,2.0,20.0,0.0,3.0,0.0,/en/matches/d1856512/Genk-Oostende-September-21-2019-Belgian-First-Division-A,1.0,0.3333333333333333,0.5
10,10,10,10,2019-09-28,Sat,First Division A,Regular season,Away,D 3–3,Genk,Sint-Truiden,Y,FW,90,0,0,0,0,0.0,0.0,0,0,35.0,1.0,0.0,0.0,0.0,0.0,0.1,1.0,1.0,12.0,23.0,52.2,3.0,22.0,1.0,3.0,2.0,/en/matches/e9abc8a9/Sint-Truiden-Genk-September-28-2019-Belgian-First-Division-A,0.5,0.5,0.5
